WT_1	WT_2	KO_1	KO_2
4921511I17Rik	1	0	0	0
4921511M17Rik	0	0	0	0
4921513I03Rik	1	1	1	1
4921515E04Rik	0	0	0	0
4921517D22Rik	1	0	0	2
4921518K17Rik	0	0	0	0
4921524J17Rik	251	328	254	328
4921524L21Rik	0	0	0	0
4921525O09Rik	1	1	1	0
4921529L05Rik	0	1	0	0
4921530L21Rik	0	0	0	0
4921531C22Rik	53	78	54	57
4921531P14Rik	0	0	0	0
4921533I20Rik	0	0	0	0
4921534H16Rik	0	0	0	0
4921536K21Rik	29	32	29	18
4921539E11Rik	0	0	0	0
4922502D21Rik	0	0	0	0
4922502H24Rik	0	0	0	0
4922502N22Rik	0	0	0	0
4930401C15Rik	0	0	0	0
4930401O10Rik	0	0	0	0
4930401O12Rik	0	0	0	0
4930402F06Rik	0	0	0	0
4930402F11Rik	0	0	0	0
4930402H24Rik	2488	2667	2671	2288
4930402K13Rik	0	0	0	0
4930404A05Rik	0	0	0	0
4930404H11Rik	0	0	0	0
4930404I05Rik	5	7	7	6
4930404N11Rik	472	543	688	328
4930405A10Rik	0	0	0	0
4930405A21Rik	1	4	2	2
4930405D11Rik	0	0	0	0
4930405J17Rik	0	0	0	0
4930405L22Rik	0	0	0	0
4930405O22Rik	0	2	0	0
4930406D18Rik	0	0	0	0
4930407G08Rik	0	0	0	0
4930407I10Rik	0	0	1	0
4930407I19Rik	0	0	0	0
4930412B13Rik	0	0	0	0
4930412C18Rik	46	57	58	46
4930412O13Rik	0	0	1	0
4930413E15Rik	0	0	0	0
4930413F20Rik	1	0	1	2
4930413G21Rik	202	252	313	193
4930413M19Rik	0	0	0	0
4930414N06Rik	0	0	1.21	2.32
4930415F15Rik	0	2	0	4
4930415L06Rik	0	0	0	0
4930415O20Rik	3	2	2	5
4930417O13Rik	0	0	0	0
4930417O22Rik	0	0	0	0
4930419G24Rik	0	0	0	0
4930423M02Rik	0	0	0	0
4930425K10Rik	0	0	0	0
4930425L21Rik	0	0	0	0
4930425O10Rik	0	0	0	0
4930426D05Rik	0	0	0	0
4930426L09Rik	4	7	10	6
4930427A07Rik	22	19	53	40
4930428D20Rik	0	0	0	0
4930428E07Rik	0	0	0	0
4930428G15Rik	0	0	0	0
4930428O21Rik	0	0	0	0
4930429B21Rik	14.64	22.37	22.98	24.91
4930429D17Rik	0	0	1	0
4930429F11Rik	0	0	0	0
4930429F24Rik	4	3	6	1
4930430A15Rik	0	0	0	0
4930430F08Rik	128.36	115.86	130.59	111.36
4930430F21Rik	0	0	0	0
4930430J02Rik	0	0	0	0
4930431F12Rik	0	0	0	0
4930431P03Rik	2	0	1	0
4930432J09Rik	0	0	0	0
4930432K21Rik	9	7	9	6
4930432M17Rik	0	0	0	0
4930433B08Rik	0	0	0	0
4930433I11Rik	0	0	0	0
4930433N12Rik	0	0	0	1
4930434J06Rik	0	0	0	0
4930435E12Rik	0	0	0	0
4930438E09Rik	0	0	0	0
4930440C22Rik	0	0	0	0
4930440I19Rik	0	0	0	0
4930441H08Rik	0	0	0	0
4930441J16Rik	0	0	0	0
4930442J19Rik	0	0	0	0
4930442L01Rik	0	0	0	0
4930443O20Rik	0	0	0	1
4930444F02Rik	0	0	0	0
4930444G20Rik	1	0	1.75	0
4930444M15Rik	0	0	0	0
4930444P10Rik	0	0	0	0
4930445N18Rik	0	1	0	0
4930447A16Rik	0	0	0	0
4930447C04Rik	15	16	35	52
4930447F24Rik	198	205	137	200
4930447J18Rik	0	0	0	0
4930447K03Rik	0	0	1	0
4930447M23Rik	0	0	0	0
4930447N08Rik	0	1	0	0
4930448C13Rik	0	0	0	0
4930448F12Rik	0	0	0	0
4930448H16Rik	0	0	0	0
4930448I06Rik	0	0	0	0
4930448I18Rik	0	0	0	0
4930448K20Rik	0	0	0	0
4930449E01Rik	0	0	0	0
4930449E18Rik	0	0	0	0
4930449I24Rik	0	0	0	0
4930451G09Rik	12	10	5	5
4930451I11Rik	0	0	0	0
4930452A19Rik	0	0	0	0
4930452B06Rik	6	9	5	4
4930452G13Rik	0	0	0	0
4930452N14Rik	0	0	1	0
4930453H23Rik	0	0	0	0
4930453L07Rik	0	0	0	0
4930453N24Rik	526	662	545	444
4930455B14Rik	0	0	0	0
4930455C13Rik	2.53	5.55	7.53	5.33
4930455D15Rik	0	0	0	0
4930455F16Rik	0	0	0	0
4930455G09Rik	2	4	11	3
4930455H04Rik	0	0	0	0
4930455J16Rik	0	0	0	0
4930456L15Rik	0	0	0	0
4930459C07Rik	0	0	0	1
4930459L07Rik	0	0	0	0
4930461G14Rik	0	0	0	0
4930463O16Rik	0	0	2	0
4930465K10Rik	1	1	2	2
4930465M20Rik	0	0	0	0
4930467D21Rik	0	0	0	0
4930467E23Rik	8.97	2.47	0	4.89
4930467K11Rik	0	0	0	0
4930469G21Rik	0	0	0	0
4930470H14Rik	0	0	0	0
4930470O06Rik	0	0	0	0
4930470P17Rik	0	0	0	0
4930471C04Rik	0	0	1	0
4930471G03Rik	0	0	0	0
4930471M09Rik	0	0	0	0
4930473A02Rik	2.11	5.18	2.11	2.09
4930473O22Rik	0	0	0	0
4930474G06Rik	0	0	0	0
4930474H20Rik	0	0	0	0
4930474M22Rik	0	0	0	0
4930474N05Rik	0	0	0	0
4930474N09Rik	1	0	2	0
4930477N07Rik	0	0	0	0
4930478L05Rik	1	0	0	0
4930478P22Rik	0	0	0	0
4930479D17Rik	0	0	1	0
4930480E11Rik	0	0	0	0
4930480G23Rik	0	1	0	1
4930480K15Rik	0	0	0	0
4930480K23Rik	47	42	41	38
4930480M12Rik	0	0	0	0
4930481A15Rik	95	105	128.07	53
4930482G09Rik	0	0	0	0
4930483J18Rik	2	0	2	2
4930483K19Rik	9.28	4.74	6.13	2.41
4930483O08Rik	0	0	0	0
4930484H19Rik	0	0	0	0
4930486F22Rik	0	0	0	0
4930486I03Rik	0	0	0	0
4930486L24Rik	192	165	213	163
4930487D11Rik	0	0	0	0
4930487H11Rik	1	1	0	1
4930488B22Rik	0	0	0	0
4930488L21Rik	1	0	0	0
4930500F04Rik	0	0	0	0
4930500L23Rik	0	0	0	0
4930502A04Rik	0	0	0	1
4930502E09Rik	0	3	2	1
4930502E18Rik	5	5	5	12
4930503B20Rik	0	0	0	0
4930503E14Rik	0	0	0	0
4930503E24Rik	1	1	0	0
4930503F20Rik	0	0	0	0
4930503H13Rik	0	0	0	0
4930503L19Rik	84	112	136	152
4930503O07Rik	0	0	0	0
4930504C09Rik	0	0	0	0
4930504O13Rik	0	0	0	0
4930505A04Rik	1	0	5	2
4930505G20Rik	0	0	0	0
4930505K13Rik	0	0	0	0
4930505K14Rik	0	0	0	0
4930506A18Rik	0	0	0	0
4930506C21Rik	37.36	52.98	33.92	39.43
4930507D05Rik	14.67	18.73	17.97	14.59
4930507D10Rik	0	0	0	0
4930509E16Rik	0	1	0	4
4930509J09Rik	0	0	0	0
4930509K18Rik	0	0	1	0
4930511A02Rik	0	0	0	0
4930511A08Rik	1	0	0	0
4930511E03Rik	3	3	7	5
4930511M06Rik	2	0	1	5
4930512B01Rik	1.05	0	1.05	1.05
4930512J16Rik	0	0	0	0
4930512M02Rik	0	1	0	0
4930513D17Rik	0	1	1	0
4930513N10Rik	14.17	20.11	26.19	17.23
4930513O06Rik	0	0	0	0
4930515B02Rik	0	0	0	0
4930515G01Rik	21	13	16	12
4930515G16Rik	0	0	0	0
4930515L03Rik	0	0	0	0
4930515L19Rik	0	0	0	0
4930517E11Rik	0	0	0	0
4930517M08Rik	1	0	0	0
4930518J21Rik	0	0	0	0
4930518P08Rik	0	0	0	0
4930519D14Rik	0	0	0	0
4930519F09Rik	0	0	1	1
4930519F16Rik	0	0	0	0
4930519F24Rik	0	0	0	0
4930519G04Rik	0	0	0	0
4930519H02Rik	0	0	0	0
4930519K11Rik	0	0	0	0
4930520O04Rik	4	7	7	4
4930520P13Rik	0	0	0	0
4930521E06Rik	0	1	0	0
4930522H14Rik	0	0	1	0
4930522O17Rik	0	0	0	0
4930523C07Rik	490.42	604.42	400.44	482.7
4930523O13Rik	0	0	0	0
4930524B15Rik	0	0	0	0
4930524B17Rik	0	0	0	0
4930524C18Rik	0	0	0	0
4930524N10Rik	0	0	0	0
4930524O05Rik	1	0	0	0
4930524O08Rik	0	0	0	0
4930525C09Rik	0	0	0	0
4930525D18Rik	0	1	0	0
4930525G20Rik	13.72	31	19	32
4930526H09Rik	0	0	0	0
4930526I15Rik	100	121	221	89
4930526L06Rik	1	0	0	0
4930527F14Rik	0	0	0	0
4930527G23Rik	0	0	0	0
4930528A17Rik	4.05	9.12	6.08	8.11
4930528D03Rik	0	0	1	0
4930528G23Rik	0	0	0	0
4930528H21Rik	0	0	0	0
4930528P14Rik	0	0	0	0
4930529C04Rik	0	0	0	0
4930529K09Rik	0	0	0	0
4930529L06Rik	0	0	0	0
4930532I03Rik	0	0	0	0
4930532M18Rik	0	0	0	0
4930533B01Rik	0	0	0	0
4930533N22Rik	0	0	0	0
4930533P14Rik	0	0	0	0
4930538K18Rik	1	2	4	5
4930539C22Rik	0	0	0	0
4930539E08Rik	3	8	13	9
4930539J05Rik	63	67	99	67
4930539M17Rik	0	0	0	0
4930539N22Rik	0	0	0	0
4930540M03Rik	0	0	0	0
4930542C21Rik	1	0	0	0
4930542D17Rik	0	0	0	0
4930543E12Rik	0	0	0	0
4930543N07Rik	0	0	0	0
4930544D05Rik	0	0	0	0
4930544G11Rik	0	0	0	0
4930544M13Rik	0	0	0	0
4930545E07Rik	0	0	0	0
4930545H06Rik	0	0	0	0
4930545L23Rik	1	0	1	0
4930546C10Rik	0	0	0	0
4930546K05Rik	0	1	0	2
4930547E08Rik	0	1	0	0
4930547E14Rik	0	0	0	0
4930548G14Rik	0	0	0	0
4930548H24Rik	0	1	0	0
4930548J01Rik	0	0	0	0
4930548K13Rik	0	0	0	0
4930549C01Rik	0	0	0	0
4930549C15Rik	0	1	0	1
4930549G23Rik	2.42	4.68	2.36	3.46
4930550C14Rik	7	12	5	14
4930550C17Rik	0	0	0	0
4930550L24Rik	0	0	0	0
4930552N02Rik	0	0	0	0
4930552P12Rik	0	3	2	2
4930553C11Rik	0	0	0	0
4930553E22Rik	0	0	0	0
4930554C24Rik	0	0	0	0
4930554G24Rik	0	0	0	0
4930554H23Rik	0	0	0	0
4930554I06Rik	0	0	0	0
4930555B11Rik	0	0	0	0
4930555B12Rik	0	0	0	0
4930555G01Rik	1	0	0	0
4930555G21Rik	0	0	0	0
4930555K05Rik	0	0	0	0
4930556C24Rik	0	0	0	0
4930556G01Rik	0	0	0	0
4930556J02Rik	0	0	0	0
4930556M19Rik	4	6	10	6
4930556N09Rik	0	0	0	0
4930556N13Rik	2	5	5	1
4930557A04Rik	0	0	0	1
4930557F10Rik	0	0	0	0
4930557J02Rik	0	0	0	1
4930557K07Rik	5	3	5	3
4930558C23Rik	0	0	0	0
4930558F17Rik	0	0	0	0
4930558G05Rik	0	0	0	0
4930558J18Rik	0	1	0	1
4930558K02Rik	0	0	0	0
4930559C10Rik	0	0	0	0
4930562C15Rik	1	1	0	1
4930562F07Rik	3.58	2.58	14.56	9.3
4930563D23Rik	0	1	1	0
4930563E18Rik	2	2	5	1
4930563E22Rik	6.07	6.09	4.09	13.21
4930563F08Rik	0	0	0	0
4930563H07Rik	0	0	0	0
4930563M20Rik	0	0	0	0
4930563M21Rik	0	0	0	1
4930564B18Rik	0	0	0	0
4930564C03Rik	0	0	0	0
4930564D02Rik	0	0	0	0
4930565D16Rik	0	0	0	0
4930565N06Rik	71	40	54	65
4930567H12Rik	0	0	1	0
4930567H17Rik	0	0	0	0
4930567J20Rik	0	0	0	0
4930567K12Rik	0	0	0	0
4930567K20Rik	0	0	0	0
4930568D16Rik	0	0	0	0
4930568E12Rik	0	0	0	0
4930568G15Rik	0	0	0	0
4930570G19Rik	5	10	8	1
4930571K23Rik	0	0	0	0
4930571O06Rik	0	0	0	0
4930572K03Rik	0	0	0	0
4930572O03Rik	0	0	0	0
4930572O13Rik	0	0	1	0
4930573O16Rik	0	1	0	0
4930577N17Rik	13.67	27.97	24.25	15.09
4930578C19Rik	2	0	2	2
4930578E11Rik	0	0	0	0
4930578I06Rik	0	0	0	0
4930578M01Rik	0	1	3	0
4930578N18Rik	0	0	0	0
4930579F01Rik	0	0	0	0
4930579G18Rik	10.04	13.06	13	13.06
4930579G24Rik	73	78	100	66
4930579H20Rik	0	0	1	1
4930579J19Rik	0	0	0	0
4930579K19Rik	2	6	10	4
4930579P08Rik	0	0	0	0
4930581F22Rik	14.04	16.08	26.11	25.06
4930583K01Rik	2	0	2	0
4930583P06Rik	0	0	0	0
4930584F24Rik	0	0	0	0
4930586N03Rik	0	0	0	0
4930587E11Rik	0	0	0	0
4930590J08Rik	0	0	0	1
4930590L20Rik	0	0	0	0
4930591A17Rik	0	0	0	0
4930591E09Rik	0	0	0	0
4930592A05Rik	1.11	0	0	0
4930592I03Rik	0	1	0	0
4930593A02Rik	1	1	2	0
4930593C16Rik	0	0	0	0
4930594C11Rik	0	0	0	0
4930594O21Rik	0	0	0	0
4930595D18Rik	0	0	0	0
4930595M18Rik	0	0	0	0
4930596D02Rik	0	0	0	0
4930596I21Rik	0	0	1	0
4930597A21Rik	0	0	0	1
4930597G03Rik	0	0	0	0
4930598F16Rik	0	0	0	0
4930599N23Rik	6.26	9.45	15.28	6.23
4931402G19Rik	2.23	1.11	1.11	5.34
4931403E22Rik	5	1	4	2
4931403G20Rik	0	4	0	2
4931406B18Rik	0	0	0	0
4931406C07Rik	10864	13557	9453	10455
4931406H21Rik	2	3	10	3
4931406P16Rik	831	1020	822	909
4931408C20Rik	0	0	0	0
4931408D14Rik	593	711	695	467
4931409K22Rik	0	0	0	0
4931414P19Rik	57	80	100	65
4931417E11Rik	0	0	0	0
4931419H13Rik	0	0	0	0
4931420L22Rik	0	0	0	0
4931423N10Rik	2	0	0	1
4931428F04Rik	42.14	46.14	60.4	52.69
4931428L18Rik	0	0	0	0
4931429I11Rik	0	0	0	0
4931429L15Rik	0	0	0	0
4931429P17Rik	0	0	1	0
4931430N09Rik	0	0	0	0
4931431B13Rik	2.8	0	0	0
4931431C16Rik	17.53	17.45	12.46	12.31
4931431F19Rik	0	0	0	0
4931440F15Rik	0	0	0	1.14
4931440J10Rik	0	0	0	0
4931440P22Rik	32.48	23.24	62.51	26.32
4932411E22Rik	0	1	0	0
4932411N23Rik	0	0	0	0
4932412D23Rik	0	0	1	0
4932413F04Rik	0	0	0	0
4932414J04Rik	0	0	0	0
4932414N04Rik	0	0	0	0
4932415M13Rik	0	0	0	0
4932416H05Rik	55.53	84.56	72.81	64.69
4932416K20Rik	0	0	0	0
4932418E24Rik	0	1	0	0
4932429P05Rik	0	0	0	0
4932435O22Rik	0	0	0	0
4932438A13Rik	1519	1845	1733	2079
4932438H23Rik	1	1	0	2
4932441J04Rik	3	0	1	3
4932443I19Rik	0	0	0	0
4932702P03Rik	0	0	0	0
4933400A11Rik	0	0	1	0
4933400B14Rik	0	1	0	0
4933400C23Rik	0	0	1	0
4933400F21Rik	0	0	0	0
4933400L20Rik	0	0	0	0
4933401B06Rik	0	0	0	0
4933401D09Rik	0	1	2	0
4933401H06Rik	0	0	0	0
4933402C06Rik	0	0	0	0
4933402D24Rik	1	0	1	0
4933402E13Rik	6	1	5	2
4933402J07Rik	0	0	0	0
4933402J10Rik	0	0	0	0
4933402J15Rik	0	0	0	0
4933402N03Rik	0	0	0	0
4933402N22Rik	0	0	0	0
4933402P03Rik	2	0	0	0
4933403O08Rik	0	0	0	1
4933404G15Rik	0	0	1	0
4933404K08Rik	0	0	0	0
4933404K13Rik	0	0	0	0
4933404O12Rik	42	42	47	43
4933405D12Rik	1	2	1	1
4933405E24Rik	0	0	0	0
4933405L10Rik	0	0	2	1
4933405O20Rik	0	0	0	0
4933406C10Rik	9	9	10	14
4933406D12Rik	0	0	0	0
4933406F09Rik	0	0	0	0
4933406G16Rik	0	0	0	0
4933406I18Rik	37	37	30	11
4933406J08Rik	0	0	0	0
4933406J10Rik	0	0	1	0
4933406K04Rik	0	0	0	0
4933406M09Rik	2	3	1	0
4933407E24Rik	0	0	0	0
4933407G14Rik	0	0	1	0
4933407I05Rik	0	0	0	0
4933407K13Rik	50	52	60	62
4933407L21Rik	0	0	2	0
4933408B17Rik	11	9	14	9
4933408J17Rik	1.08	1.11	0	0
4933408N05Rik	0	0	0	0
4933409G03Rik	0	0	0	0
4933409K07Rik	80.6	82.12	223.99	295.94
4933411E08Rik	1	0	1	1
4933411G06Rik	0	0	0	0
4933411K16Rik	3	6	4	9
4933412E12Rik	55	67	68	52
4933412E24Rik	0	0	0	0
4933412O06Rik	0	2	0	0
4933413G19Rik	0	0	0	0
4933413J09Rik	7	8	3	10
4933413L06Rik	0	0	0	0
4933415F23Rik	0	1	0	0
4933416C03Rik	0	0	0	0
4933416E03Rik	0	0	0	0
4933416I08Rik	0	0	0	0
4933416M06Rik	1	0	0	0
4933416M07Rik	0	0	0	0
4933417A18Rik	1	0	0	0
4933417D19Rik	2	4	9	3
4933417E11Rik	1	1	0	0
4933417G07Rik	0	0	0	0
4933417O13Rik	1	1	2	0
4933421I07Rik	0	0	0	0
4933421O10Rik	72	70	80	66
4933422A05Rik	1	0	0	0
4933424G05Rik	1	2	0	1
4933424G06Rik	2	0	3	1
4933425B07Rik	0	0	0	0
4933425L06Rik	1	0	0	1
4933427D06Rik	0	0	0	1
4933427D14Rik	145	126	156	140
4933427E11Rik	1	2	1	1
4933427E13Rik	0	0	0	0
4933427G17Rik	11	9	15	12
4933427I22Rik	0	0	0	0
4933428C19Rik	0	0	0	0
4933428G20Rik	13.44	32.51	21.35	12.19
4933429K18Rik	0	0	0	0
4933429O19Rik	0	0	0	0
4933430H16Rik	0	0	0	0
4933430I17Rik	0	3	4	3
4933430M04Rik	0	0	0	0
4933430N04Rik	0	0	0	0
4933431E20Rik	58.93	74.88	65.1	95.21
4933431G14Rik	2	2	2	1
4933432G23Rik	0	0	0	0
4933432I03Rik	0	0	0	0
4933432I09Rik	0	2	0	1
4933432K03Rik	0	0	0	0
4933433C11Rik	0	0	1	1
4933433F19Rik	0	0	0	0
4933433G08Rik	0	0	0	0
4933433G15Rik	3	1	3	2
4933433G19Rik	2.05	0	1.03	0
4933433H22Rik	0	4	1	2
4933434E20Rik	730	897	843	687.95
4933436E23Rik	0	0	0	0
4933436H12Rik	0	0	0	0
4933436I01Rik	0	0	0	0
4933438B17Rik	0	0	0	0
4933438K21Rik	0	0	1	3
4933439C10Rik	81.39	80	134.23	83.73
4933439K11Rik	0	4	1	1
4933440J02Rik	0	0	0	0
4933440M02Rik	1	1	0	0
5031410I06Rik	0	0	0	0
5031414D18Rik	64	46	90	64
5031425E22Rik	172	158	256	133
5031425F14Rik	4	2	0	3
5031426D15Rik	21	60	23	19
5031434C07Rik	0	0	3	3
5031434O11Rik	2	7	4	3
5031439G07Rik	1303	1513	1776	1317
5033403F01Rik	6.1	8.88	6.82	6.47
5033403H07Rik	0	0	0	0
5033404E19Rik	0	0	0	0
5033406O09Rik	6	4	6	3
5033428I22Rik	1	0	1	1
5330411J11Rik	0	0	0	0
5330413P13Rik	0	0	0	0
5330417C22Rik	0	0	1	0
5330426P16Rik	242	247	403	340.77
5330434G04Rik	1	0	0	0
5330439B14Rik	0	0	0	0
5430401F13Rik	0	0	2	0
5430402E10Rik	0	0	0	0
5430402O13Rik	1	4	1	2
5430403N17Rik	0	1	1	3
5430405H02Rik	35.32	40.62	74.09	44.57
5430416N02Rik	44	41	125	65
5430416O09Rik	186	272	235	193
5430419D17Rik	0	0	0	0
5430421F17Rik	0	0	0	0
5430421N21Rik	0	0	0	0
5430425K12Rik	4	7	1	2
5430427M07Rik	0	0	0	0
5430427O19Rik	9	14	9	10
5430428K19Rik	0	0	0	0
5430431A17Rik	3	2	1	3
5430434I15Rik	0	0	0	0
5430437J10Rik	0	0	1	0
5430440P10Rik	0	0	0	0
5530400C23Rik	0	0	0	0
5530401A14Rik	0	0	0	0
5530601H04Rik	48	55	46	45
5730403I07Rik	0	0	1	0
5730405O15Rik	3	10	8	4
5730408K05Rik	7	10	29	14
5730409E04Rik	331	437	498	300
5730412P04Rik	0	0	0	0
5730416F02Rik	0	0	0	0
5730420D15Rik	0	0	0	1
5730422E09Rik	0	0	0	0
5730435O14Rik	0	0	0	0
5730455P16Rik	562	706	662	618
5730457N03Rik	0	0	0	0
5730460C07Rik	0	0	0	0
5730480H06Rik	20	19	15	21
5730488B01Rik	0	0	0	1
5730507C01Rik	49.98	52	46.94	62.98
5730508B09Rik	459	589	770	422
5730522E02Rik	0	0	0	0
5730559C18Rik	3	0	7	5
5830411N06Rik	0	0	0	0
5830415F09Rik	41	62	63	42
5830416I19Rik	1	0	2	1
5830416P10Rik	0	1	3	3
5830417I10Rik	527.34	530.04	644.58	554.37
5830418P13Rik	0	0	0	0
5830428M24Rik	0	1	0	1
5830432E09Rik	1	2	0	2
5830444B04Rik	5	11.61	14.76	12.17
5830454E08Rik	5	4	5	3
5830473C10Rik	0	0	0	0
5930403L14Rik	417	479	509	356
5930412G12Rik	0	2	1	11
5930430L01Rik	58	93	56	55
5930438M14Rik	2	11	1	3
6030407O03Rik	0	0	0	0
6030408B16Rik	318	243	783	378
6030419C18Rik	156	182	251	130
6030440G07Rik	0	0	0	0
6030443J06Rik	10	16	14	15
6030458C11Rik	400	484	463	471
6030466F02Rik	0	0	0	0
6030468B19Rik	0	0	0	0
6030469F06Rik	5	8	2	7
6030471H07Rik	0	0	0	0
6030498E09Rik	0	0	0	0
6230400D17Rik	7	6	6	8
6330403A02Rik	3	5	3	4
6330403K07Rik	5	8	3	4
6330407A03Rik	0	1	0	0
6330408A02Rik	100	85.8	150	96
6330409D20Rik	0	0	1	0
6330410L21Rik	0	0	0	0
6330415B21Rik	0	1	1	0
6330415G19Rik	2.21	0	8.65	4.19
6330416G13Rik	666	743	786	630
6330418K02Rik	12.43	10.29	16.59	14.46
6330549D23Rik	20.73	25.87	16.59	26.49
6430411K18Rik	1.05	1.52	7.68	0.05
6430503K07Rik	0	0	0	0
6430531B16Rik	5	9	7	11
6430548M08Rik	230	278	288	268
6430550D23Rik	24	24	11	26
6430562O15Rik	8.04	5.63	4.84	10.03
6430571L13Rik	201	220	386	254
6430573F11Rik	75	97	55	49
6430584L05Rik	1	1	2	4
6430706D22Rik	1094.95	1234.67	1308.58	1115.7
6430710C18Rik	0	0	0	0
6530402F18Rik	195.7	179.4	217.28	162.72
6530403H02Rik	0	0	0	0
6530411M01Rik	0	0	0	0
6720468P15Rik	0	0	0	0
6720483E21Rik	0	0	1	0
6720489N17Rik	14.45	20.37	7.36	25.66
6820408C15Rik	1	1	1	3
6820431F20Rik	2041.79	2304.57	2341.98	3119.57
7420426K07Rik	0	0	0	0
7420461P10Rik	0	0	0	0
7420700N18Rik	0	0	0	0
7420701I03Rik	0	0	0	0
7530416G11Rik	0	0	0	0
7630403G23Rik	0	0	0	0
8030411F24Rik	0	0	0	0
8030423F21Rik	0	0	0	2
8030423J24Rik	0	0	0	0
8030442B05Rik	0	0	0	0
8030443G20Rik	0	0	0.94	0
8030451O07Rik	0	0	0	0
8030455M16Rik	0	0	0	0
8030462N17Rik	347	372	337	391
8430408G22Rik	474	420	560	375
8430419L09Rik	162	161	228	171
8430422H06Rik	0	0	0	0
8430423G03Rik	1	0	0	3
8430426J06Rik	3	3	2	3
8430429K09Rik	50.14	71	80.24	68.76
8430430B14Rik	0	1	1	0
8430431K14Rik	0	1	0	1
8430436N08Rik	0	0	0	0
8430437L04Rik	0	0	0	0
9030025P20Rik	53.58	37.66	53.16	40.98
9030204H09Rik	0	0	0	0
9030404E10Rik	0	0	0	0
9030612E09Rik	2	2	1	0
9030617O03Rik	444	553	506	456
9030619P08Rik	0	0	0	0
9030624G23Rik	32.02	40	38.06	36.02
9030624J02Rik	1048	1287	1179	1206
9030625G05Rik	0	0	0	0
9130008F23Rik	57	69	108	112
9130011E15Rik	280	347	304	331
9130015A21Rik	0	0	0	0
9130015L21Rik	0	0	0	0
9130019O22Rik	66.27	57.34	79.14	63.37
9130019P16Rik	0	0	0	1
9130023H24Rik	79.08	132.34	109.47	126.03
9130024F11Rik	11	8	17	6
9130204L05Rik	0	0	0	0
9130209A04Rik	0	0	0	0
9130221F21Rik	0	0	0	0
9130221H12Rik	80.13	107.71	110.47	104.66
9130227L01Rik	0	0	0	0
9130230L23Rik	0	2	2	1
9130401M01Rik	368	453	590	381
9130409I23Rik	2	0	4	1
9130409J20Rik	0	0	0	1
9230009I02Rik	0	0	0	0
9230102K24Rik	1	0	0	2
9230102O04Rik	0	0	0	0
9230104L09Rik	0	0	1	0
9230105E05Rik	0	3	0	0
9230110C19Rik	60	75	113	114
9230110F15Rik	0	0	0	0
9230112D13Rik	0	0	0	0
9230112J17Rik	0	0	0	0
9230114K14Rik	65	77	55	59
9230116L04Rik	3.33	1.1	2.12	1.09
9230116N13Rik	3.05	6.15	4.1	2.02
9230117E06Rik	0	0	0	0
9330020H09Rik	32	26	44	24
9330102E08Rik	118	111	131	122
9330111N05Rik	1	0	0	0
9330117O12Rik	0	2	0	0
9330133O14Rik	102	127	203.44	142
9330136K24Rik	9	9	6	8
9330151L19Rik	65.81	84.11	62.82	64.9
9330158H04Rik	0	0	0	0
9330159F19Rik	137	149	173	207
9330159M07Rik	188.32	204.74	148.83	153.16
9330162012Rik	19.6	9.71	5	5.56
9330162B11Rik	0	0	0	0
9330175E14Rik	7	6	2	5
9330175M20Rik	1	2	1	4
9330178D15Rik	0	0	0	0
9330179D12Rik	9	6	19	9
9330182L06Rik	2	1	0	0
9330182O14Rik	0	0	0	0
9330188P03Rik	0	0	0	1
9330199G10Rik	0	0	0	0
9430007A20Rik	0	0	0	0
9430014N10Rik	0	0	0	0
9430015G10Rik	70	88	103	130
9430016H08Rik	493.38	639.6	594.45	423.53
9430018G01Rik	0	0	0	0
9430019J16Rik	0	0	0	0
9430020K01Rik	5317	5499	5799	5583
9430021M05Rik	0	0	0	0
9430037G07Rik	46.81	54.87	52.88	45.84
9430038I01Rik	79	91	108	85
9430041J12Rik	0	0	1	0
9430060I03Rik	3.45	2.28	9.26	1.21
9430065F17Rik	2	1	3	2
9430069I07Rik	1	0	0	0
9430076C15Rik	2	2	6	1
9430078K24Rik	1	4	2	5
9430083A17Rik	2	4	4	2
9430091E24Rik	34.61	47.51	24.51	33.29
9530002B09Rik	0	0	0	0
9530003J23Rik	0	0	0	0
9530014B07Rik	0	0	0	0
9530020I12Rik	0	0	1	2
9530026F06Rik	0	0	0	0
9530026P05Rik	17	13	25	17
9530027J09Rik	3.69	6.57	5.08	5.94
9530036O11Rik	0	0	0	0
9530051G07Rik	0	2	1	1
9530052E02Rik	1.07	1.08	2.32	0
9530053A07Rik	4	0	2	1
9530059O14Rik	0	0	2	0
9530062K07Rik	14	8	11	12
9530068E07Rik	2898	3539	3588	3496
9530077C05Rik	3	5	8	6
9530080O11Rik	2	0	0	1.06
9530082P21Rik	343	370	467	321
9530091C08Rik	4	6	2	2
9630001P10Rik	0	0	0	0
9630013A20Rik	0	0	0	0
9630013K17Rik	1	2	6	2
9630028B13Rik	1	2	0	0
9630028H03Rik	0	0	0	0
9630028I04Rik	0	0	1	1
9830107B12Rik	0	0	0	0
9830132P13Rik	0	0	0	0
9830147E19Rik	44.31	67.91	57.27	55.88
9830166K06Rik	0	0	0	0
9930012K11Rik	24	26	25	24
9930014A18Rik	12.77	6.54	13.76	11.64
9930021J03Rik	609	621	483	725
9930104L06Rik	163	169	257	168
9930111H07Rik	0	0	0	0
9930111J21Rik1	28.07	46.12	44.42	48.42
9930111J21Rik2	6.54	13.14	7.48	20.7
