"",gene_symbol,GSM2668081,GSM2668082,GSM2668083,GSM2668084,GSM2668085,GSM2668086,GSM2668087,GSM2668088,GSM2668089
ENSG00000181029,TRAPPC5,3970.5808,3955.7883,3915.1813,5114.5079,3658.5462,3680.4757,5448.6856,5737.6929,5056.1487
ENSG00000181031,RPH3AL,59.3592,61.7539,79.6688,36.3424,43.3525,30.4486,35.3936,35.2649,36.3989
ENSG00000181035,SLC25A42,361.7964,290.3079,315.6707,268.0182,229.2091,230.1737,107.0687,145.2193,167.7255
ENSG00000181036,FCRL6,1.9948,0,0,1.0024,0.9992,0,1.0003,0,0
ENSG00000181038,METTL23,315.1238,315.5409,279.3565,450.2242,422.8621,496.2751,271.9007,193.5639,325.9852
ENSG00000181045,SLC26A11,609.3821,493.4387,493.4435,278.6866,264.0033,250.5469,210.4958,168.0183,227.0095
ENSG00000181061,HIGD1A,1635.2662,1543.9995,1715.5782,1130.2192,1605.7108,1686.1129,998.4433,824.1398,1221.1608
ENSG00000181072,CHRM2,2.016,0,0,0,0.9988,0.9988,1.0037,1.0019,2.026
ENSG00000181074,OR52N4,0,0,0,0,0,0,0,0,0
ENSG00000181085,MAPK15,250.7625,134.9648,114.3302,302.5166,184.415,104.7461,63.0379,78.0299,78.7004
ENSG00000181090,EHMT1,3185.6793,2848.5791,2004.9101,2754.8219,3202.7945,3431.9052,1564.5837,1334.8722,1733.9072
ENSG00000181092,ADIPOQ,8.8362,6.9378,5.9138,8.5623,4.0069,3.3871,16.6877,37.4338,21.978
ENSG00000181104,F2R,1691.4603,1600.2433,1499.8097,1513.1849,1570.8908,1591.9137,1256.0376,1376.5184,1346.8102
ENSG00000181123,LOC107985579,4.0027,1.0035,2.0875,1.9821,1.0218,1.0036,0,2.1476,6.0588
ENSG00000181126,LOC554223,86.3379,65.6497,102.8287,70.4817,81.5484,72.5189,205.6613,324.6913,194.1477
ENSG00000181135,ZNF707,358.2385,347.4762,296.8357,200.8412,239.5022,235.4459,315.2818,245.833,337.9023
ENSG00000181143,MUC16,170.342,145.434,196.6902,60.3616,60.8981,72.8416,11.0582,13.0304,10.0053
ENSG00000181163,NPM1,12500.2162,11576.2596,11208.8537,12913.2956,17120.9526,20445.8101,13981.9394,11472.0723,15957.8566
ENSG00000181171,FER1L6-AS1,0,0,0,0,0,0,0,1.0017,0
ENSG00000181191,PJA1,1082.934,764.5188,627.6738,1184.2898,1277.5665,1239.6039,682.5633,473.8492,674.2808
ENSG00000181192,DHTKD1,475.1845,354.7327,331.653,743.3898,873.9545,898.9692,1285.2663,1637.8501,1310.6425
ENSG00000181195,PENK,0,0,0,0,0,0,0,0,0
ENSG00000181211,HECW1-IT1,0,0,0,0,0,0,0,0,0
ENSG00000181215,C4orf50,0,0,0.9932,0,0,0,0,0,0
ENSG00000181218,HIST3H2A,256.2436,233.1204,285.8271,309.905,192.4337,189.5109,206.0076,158.6278,193.9924
ENSG00000181220,ZNF746,1382.6727,1246.3269,1039.0001,1144.6051,1370.4388,1440.602,886.3453,587.2072,883.356
ENSG00000181222,POLR2A,11891.695,10151.5656,8301.5496,5591.4243,9878.2568,10532.2656,5025.49,4379.2738,5544.8947
ENSG00000181234,TMEM132C,0,0,0,1.0061,0,0,0,0,0
ENSG00000181240,SLC25A41,9.0176,13.1975,18.1671,15.9921,16.4315,14.2274,18.0513,48.9279,28.3821
ENSG00000181264,TMEM136,96.5866,90.5022,81.4169,123.0089,98.7558,91.0864,83.6986,130.8054,111.9909
ENSG00000181273,OR5AK2,0,0,0,0,0,0,0,0,0
ENSG00000181274,FRAT2,176.0799,132.7153,115.6813,317.8747,254.6318,254.4605,235.7145,167.2609,269.0326
ENSG00000181284,TMEM102,2449.1589,2158.2819,2002.4832,2214.542,2023.3608,2007.9631,1949.5002,1751.8522,1986.9758
ENSG00000181291,TMEM132E,0,0,0,2.0116,1.0038,0,0,0,0
ENSG00000181315,ZNF322,212.5155,200.2805,170.7979,155.9111,199.7889,182.0087,71.7499,69.606,117.582
ENSG00000181322,NME9,13.0068,20.9778,20.0307,13.0093,20.0657,6.9957,31.3554,31.1785,30.6678
ENSG00000181323,SPEM1,0,0,1.0079,0,0,0,0.9965,0.9983,0
ENSG00000181333,HEPHL1,2443.5145,1491.4682,908.6906,1033.4903,1610.7013,1085.6878,241.3571,204.582,457.2399
ENSG00000181350,LRRC75A,11.9225,17.8831,12.3046,37.7199,26.1462,17.1429,16.858,26.4909,18.5497
ENSG00000181355,OFCC1,0,0,0,0,2.0236,0,0,0,0
ENSG00000181358,CTAGE10P,0,0,0,0,0,0,0,0,0
ENSG00000181371,OR5M8,0,0,0,0,0,0,0,0,0
ENSG00000181374,CCL13,0,0,0,0,0,0,0,0,0
ENSG00000181378,CFAP65,5.0084,10.9773,10.9787,0,1.9963,4.9916,7.0292,15.0411,4.0021
ENSG00000181381,DDX60L,317.2958,297.6184,293.9322,122.4341,201.3766,188.872,77.8967,72.5085,106.5132
ENSG00000181392,SYNE4,314.8135,250.326,308.6181,384.172,185.2667,123.1278,320.0881,378.3973,371.9197
ENSG00000181395,OR5AL1,0,0,0,0,0,0,0,0,0
ENSG00000181396,OGFOD3,2141.6173,2000.2473,1787.4896,2003.0657,1899.8524,2125.5486,1922.307,1750.7449,1892.5481
ENSG00000181404,WASHC1,568.9448,560.9094,538.4175,735.2205,633.8601,610.1944,865.5721,975.8514,829.9825
ENSG00000181408,UTS2R,0.9992,0,0,2.9974,0,0,0,0,2.0005
ENSG00000181409,AATK,135.6178,138.6795,108.5636,177.5741,134.8452,139.828,67.3982,64.0054,70.0243
ENSG00000181418,DDN,38.0802,36.2133,14.355,72.4382,70.3975,66.0685,32.157,25.7224,33.9878
ENSG00000181433,SAGE1,0,0,0,0,0,0,0,0,0
ENSG00000181444,ZNF467,170.1262,109.9587,98.7642,848.2261,337.7134,180.8823,31.0825,31.0214,44.0163
ENSG00000181449,SOX2,1.0009,1.9959,0.9964,1.0037,0.9988,0.9988,2.0072,1.0018,0
ENSG00000181450,ZNF678,33.0229,38.8797,14.3278,21.9525,36.9497,28.9599,41.2963,42.0937,37.033
ENSG00000181458,TMEM45A,1019.3215,936.1527,917.6109,429.9818,586.5181,658.616,378.9961,414.1974,416.1457
ENSG00000181467,RAP2B,4238.8925,3292.9458,2221.1755,3024.2605,4061.9667,3823.918,1463.6935,1119.8723,1587.0059
ENSG00000181472,ZBTB2,238.2982,240.3614,149.2781,200.9348,259.6061,402.3843,209.907,134.2952,219.101
ENSG00000181481,RNF135,545.0369,460.6319,425.3239,616.3397,486.6477,435.0417,362.9311,420.5757,431.061
ENSG00000181499,OR6T1,0,0,0,0,0,0,0.9977,0,0
ENSG00000181513,ACBD4,394.9683,317.7292,287.235,522.7119,333.669,314.0863,310.6446,334.4015,328.5879
ENSG00000181518,OR8D4,0,0,0,0,0,0,0,0,0
ENSG00000181523,SGSH,1463.5543,1277.6175,1038.178,1222.1377,1024.5062,922.1601,703.972,742.4268,840.1091
ENSG00000181541,MAB21L2,1.0011,1.9953,2.9873,2.0084,0.9986,1.9973,2.0079,10.0202,5.0022
ENSG00000181544,FANCB,6.0054,8.9768,3.9836,9.0396,16.9749,23.9642,14.0544,9.0195,23.0032
ENSG00000181552,EDDM3B,0,0,0,0,0,0,0,0,0
ENSG00000181555,SETD2,982.1683,933.0318,784.1085,611.9,923.0551,1010.7973,609.6894,533.3338,629.3376
ENSG00000181562,EDDM3A,0,0,0,0.9939,0,0,0,0,0
ENSG00000181577,C6orf223,0,3.0054,2.0012,4.0167,1.9969,6.9972,6.9885,5.0101,2.0005
ENSG00000181585,TMIE,7.0014,9.9921,13.9844,11.0195,6.996,3.9981,5.0101,9.0095,11.0038
ENSG00000181588,MEX3D,2761.0422,2512.9647,1850.0415,2474.4045,2762.172,3093.7468,1552.1427,971.9601,1556.6911
ENSG00000181609,OR52D1,0,0,0,0,0,0,0,0,0
ENSG00000181610,MRPS23,1214.18,1097.6133,1152.1358,976.2864,1228.0338,1383.1654,1209.522,1159.1802,1356.1295
ENSG00000181616,OR52H1,0,0,0,0,0,0,0,0,0
ENSG00000181617,FDCSP,0,0,0,0,0,0,0,0,0
ENSG00000181619,GPR135,33.0476,25.9377,21.8895,20.0955,23.961,20.9684,21.1054,25.0635,20.0091
ENSG00000181625,SLX1B,191.6163,69.0831,138.5456,73.5095,110.8753,165.6618,62.9367,127.111,109.8744
ENSG00000181626,ANKRD62,2.2841,5.2131,2.0403,6.3331,5.3215,5.153,6.3162,9.6728,4.6655
ENSG00000181631,P2RY13,0,0,0,0,0.9986,0.9986,0,0,4.0018
ENSG00000181634,TNFSF15,72.0191,95.829,153.7198,17.3318,31.8446,36.5664,45.8336,90.7521,67.4472
ENSG00000181638,ZFP41,648.4658,552.8216,460.7324,419.8858,457.3033,532.0697,527.7543,457.2918,531.7541
ENSG00000181649,PHLDA2,3921.5064,2946.587,2817.6303,4907.8854,3762.401,3846.6849,6405.0048,5545.3641,6041.6794
ENSG00000181652,ATG9B,122.3187,144.4371,150.3275,66.1521,54.9069,77.5421,50.2848,49.8178,49.3386
ENSG00000181656,GPR88,1.0014,0,0,0,0,0.9983,0,0,1.0005
ENSG00000181666,HKR1,560.4555,556.9056,545.5057,456.3848,484.6605,502.1476,352.852,425.927,388.6192
ENSG00000181690,PLAG1,20.0308,19.0066,20.9284,11.076,22.3863,14.9649,16.2811,10.0346,14.0168
ENSG00000181693,OR8H1,0,0,0,0,0,0,0,0,0
ENSG00000181698,OR5T1,0,0,0,0,0,0,0,0,0
ENSG00000181704,YIPF6,559.5214,493.0172,539.3005,413.9204,521.6154,530.2585,546.9352,670.2342,597.0831
ENSG00000181718,OR5T2,0,0,0,0,0,0,0,0,0
ENSG00000181722,ZBTB20,232.4518,270.404,315.1095,113.7566,132.8576,141.4703,235.9674,330.147,262.1712
ENSG00000181733,OR2Z1,0,0,0,0,0,0,0,0,0
ENSG00000181744,C3orf58,351.2997,308.1823,211.7697,291.2678,435.528,421.3633,128.6307,135.3412,183.0916
ENSG00000181751,C5orf30,227.1478,182.5767,152.3823,147.6448,205.7751,209.7725,107.4006,91.1859,131.0561
ENSG00000181752,OR8K5,0,0,0,0,0,0,0,0,0
ENSG00000181754,AMIGO1,23.035,21.9299,38.7487,10.0361,3.992,15.9731,32.1711,46.1292,32.0166
ENSG00000181761,OR8H3,0,0,0,0,0,0,0,0,0
ENSG00000181767,OR8H2,0,0,0,0,0,0,0,0,0
ENSG00000181773,GPR3,61.0343,29.957,33.9185,71.1974,87.9204,114.9033,117.3305,108.1573,144.0557
ENSG00000181778,TMEM252,0,0,0,0,0,0,0,0,0
ENSG00000181781,ODF3L2,1.9987,3.0022,0,3.9977,3.0006,1.0004,0,2.0002,2.9964
ENSG00000181785,OR5AS1,0,0,0,0,0,0,0,0.9982,0
ENSG00000181786,ACTL9,0,0,0,0,0,0,0,0,0
ENSG00000181788,SIAH2,578.9851,471.5331,462.7209,811.5607,823.8142,852.298,480.9141,375.3487,514.8879
ENSG00000181789,COPG1,8656.0851,6907.8508,6139.8274,6926.2535,7596.2437,7893.7796,5254.1749,4218.8279,5723.5735
ENSG00000181790,ADGRB1,347.5756,475.5521,311.5069,43.1783,101.799,188.6756,13.0438,14.0355,10.0051
ENSG00000181798,LINC00471,7.3844,12.4685,13.2359,20.6732,21.0861,23.6071,26.1578,45.2997,26.8867
ENSG00000181800,CELF2-AS1,0,0.998,0,0,0,0,0,0,0
ENSG00000181803,OR6S1,0,0,0,0,0,0,0,0,0
ENSG00000181804,SLC9A9,142.1635,137.6636,93.5753,234.7196,209.8085,177.7303,25.003,25.9986,23.0052
ENSG00000181817,LSM10,817.3358,764.1789,859.4772,867.2135,875.322,1090.3561,1322.594,1253.5517,1265.8388
ENSG00000181826,RELL1,146.8836,110.1057,67.159,91.8129,154.8959,167.9649,66.9915,50.8918,89.021
ENSG00000181827,RFX7,459.943,371.44,301.5496,206.5119,397.1016,440.9618,138.8965,154.5035,181.1022
ENSG00000181830,SLC35C1,3747.9424,3477.3776,3155.9193,1648.9087,1994.751,2383.0691,2273.6134,2037.1435,2600.1939
ENSG00000181847,TIGIT,0,0,0,0,0,0,1.0043,0,0
ENSG00000181852,RNF41,1277.5666,1084.6783,919.1502,1080.8935,1143.9511,1137.075,841.1857,939.3668,932.1987
ENSG00000181856,SLC2A4,10.0135,7.273,7.0712,11.1263,11.492,5.386,28.1443,42.5378,15.137
ENSG00000181867,FTMT,0,0,0,0,0,0,0,0,0
ENSG00000181873,IBA57,423.9997,425.0416,404.2808,325.9842,395.3299,479.3348,824.9128,799.3734,789.8021
ENSG00000181885,CLDN7,1425.2385,993.9514,1067.0203,1980.8056,931.9063,936.2126,1656.9271,1686.3514,1869.3846
ENSG00000181894,ZNF329,352.0217,280.9409,285.3938,211.4903,250.534,218.2675,116.4985,147.153,175.6128
ENSG00000181896,ZNF101,332.2959,252.6491,262.5685,181.9082,215.7607,283.1021,318.194,490.2163,362.456
ENSG00000181903,OR4C6,0,0,0,0,0,0,0,0,0
ENSG00000181904,C5orf24,824.7101,632.2449,564.5026,313.5432,495.6711,508.3845,432.1561,437.6043,523.7424
ENSG00000181908,LOC100996455,1.0247,5.3122,9.0552,0,3.3872,7.2604,7.305,10.3175,4.1181
ENSG00000181915,ADO,668.9788,586.2222,434.5713,544.8505,648.892,732.7219,277.3273,209.3795,293.0479
ENSG00000181924,COA4,1375.5154,1231.707,1233.3336,1558.1723,1531.4344,1724.8554,1645.6262,1488.9234,1771.1972
ENSG00000181927,OR4P4,0,0,0,0,0,0,0,0,0
ENSG00000181929,PRKAG1,1226.4586,1114.4882,1089.785,1341.6954,1358.4882,1396.6759,1452.4607,1455.4841,1563.7468
ENSG00000181938,GINS3,209.5391,155.8308,172.1615,110.5137,213.6844,311.1811,191.5038,216.1206,213.8805
ENSG00000181939,OR4C15,0,0,0,0,0,0,0,0,0
ENSG00000181958,OR4A15,0,0,0,0,0,0,0,0,0
ENSG00000181961,OR4A16,0,0,0,0,0,0,0,0,0
ENSG00000181963,OR52K2,0,0,0,0,0,0,0,0,0
ENSG00000181965,NEUROG1,0,0,0,0,0,0,0,0,0
ENSG00000181982,CCDC149,376.277,324.5947,307.1782,287.4634,239.864,204.9795,255.0937,303.4393,303.1272
ENSG00000181984,GOLGA8EP,5.0102,0,0,0,0,0,0,0,0
ENSG00000181991,MRPS11,1523.508,1289.1893,1335.4046,1302.2653,1294.5522,1589.1795,2004.2662,2004.0344,1929.4634
ENSG00000181995,LINC00301,0,0,0,0,0,0,0,0,0
ENSG00000182004,SNRPE,643.5687,530.6286,704.1745,804.9735,982.3271,1189.8959,1116.6377,1136.0085,1372.3539
ENSG00000182010,RTKN2,158.7566,113.6276,102.1543,119.4176,169.2483,169.4095,149.1276,165.3805,177.8034
ENSG00000182013,PNMAL1,887.8921,919.8764,815.8185,217.6007,285.602,382.3574,253.6697,270.9885,299.9812
ENSG00000182022,CHST15,2033.4467,1847.8914,1794.7044,1159.865,1436.249,1576.9066,1351.0312,1265.3272,1539.7756
ENSG00000182035,ADIG,0,0,1.0137,0,0,0,0,0,0
ENSG00000182040,USH1G,39.0435,36.8897,24.8631,223.1536,106.82,58.8986,8.038,5.0121,3.0014
ENSG00000182048,TRPC2,0,0,0,0,0,1.0011,0,0,0
ENSG00000182050,MGAT4C,5.7179,6.021,5.2646,3.87,2.1398,4.8419,6.7474,16.4032,6.1903
ENSG00000182053,TRIM49B,3.2028,3.0004,2.4724,3.0087,1.4738,0,4.2028,0,0
ENSG00000182054,IDH2,876.872,631.5026,586.8949,2859.3913,2294.2097,1946.6539,1397.7962,1279.6942,1532.5033
ENSG00000182057,OGFRP1,95.655,59.452,58.7313,60.4636,57.1603,83.3139,63.7933,33.97,62.9291
ENSG00000182070,OR52A1,0,0,0,0,0,0,0,0,0
ENSG00000182077,PTCHD3,0,0,0.4997,0,0,0,0,0,0
ENSG00000182083,OR6B2,0,0,0,0,0,0,0,0,0
ENSG00000182087,TMEM259,14228.9902,12466.2629,11381.3988,14832.4091,12373.8412,12361.0247,13982.1178,13185.547,13882.9225
ENSG00000182093,WRB,364.9756,290.0351,261.8183,311.567,417.5248,365.643,155.5571,114.9919,189.8297
ENSG00000182095,TNRC18,10668.8464,9296.5579,7278.1182,7799.2156,9737.6605,10100.2052,5632.0656,4450.993,5892.2573
ENSG00000182103,FAM181B,35.1778,27.9108,26.8413,30.1653,16.9696,17.0145,35.3365,34.152,63.031
ENSG00000182107,TMEM30B,872.8666,587.0493,511.6302,452.2235,654.2247,648.4322,373.1034,203.5059,388.6538
ENSG00000182108,DEXI,2137.7996,2041.7722,1957.977,2223.2496,1783.909,1993.012,2037.0743,1606.3059,1981.7965
ENSG00000182111,ZNF716,12.1202,7.7298,8.8613,9.691,8.7715,10.3798,28.0898,41.6196,18.1682
ENSG00000182117,NOP10,2233.7757,1969.4354,1953.5117,2253.5317,2201.1234,2321.0572,1954.5871,1807.6337,2085.5626
ENSG00000182118,FAM89A,247.873,205.1098,170.1744,322.0764,280.9889,244.0333,148.103,118.0473,190.0511
ENSG00000182132,KCNIP1,0,0,0,0,0,0,1.0021,0,0
ENSG00000182134,TDRKH,167.5398,105.3804,86.7947,196.6382,197.8463,175.7969,84.7184,59.4635,120.6579
ENSG00000182141,ZNF708,93.4886,63.0061,61.9744,27.6986,47.7476,40.342,45.7091,44.3457,46.8055
ENSG00000182149,IST1,2477.8041,2319.9831,2022.1019,1918.3316,2080.9234,2404.7312,1243.3426,1112.6194,1404.0106
ENSG00000182150,ERCC6L2,160.0325,145.5279,122.0629,114.0238,164.632,181.3972,104.4188,93.5319,95.1657
ENSG00000182154,MRPL41,4292.4679,3944.6776,3884.9589,5386.99,4366.3894,4683.7295,6853.9668,7256.7609,6711.3991
ENSG00000182156,ENPP7,0,0,0,0,0,0,0,0,0
ENSG00000182158,CREB3L2,1417.55,1188.4918,1044.5053,912.3815,1461.3891,1386.6493,723.8544,620.1414,891.8968
ENSG00000182162,P2RY8,7.0114,5.9801,10.9326,5.0965,10.9796,5.9886,7.0362,18.0851,14.007
ENSG00000182165,TP53TG1,457.9624,497.9362,562.1821,550.3202,461.8892,431.289,336.2434,408.805,363.9363
ENSG00000182168,UNC5C,398.7549,350.5907,309.627,180.1818,265.4448,377.1417,164.0483,181.5746,191.1066
ENSG00000182170,MRGPRG,0,0,0,0,0,0,0,0,0
ENSG00000182173,TSEN54,865.381,731.5023,705.3195,1545.8454,1282.0816,1500.1599,1282.4152,1233.8801,1384.1445
ENSG00000182175,RGMA,102.2366,80.6719,109.0089,149.1068,164.8832,110.704,85.5814,102.6779,93.4816
ENSG00000182177,ASB18,5.6154,9.3422,6.4896,5.4053,5.3875,8.6689,25.8179,46.8968,20.9015
ENSG00000182179,UBA7,552.2576,635.207,533.0143,761.5477,657.421,548.5906,306.6164,273.0571,302.0347
ENSG00000182180,MRPS16,2533.939,2088.2621,2102.1097,3115.4994,3161.4346,3314.3186,2862.7125,2764.0656,3125.3823
ENSG00000182183,FAM159A,82.3206,95.6643,111.9352,82.063,173.68,331.8166,421.3837,711.9284,429.7888
ENSG00000182185,RAD51B,59.8334,53.8322,51.9226,73.9391,100.1812,76.096,48.4832,40.34,43.8216
ENSG00000182187,CRYGB,0,0,2.0366,0,1.0054,0,0,0,0
ENSG00000182195,LDOC1,3227.6805,3030.5712,2900.1902,1615.7404,2271.5666,2201.0278,1721.5651,1382.6043,1863.4131
ENSG00000182196,ARL6IP4,6285.5076,5766.9028,5785.7046,8429.3667,6896.5837,7173.2845,16710.0136,19057.8073,15199.9654
ENSG00000182197,EXT1,3264.195,3051.0697,2494.3862,2210.0764,3154.9694,3500.0247,2730.7903,2447.6958,3146.8245
ENSG00000182199,SHMT2,3579.6776,3067.6753,2643.0623,7034.4378,6111.5255,6729.2392,6569.0697,5395.2038,6853.4825
ENSG00000182208,MOB2,1972.8002,2052.5051,2023.3495,2118.86,1760.5491,1883.8476,2935.0206,2776.5221,2755.6862
ENSG00000182218,HHIPL1,113.2133,123.5333,118.6106,102.6783,74.8475,40.9216,51.2899,41.1195,75.2353
ENSG00000182220,ATP6AP2,2655.7282,2276.5912,1855.2435,1639.1325,1929.2525,1865.4797,774.53,800.5684,871.5004
ENSG00000182223,ZAR1,0,0,0,0,0,1.0002,0,0,0
ENSG00000182224,CYB5D1,409.9831,377.3901,297.1061,177.8417,304.1545,381.1714,203.9558,168.3912,239.1255
ENSG00000182230,FAM153B,26.2871,24.9523,27.6521,18.169,17.3065,8.282,21.127,34.6043,21.4955
ENSG00000182240,BACE2,5273.1914,4877.4125,4288.4863,3758.9303,4257.4292,4620.3087,2835.3848,2520.1681,3091.0851
ENSG00000182247,UBE2E2,838.6701,648.8692,566.4562,632.0491,776.4145,724.535,288.9256,235.962,357.0868
ENSG00000182253,SYNM,148.0549,134.4525,115.1185,138.3692,163.6332,262.3863,215.2813,168.4822,320.1723
ENSG00000182255,KCNA4,3.0049,0.9967,1.9878,0,5.9889,2.9943,3.0001,3.0078,2.001
ENSG00000182256,GABRG3,3.1125,7.3334,4.2357,3.246,2.1695,4.1727,5.7027,22.2048,12.3406
ENSG00000182257,PRR34,32.7014,26.0898,31.6566,20.759,17.0165,22.8695,31.0041,37.9893,21.4333
ENSG00000182261,NLRP10,23.3242,11.333,9.9874,7.6916,9.6715,13.3565,7.0156,4.0068,8.9906
ENSG00000182263,FIGN,68.1306,75.6731,73.4481,70.509,98.8142,108.742,63.4041,60.1938,78.0438
ENSG00000182264,IZUMO1,40.1954,38.3117,45.1195,21.8445,18.1941,16.9987,51.7994,62.9715,59.1117
ENSG00000182271,TMIGD1,0,0,0,0,0,0,0,0,0
ENSG00000182272,B4GALNT4,1193.8565,1082.2692,800.4354,2067.1433,1662.8939,1528.7413,691.101,651.2738,684.0965
ENSG00000182287,AP1S2,167.3316,146.8519,135.6123,70.1173,88.9202,134.9587,60.5281,59.1105,77.0323
ENSG00000182307,C8orf33,1214.65,1024.0188,1006.7341,1189.1238,1352.5667,1529.5122,1210.0167,1291.2101,1351.0194
ENSG00000182308,DCAF4L1,4.0846,6.0923,11.2079,5.1745,12.2073,8.1838,8.376,12.3752,6.1282
ENSG00000182310,SPACA6,398.5285,362.4703,338.8069,529.5108,511.3154,425.4387,447.2116,573.7599,478.5821
ENSG00000182315,MBD3L3,4.9504,7.1167,11.3401,5.1775,2.0436,1.7518,0,0,0
ENSG00000182318,ZSCAN22,216.9562,159.8647,145.9417,141.8557,204.1683,210.6281,138.5312,175.6823,174.5207
ENSG00000182324,KCNJ14,140.5976,143.3204,137.3455,216.2307,158.2872,142.2184,289.9469,396.4218,265.5929
ENSG00000182325,FBXL6,2795.3562,2449.0602,2124.3377,2100.0315,2333.1067,2639.878,2519.6134,2076.0899,2756.0371
ENSG00000182326,C1S,530.3635,475.2477,392.964,291.9688,242.2717,259.2437,58.2047,60.8861,71.7064
ENSG00000182327,GLTPD2,35.9244,21.0695,21.1488,65.7021,37.0548,33.0609,13.9578,11.9827,22.0021
ENSG00000182329,KIAA2012,13.1961,8.9798,17.9093,8.7656,17.7183,18.5473,25.9043,41.6946,20.449
ENSG00000182330,PRAMEF8,2.3322,1.5925,1.9976,0,0,0,0,0,2.0007
ENSG00000182333,LIPF,0,0,0,0,0,0,0,0,0
ENSG00000182334,OR5P3,0,0.3348,0,0,0,0,0,0.998,0
ENSG00000182346,DAOA,0.9976,2.0077,1.0081,1.9895,2.0035,2.0043,0.9964,0.9982,3.0001
ENSG00000182348,ZNF804B,0,0,0,0,0,0,0,0,1.0005
ENSG00000182359,KBTBD3,37.0442,26.3493,29.2508,31.3117,29.2227,35.3119,18.1387,21.0149,29.0365
ENSG00000182362,YBEY,258.9601,255.0088,287.1678,270.3729,243.0004,236.0313,362.4782,324.2846,292.5234
ENSG00000182366,FAM87A,22.144,44.5633,37.6517,14.909,25.1897,19.5532,2.9973,2.0508,6.0025
ENSG00000182372,CLN8,63.979,76.6718,106.6116,152.4873,54.5472,153.6675,108.9451,132.3829,171.7948
ENSG00000182376,LOC339059,18.566,8.2091,10.1902,8.0621,8.9595,11.0086,12.0133,15.0646,9.7706
ENSG00000182378,PLCXD1,298.158,265.203,259.516,509.4857,476.195,458.5107,673.0727,964.7769,775.2729
ENSG00000182379,NXPH4,42.0071,52.9749,47.9515,62.0862,72.9587,107.9521,109.2135,76.081,87.0296
ENSG00000182389,CACNB4,18.4206,19.7763,25.9628,19.435,17.2679,21.245,50.5225,108.3534,35.2972
ENSG00000182393,IFNL1,0.9968,0,3.033,4.9623,1.0025,0,0,0,0
ENSG00000182397,DNM1P46,2.0123,7.0549,9.6852,12.844,10.2854,8.3835,11.576,19.2531,12.384
ENSG00000182400,TRAPPC6B,423.4388,417.8403,344.4146,298.657,354.9232,339.189,251.1394,298.3838,318.0962
ENSG00000182405,PGBD4,83.0851,69.1596,102.7621,66.6454,98.0343,95.4399,114.2044,174.9243,125.2269
ENSG00000182415,CDY2A,0,0,0,0.9885,0,0,0,0,2.9635
ENSG00000182446,NPLOC4,8429.8605,7555.0993,6756.0505,5276.009,6275.4489,6910.6837,5767.7717,5533.0137,6122.1099
ENSG00000182447,OTOL1,2.9983,1.0005,2.0031,0,1.0001,1.0003,0,0,1.0003
ENSG00000182450,KCNK4,0.9976,6.9975,0.9994,2.4278,3.9986,5.0102,1.0001,0,0
ENSG00000182459,TEX19,0,0.9989,0,1.0022,0,0.9994,0,4.0049,2.0007
ENSG00000182463,TSHZ2,600.0581,542.219,452.2144,1563.5592,1215.4099,1009.6886,1107.1453,1506.0749,890.3855
ENSG00000182472,CAPN12,356.3032,317.6772,220.7546,195.864,250.9608,199.6129,60.112,75.7781,65.2643
ENSG00000182473,EXOC7,5807.1897,4818.7995,3726.782,4186.13,4552.9652,4641.163,1916.2415,1885.4036,2013.8843
ENSG00000182481,KPNA2,2416.0577,2180.2389,2402.1468,1849.5866,3768.4821,4706.8382,2919.7698,2327.5564,3430.7981
ENSG00000182487,NCF1B,5.294,3.9158,3.2245,47.9477,15.1474,9.8075,18.4471,21.1674,0
ENSG00000182489,XKRX,16.0164,3.992,5.9737,12.0447,11.985,9.9896,2.0081,5.008,9.0039
ENSG00000182492,BGN,97.9764,54.8968,71.6667,73.4481,115.8904,98.8906,197.5982,174.2679,164.0661
ENSG00000182504,CEP97,209.6452,155.557,167.3307,149.7506,167.5839,203.8464,162.9398,171.4101,183.7837
ENSG00000182508,LHFPL1,1,0.9996,3.0025,0,0,3.0003,0,0,1.0003
ENSG00000182511,FES,27.998,27.0242,46.0844,28.02,19.972,20.9962,22.0823,37.0599,44.0129
ENSG00000182512,GLRX5,1005.5739,1023.0285,907.5071,1220.8619,1226.73,1467.8011,1279.2322,1085.6124,1563.4627
ENSG00000182518,FAM104B,114.7598,108.4581,107.8411,88.4345,138.32,147.3878,114.3427,104.7628,124.9618
ENSG00000182521,TBPL2,4.4259,7.9125,7.7564,9.2864,7.3426,7.8329,7.5416,8.7606,7.4425
ENSG00000182533,CAV3,0,0,0,0,1.0006,0,0,1.9994,2.0004
ENSG00000182534,MXRA7,5289.372,5029.5542,4503.5503,3214.7437,3693.8255,3730.8968,3095.4081,2951.8528,3462.1177
ENSG00000182541,LIMK2,9597.8572,9423.9051,8354.5179,6104.2341,5890.9839,6935.4757,4282.224,3696.2475,4770.2911
ENSG00000182544,MFSD5,1337.0821,1339.2431,1260.1007,1099.438,1121.6094,1401.5144,1148,1152.1049,1267.4225
ENSG00000182545,RNASE10,69.2262,45.6723,50.3688,47.584,31.6506,45.5834,37.2989,42.3824,26.7313
ENSG00000182551,ADI1,1151.8562,1156.49,1155.4181,1047.2789,1000.7143,1172.5522,1467.1574,1292.7969,1559.914
