	Pro_1	Pro_2	Pro_3	Sen_1	Sen_2	Sen_3
NM_199351	1	1	1	2	0	0
NM_001267809	0	18.66	0	0	0	0
NM_004515	2074	2083.34	1551	2669	2253	2228
NM_001137673	789.35	896.28	709.99	827.5	611.83	540.82
NM_004516	788.15	922.32	532.25	706.58	794.85	642.63
NM_012218	827.6	885.74	549.48	748.32	738.45	644.11
NM_017620	824.66	872.92	652.28	821.99	629.87	579.29
NM_153464	44.23	69.74	0	220.61	0	19.16
NR_024333	60	71	53	63	69	59
NM_001014794	2996.23	3830.94	2470.21	1827.09	1886.57	1751.4
NM_001014795	147.72	207.63	104.81	217.35	140.7	148.02
NM_001278441	0	0	0	0	11.46	0
NM_001278442	147.94	76.73	98.48	33.7	154.89	15.89
NM_004517	2197.11	2233.7	1590.5	1708.86	1276.38	1340.69
NM_030768	303	261	234	265	258	193
NM_006844	958	954	654	393	419	338
NM_001304274	30.5	32.54	30.1	24.38	23.11	18.75
NM_144981	0	0	0	0	0	0
NM_001244606	44	41	33.83	30.77	26.93	23.03
NM_032549	0	0	4.17	9.23	4.07	11.97
NM_001100169	410.48	492.05	189.96	505.73	353.12	362.26
NM_001100170	1116.68	850.24	895.92	1128.72	948.76	884.79
NM_006839	57.84	283.71	91.12	148.55	324.12	223.96
NM_018285	429	481	353	1046	743	634
NM_033416	385	466	285	728	705	503
NM_001144878	13.33	11.99	0	33.43	37.92	21.75
NM_001144879	0	0	0	32.37	0	65.3
NM_005536	314.67	358.01	248	399.2	470.08	337.95
NM_014214	188	219	145	8	6	5
NM_018439	1082	1105	783	525	533	467
NM_017813	2597	2891	2027	5219	4410	4397
NM_000883	37.05	69.04	0	46.26	0	83.74
NM_001102605	65.17	0	15.18	0	0	0
NM_001142573	1253.05	1434.98	931.13	2141.9	1862.62	1737.88
NM_001142574	0	0	0	0	0	0
NM_001142575	151.44	0	0	44.3	157.38	44
NM_001142576	0	0	0	0	0	0
NM_001304521	0	0	0	0	47.04	19.03
NM_183243	212.05	224.52	167.32	257.86	97.45	98.77
NM_000884	1738	1803	1305	1798	1464	1406
NM_001282368	1	3	4	0	0	1
NM_001563	0	0	0	0	0	0
NM_016247	6	8.04	5.03	5	4	1
NM_032727	47	41	29	78	80	46
NM_176877	85	104	62	13	13	14
NM_178511	176.12	182.35	95.91	256.26	212.61	224.81
NR_037675	17.88	5.65	8.09	20.74	15.39	17.19
NM_001301268	509	609	429	663	510	454
NM_001167985	0	0	0	0	7	0
NM_001167986	0	0	0	0	0	0
NM_001167987	18	13	8	10	0	7
NM_213726	0	0	0	0	0	0
NM_001040694	140.85	302.61	104.48	159.8	62.43	80.97
NM_020238	153.15	49.39	150.52	104.2	152.57	106.03
NR_024616	14	10	7	18	6	11
NR_002725	0	0	0	0	0	0
NM_001031714	1120.22	1178.32	919.85	1301.87	987.32	1159.89
NM_022489	940.41	971.41	548.89	298.17	314.71	170.03
NM_032714	187.36	231.28	169.26	784.96	784.97	656.07
NM_001267728	87.53	70.96	54.19	116.33	114.42	123.56
NM_005537	33.23	33.66	33.66	27.54	21.41	12.24
NM_198217	16.18	8.09	8.09	0	8.09	8.09
NM_198218	0	18.32	0	0	0	0
NM_198219	87.06	83.98	69.06	174.13	129.07	144.11
NM_001291959	29.06	55.66	15.64	14.09	5.09	20.14
NM_001564	164.94	125.34	100.36	166.91	169.91	163.86
NM_019071	88.02	105.51	86.6	53.61	59.54	40.87
NM_198267	55.98	68.49	19.4	11.39	16.46	12.13
NM_001127582	122.79	117.21	83.9	9.46	30.92	80.72
NM_001127583	13.27	27.42	0	0	0	0
NM_001127584	0	0	0	46.96	39.31	0
NM_001127585	0	0	0	7.7	0	14
NM_001127586	0	0	0	0	32.73	0
NM_016162	62.95	68.37	107.1	113.89	70.04	68.27
NM_032329	191	180	133	210	184	157
NR_002226	0	0	0	1	2	0
NM_002191	6	3	2	3	0	1
NM_002192	1307	1793	995	20378	19196	20203
NR_027118	0	1.19	0	5.29	5.06	6.13
NR_027119	6	6.81	2	13.71	17.94	2.87
NM_002193	14	7	5	0	2	0
NM_005538	0	1	0	0	0	0
NM_031479	170	147	107	6	34	36
NM_021218	59	83	65	125	91	87
NM_001199219	19.66	0	22.53	0	0	0
NM_006774	461.34	433	314.46	508	275	362
NR_037598	0	0	12.67	0	0	0
NM_017553	609	683.98	439.83	481	460.97	244.38
NR_104038	0	27.02	29.17	0	0.03	174.62
NM_031288	152.32	123.14	115.12	206.26	279.93	189.57
NR_037849	23.81	80.53	23.76	135.83	0.12	180.23
NM_001098817	9.06	10.13	9.89	12.22	13.49	8.49
NM_001308064	0	0	0	0	4.11	0
NM_194281	93.94	117.87	84.11	140.78	123.4	131.51
NM_017759	265	296	173	263	252	241
NM_001304562	57.61	89.31	75.45	96.43	153.63	89.18
NM_001304563	0	21.5	14.17	62.26	21.34	47.57
NM_173618	266.02	215.14	142.85	429.46	411.61	396.24
NR_130786	0	12.35	6.77	16.78	4.51	7.97
NR_130787	90.65	97.43	47.69	85.97	58.7	56.95
NM_001128928	11.64	91.35	42.04	77.61	43.02	45.11
NM_002194	384.36	299.65	283.96	306.39	309.98	282.89
NM_001134224	0	0	0	0	0	0
NM_001134225	211.94	330.44	334.59	426.07	348.82	357.25
NM_001566	0	46.45	35.65	80.93	70.18	87.75
NM_004027	290.06	144.11	4.76	0	0	0
NM_001101669	66	79	60	57	54	74
NM_003866	0	0	0	0	0	0
NM_005539	382	437	300	489	490	436
NM_001297434	0	0	0	1.49	0	40.32
NM_005540	386	425	305	155.51	166	103.68
NM_001017915	0.24	0.21	0.43	0.19	0.08	0
NM_005541	5.76	5.79	6.57	2.81	1.92	0
NM_019892	260	273	192	297	269	248
NM_001243194	1127.02	1374.56	772.55	2173.36	2020.06	1995.67
NM_001243195	3.04	7.06	7.03	7.84	6.93	0
NM_014937	410.95	322.38	266.42	185.8	187.02	179.33
NM_001002837	8.95	0	9.56	3	1	1
NM_001284285	33.05	28.66	14.33	0	3	0
NM_001284286	0	0	0	0	0	0
NM_001284287	0	0	0	0	0	0
NM_001284288	0	14.34	3.11	0	0	0
NM_001284289	0	0	0	0	0	0
NM_001135642	0	20.74	0	0	20.74	0
NM_016532	395.1	411.66	352.35	301.44	316.74	232.72
NM_130766	24.9	0.6	8.65	30.56	1.52	49.28
NM_001567	3100	3097	2168	2954	2672	2462
NM_000207	0	4	0	0	0	0
NM_001185097	0	0	0	0	0	0
NM_001185098	0	0	0	0	0	0
NM_001291897	0	0	0	0	0	0
NM_001042376	0	0	0	0	0	0
NR_003512	4.27	0	0	0	0	0
NM_001031853	0	0	0	0	0	0
NM_001042536	0	0	0	365.35	121.05	258.35
NM_001278313	37.96	44.82	36	0	0	0
NM_001278314	0	0	0	0	0	0
NM_001278315	36.04	42.18	0	192.11	165.87	164.8
NM_001278316	0	0	0	9.54	21.08	11.85
NM_005542	688.66	818.48	613.52	1936.74	1292.93	1774.78
NM_198336	31.25	55.88	43.48	189.87	62.37	156.22
NM_198337	32.08	32.64	0	88.38	12.69	0
NM_016133	289	251	194	461	416	344
NM_001265587	0	0	0	0	0	0
NM_005543	0	0	0	0	0	0
NM_002195	0	0	0	0	0	0
NM_005478	0	0	0	1	0	0
NM_007179	0	0	0	0	0	0
NM_002196	0	0	0	0	0	0
NM_032594	0	0	0	0	1	0
NM_000208	0	185.9	0	0	0	0
NM_001079817	264	82.1	182	108	105	81
NM_014215	0	0	0	0	0	0
NM_001080453	2173	2422	1641	2835	2486	2322
NM_018142	775	822	601	1176	954	861
NM_001142471	97.21	119.46	137.46	137.91	123.86	115.98
NM_020395	78.79	102.54	35.54	85.09	80.14	90.02
NM_020748	31.33	89.34	89.92	56.67	0	21.67
NR_026641	151.67	151.66	88.08	108.33	151	108.33
NM_023015	886	870	589	887	746	620
NM_033547	326	358.31	266.09	461.29	417.96	350.37
NR_027392	0	1.69	2.91	7.71	4.04	1.63
NM_030628	285	342	274	590	525	442
NM_001039937	0	110.59	39.74	0	0	0
NM_001039938	14.55	17.72	13.67	9.02	10.79	8.34
NM_001306091	43	0	20.02	0	35.3	16.69
NM_012141	506.44	486.69	329.56	506.97	489.92	461.98
NR_103812	2	1	1	2	1	4
NM_001199809	0	0	0	0	0	0
NM_001199811	0	0	0	0	0	0
NM_001199812	0	0	0	0	0	38.81
NM_015434	276	286	197	150	136	77.19
NR_037667	0	0	0	0	0	0
NM_017864	724.36	799.4	503.97	843.36	666.97	617.83
NR_073444	0	0	0	8.89	0	11.13
NR_073445	10.07	0	16.79	11.73	0	0
NM_001145159	0	28.11	0	119.75	45.39	0
NM_001172562	155.51	67.71	69.53	108.25	71.64	49.54
NM_018250	34.49	132.18	80.47	0	56.97	126.46
NR_026826	0	0	0	0	0	0
NM_015693	173	183	111	93	101	57
NM_014425	136.68	335.41	187.94	226	108.77	115.5
NM_183245	63.98	28.59	22.05	0	21.53	0
NR_051962	110.34	0	22	0	88.7	64.5
NM_001006115	100.48	104.7	83.22	87.4	149.96	0
NM_001242829	0	9.83	0	0	0	0
NM_153273	1044.52	1149.47	813.78	1548.6	1161.04	1258
NM_001005909	276.43	108.16	109.69	400.84	401.93	238.75
NM_001005910	22.37	32.92	0	18.52	7.38	8.56
NM_001005911	18.77	3.75	0	10.42	12.4	3.9
NM_001146178	75.21	100.18	96.37	57.66	43.73	66.86
NM_001146179	64.52	13.84	27.18	34.3	69.68	33.09
NM_001190316	62.55	28.99	26.83	30.67	60.67	68.12
NM_001190317	120.63	61.56	72.35	217.02	47.59	16.08
NM_016291	301.86	420.04	264.44	554.81	294.37	399.67
NR_027437	15.43	32.98	22.21	37.15	21.42	27.49
NR_027438	13.22	4.58	5.92	22.6	33.83	13.46
NM_001142883	0	23	20	0	0	0
NM_054111	27	0	0	4	1	0
NM_001130699	0	0	0	0	0	0
NM_001130700	0	0.07	0.11	0	0	0
NM_015553	0	0.93	0.89	0	0	0
NM_152230	174	181	145	254	239	193
NM_001134779	0	0	0	0	0	0
NM_016338	311	336	229.95	344	297	299
NR_073584	0	0	10.05	0	0	0
NM_014652	677	727	524	1095	1043	907
NM_024658	551	621	410	1381	1076	909
NR_051979	0	0	0	0	0	0
NM_002271	4029	4669	3059	4298	4289	3607
NR_103741	41	47	0	0	0	0
NR_103742	0	0	30	29	20	14
NM_006391	2720	3176	2235	3667	3511	3081
NM_001190995	0	0	0	48.04	0	0
NM_006390	825	840	598	643.96	594	555
NM_018085	1227.33	1431.49	1016.41	1228	1050.93	1010
NR_046696	1.67	4.51	1.59	0	7.07	0
NM_001145349	8.12	5.59	11.84	8.71	7.29	9.6
NM_005897	138.97	186.43	129.23	167.35	204.73	130.55
NM_022755	234.65	235.49	134.39	484.23	410.25	355.65
NR_023915	118	123	85	134	159	166
NM_001270584	0	0	0	0	0	0
NM_001270585	0	0	0	0	0	0
NM_024726	0	0	0	0	0	0
NR_073043	0	0	0	0	0	0
NM_001304419	0	0	0	0	0	0
NM_001023570	240.06	300	170.54	84.31	88.41	82.12
NM_001023571	37.94	0	32.46	26.69	18.59	28.88
NM_001160042	22	5.52	9.04	19	0	2.11
NM_018134	0	24.48	11.96	0	11	4.89
NM_138451	3	5	7	7	7	6
NM_001287499	46.58	39.01	31.18	0	71.24	30.38
NM_001287500	0	26.07	0	82.1	0	61.62
NM_001287501	219.31	0	90.36	29.23	0	0
NM_001287502	21.9	0	0.67	0	0	0
NM_152558	274.21	474.92	310.79	508.67	458.76	369.99
NM_152397	0	0	0	0	0	0
NM_203424	0	0	0	0	0	0
NM_001085479	0	0	0	0	0	0
NM_001207023	0	0	0	0	0	0
NR_038213	0	0	0	0	0	0
NR_038214	0	0	0	0	0	0
NR_038215	0	0	0	0	0	0
NM_001145059	0	0	0	0	0	0
NR_109984	0	0	0	0	0	0
NM_001143833	0	0	0	0	0	0
NM_001134435	59.16	64.46	31.93	78	42.11	27.04
NM_032263	37.84	6.54	11.07	0	23.89	18.96
NM_001031715	0	0	0	0	0	6.19
NM_001284347	6.8	14.44	6.86	0	7.29	0
NM_001284348	0	0	0	17.18	9.71	8.66
NM_001284349	13.54	5.97	4.14	6.61	0	9.9
NM_022784	0	0	0	1.13	0	1.25
NR_040051	8.63	5.1	7.02	0	5.39	0
NR_040052	12.81	12.18	3.86	2.35	6.77	4.55
NR_040054	3.27	5.67	4.7	2.53	0.92	1.61
NR_040055	0	0	0	0	0	0
NR_040056	1.43	4.21	1.06	3.38	0.22	0
NM_001042705	0	0	0	0	0	0
NM_001042706	0	0	0	0	0	0
NM_001197100	0	0	0	0	0	0
NM_001197113	0	0	0	0	0	0
NM_001197114	554.48	606.91	387.64	184.36	181.86	126.07
NR_121669	0	0	0	0	0	1
NM_001305121	0	0	0	0	0	0
NM_001305122	0	0	0	0	0	0
NM_153208	170.56	227	153.9	142.38	102.26	126
NR_130967	0	0	29.1	0	33.53	0
NR_130968	40.44	0	0	11.62	23.21	0
NM_003870	6298	7204	4721	6819	6628	5826
NM_001285460	0	0	0	0	8.01	0
NM_001285461	6	6	4	63	22.99	39
NM_001285462	0	0	0	0	0	0
NM_006633	0	0	0	0	0	0
NM_178229	281	301	207	19	25	14
NM_001134382	559.45	631.74	434.54	440.07	382.28	345.2
NM_014869	129.55	124.26	96.46	116.93	79.72	69.8
NM_001111125	87.08	113.7	98.13	209.03	152.01	137.76
NM_001243197	37.08	36.16	35.59	52.66	52.99	52.96
NM_015075	209.83	190.14	109.28	221.31	178	190.28
NM_001170738	1	3.2	1	0	1	1
NM_015232	2	4.8	4	2	1	4
NM_001282855	0	0	0	0	0	0
NM_178827	1	0	0	9	0	0
NR_104244	0	0	0	0	0	0
NR_104245	0	3	2	0	8	5
NR_126453	17.62	11.19	8.91	1.1	2.33	3.19
NM_001025242	216.02	255.8	142.79	222.08	227.45	107.34
NM_001025243	210.04	142.4	0	0	224.02	0
NM_001569	2552.94	3001.8	2082.21	3765.92	3797.53	3326.66
NM_001010844	60	68	60	19	27	16
NM_001570	116	159	93	1098	1235	969
NM_001142523	45.85	67.85	0	82.07	0	0
NM_007199	45.15	45.15	64	322.93	405	332
NM_001114182	32.34	134.63	111.53	36.01	58.61	0
NM_001145256	52.01	88.88	64.64	13.11	0	0
NM_001145257	203.24	107.75	63.86	29.8	0	0
NM_001145258	43.14	0	0	10.32	57.39	0
NM_016123	120.28	162.75	110.97	79.99	0	113
NM_004136	1174	1257	901	1170	1005	813
NM_002198	768	794	592	908	925	908
NM_002199	426	393	329	364	336	336
NM_015649	496	452	341	508	467	421
NM_001077397	277.5	398.63	346.58	286.71	312.57	370.23
NM_182972	769.5	745.37	462.42	929.29	748.43	587.77
NM_024496	3094	3123	2476	3515	2709	2921
NM_001197122	99.79	50.77	70.17	116.44	151	144.3
NM_001197123	33.13	31.21	19.21	74.45	79.23	70.24
NM_001197124	0	5.12	0	5.99	7.28	0
NM_001197125	0	0	0	30.27	54.65	69.93
NM_001197126	26.7	25.77	35.57	34.58	12.99	0
NM_001197127	0	0	0	0.01	0.07	0
NM_001197128	0	0	0	0	0	0
NM_001571	489.53	463.86	328.79	802.65	552.91	534.46
NR_045568	0	0	13.8	0	0	24.04
NM_001195286	0	0	0.93	0	0	0
NM_002460	0	0	0.07	0	0	0
NR_046000	0	0	0	0	0	0
NM_001098627	0	0	0	0	0	0
NM_001098629	0	0	0	0	0	0
NM_001098630	0	0	0	0	0	0
NM_001242452	0	0	0	1	0	0
NM_032643	0	0	0	0	0	0
NM_001206696	0	0	0	0	0	0
NM_006147	0	0	0	0	0	0
NM_001572	73.46	46.92	26.97	45.49	26.57	38.86
NM_004029	0	0	13.95	0	0	0
NM_004031	50.54	69.08	40.07	36.51	39.43	53.14
NM_002163	0	0	0	0	0	0
NM_006084	580	566	385	280	254	298
NM_001258406	0	0	0	6	14	4
NM_019612	0	0	0	0	0	0
NM_001145805	0	0	0	0	0	0
NM_001007561	485	459	316	2469	2092	2179
NM_005544	2449	3021	2080	1350	1208	1127
NM_003749	973	1147	670	134	191	141
NM_003604	1	0	0	0	0	0
NM_024337	0	0	0	0	0	0
NM_001134222	1	3	0	1	0	0
NM_033267	0	0	0	0	0	0
NM_024336	0	0	2	13	2	9
NM_001278632	0	0	0	0	0	0
NM_001278633	0	0	0	0	0	0
NM_001278634	0	0	0	0	0	0
NM_001278635	0	0	0	0	0	0
NM_016358	0	0	0	2	0	0
NM_001252197	0	0	0	0	0	0
NM_005853	0	0	0	0	0	0
NM_024335	0	0	0	0	0	0
NM_030940	489.73	512.79	405.92	571.85	530.79	473.78
NM_001272007	0	0	0	0	0	0
NM_194279	215	193	172	137	114	107
NM_001301140	6.71	7.2	7.26	29.52	7.1	7.01
NM_001301141	0	6.98	0	7.15	0	20.41
NM_014301	107.08	35.06	18.18	142.7	110.89	118.24
NM_213595	1324.22	1346.76	1044.56	940.63	894.01	711.33
NM_005101	888	890	552	1320	1034	1077
NM_001303233	4	2.7	0	1.27	0	5.74
NM_001303234	0	0	2.67	0	0	0
NM_001303235	0	1.31	0	1.31	0	0
NM_001303236	0	0	0	0	2.8	0
NM_001303237	0	2.45	0	0	0	0
NM_002201	0	3.54	2.33	30.42	16.2	18.26
NR_130134	0	0	0	0	0	0
NM_001303095	397	463	299	760	626	557
NM_002202	0	0	0	0	0	0
NM_145805	78	56	38	44	45	41
NM_005545	0	0	0	0	0	0
NM_201526	0	0	0	0	0	0
NM_001130136	0	0	0	0	0	0
NM_001130137	0	0	0	0	0	0
NM_001130138	0	0	0	0	2	0
NM_020851	0	0	0	0	0	0
NM_080826	0	2	1	0	2	0
NR_040043	0	0	0	0	0	0
NM_182509	0	0	0	0	3	6
NM_199296	0	0	0	8	0	0
NM_016048	514	535	373	427	374	366
NM_001136201	343.02	340.24	319.32	180.46	151.46	131.76
NM_001136202	254.6	203.72	141.34	403.03	341.61	351.43
NM_024710	83.38	123.04	34.33	69.51	52.94	45.81
NM_001101417	0	0	0.01	0	0	0
NM_001101426	31	47	34.99	33	37	21
NR_038946	0	0	0	0	0	0
NR_038947	0	0	0	0	0	0
NM_001270975	1346.27	1320.87	838.02	1389.17	1259.28	1124
NM_001270976	0	17.13	0	16.79	15.86	0
NM_001270977	24.39	0	16.13	127.04	43.15	21.81
NM_001270978	7.34	0	0	0	0	0
NM_001270979	0	0	0	0	0	0
NM_014761	0	0	30.85	0	62.71	33.19
NM_001303508	0	0	0	0	0	0
NM_001199469	40.4	0	19.05	21.88	0	73.42
NM_020701	401.42	386.25	306.06	320.93	273.64	210.78
NM_001204890	783.33	763.74	420.19	1164.34	941.31	898
NM_001170938	0	0	0	0	0	0
NM_001253389	58.27	0	27.25	66.25	18.97	44.46
NM_016368	188.44	261.74	143.9	172.23	154.55	144.01
NR_045573	14.72	0	0	0	0	0
NR_045574	0	0	10.23	28.23	30.88	0
NM_001257137	78.28	0	0	82.83	0	71.31
NM_001257138	79.86	0	0	0	0	0
NM_031483	1191.86	1438	966	1201.17	1249	1092.69
NM_001305002	16.66	0	0	0	0	0
NM_030790	1311.34	1381	966	865	885	849.91
NR_110903	0	0	0	0	0	0
NR_110904	0	0	0	0	0	1.09
NM_018463	216	237.22	164.07	161.52	154	120
NR_130744	0	15.78	20.93	5.48	0	8
NM_001284497	0	0	0	0	0	0
NM_032039	2067	2077.8	1465	2239	2071.81	1894
NR_104317	0	5.85	5.89	0	4.67	0
NM_181501	6538.82	6668.66	4845.46	3774.95	3385.66	3443.81
NM_001303040	0	0	0	0	0	0
NM_001303041	8.89	0	7	0	9	8
NM_003637	12.11	15	0	16	0	0
NM_001004439	9530	9033	6728	5769	4908	4708
NM_002203	3238.42	3876.73	2862.09	11437	10809.66	9852
NR_073103	0	101.27	0	0	0	0
NR_073104	17.58	0	23.25	0	0	0
NR_073105	0	0	0	0	86.34	0
NR_073106	0	0	0	0	0	0
NR_073107	0	0	0	0	0	0
NM_000419	3	0	2	0	0	0
NM_002204	7643	8285	5691	6636	5942	5835.88
NM_005501	0	0	0	0	0	37.12
NM_000885	365.13	395.24	259.06	146.42	142.83	154.79
NM_002205	14530	16895	10883	14852	15025	14239
NM_000210	1344.53	1931.15	1050.03	1021.29	1188.1	1009.98
NM_001079818	473.47	384.85	480.97	1111.71	943.9	781.02
NM_001144996	0	8.55	0	0	0	8
NM_001144997	22.26	18.45	22	0	0	0
NM_002206	8.74	0	0	23	5	0
NM_001291494	0	63	0	0	0	41
NM_003638	59	0	45	46	47	0
NM_002207	2	1	2	0	0	0
NR_110531	1.86	6.8	0	0	0	0
NR_110532	7.14	6.2	7	0	1	1
NM_005353	0	1	0	0	0	0
NM_002208	246	247	192	203	141	156
NM_001114380	0	0	0	0	1	0
NM_002209	0	0	0	0	0	0
NM_000632	0	0	0	0	0	0
NM_001145808	0	0	0	0	0	0
NM_001144999	0	0	0	0	0	0
NM_001145000	0	0	0	0	0.01	0.01
NM_002210	7365	7818	5562	4294	3936.99	3416.99
NM_000887	0	0	0	24.32	52	32.43
NM_001286375	0	0	0	33.68	0	1.57
NM_002211	38614.86	50666.38	34469.53	47746.43	51104.54	51959.85
NM_033668	54.76	53.27	163.19	112.85	155.51	109.75
NM_133376	25472.38	17901.36	12314.27	35229.71	29076.94	21538.4
NM_004763	1052.77	1196.69	821.26	1610.12	1388.14	1369.79
NM_022334	4.23	9.31	28.74	7.88	11.86	20.21
NM_001303277	0	1	0	0	0	0
NM_012278	1	0	0	0	0	0
NM_000211	0	0	0	0	0	0
NM_001127491	0	0	0	0	0	0
NM_001303238	0	0	1	0	0	1
NR_038311	0	0	0	0	0	0
NR_038312	0	0	0	0	0	0
NR_038313	0	0	0	0	0	0
NR_038314	0	0	0	0	0	0
NR_038315	0	0	0	0	0	0
NR_038316	0	0	1	0	0	0
NM_000212	1654	1879	1212	1366	1321	1166
NM_001206739	10	0	0	0	0	0
NM_014288	14.69	29.35	25.24	12.94	0	0
NR_045147	58.31	34.65	31.76	8.06	16	28
NM_000213	8	0	0	0	0	0
NM_001005619	0	2	7	2	5	6
NM_001005731	0	0	0	0	0	0
NM_002213	4447	4799	3436	9623	8091	7938
NM_000888	0	0	0	0	0	0
NM_001282353	0	0	0	0	0	0
NM_001282354	0	0	0	0	0	0
NM_001282355	0	0	0	0	0	0
NM_001282388	0	0	0	0	0	0
NM_001282389	0	0	0	0	0	0
NM_001282390	0	0	0	0	0	0
NM_000889	0	0	0	0	2	0
NR_104181	2	2	0	1	0	0
NM_002214	243.95	242.8	196	356.89	413	322.83
NM_001271754	1254.19	1427.26	1037.05	41.75	45.86	42.44
NM_001271755	68.16	134.9	53.06	0	0	0
NM_001271756	656.28	616.89	475.29	24.79	49.74	8.94
NM_004791	1867.37	2041.95	1362.6	75.47	72.41	86.62
NM_001166434	0	0	0	0	0	0
NM_001166435	0	0	0	0	0	0
NM_001166436	0	1	0	0	0	0
NM_002215	0	0	0	0	0	0
NM_002216	0	1	0	0	0	0
NM_002217	76	86	48	5	5	3
NM_001166449	5	4	6.69	0	0	0
NM_002218	0	0	0	0	0	0
NR_046615	0	0	0.31	1	0	0
NM_001001851	0	4.54	4.38	0	2	0.96
NM_030569	57	40.46	30.59	0	0	0
NM_032817	0	0	4.03	5	0	2.04
NM_198510	0	0	0	0	0	0
NM_005546	0	0	0	0	0	0
NM_017625	0	0	0	0	0	0
NM_080878	0	0	0	0	0	0
NM_001171581	0	1	0	0	1	0
NM_004867	0	0	0	0	0	0
NM_021999	4202	4372	3314	2408	2269	2131
NM_001012514	83.1	110.36	105.55	79.55	50.24	73.82
NM_001012516	0	0	23.77	37.34	25.66	0
NM_001287240	0	0	0	0	0	0
NM_001287241	0	0	0	14.77	0	0
NM_030926	4471.9	4591.64	3400.68	4260.34	4052.1	3648.18
NM_001267623	0	10.84	4.81	21.31	6.49	4.33
NM_033453	524.56	566.19	397.9	572.22	481.58	389.41
NM_181493	38.64	35.03	0	0	0	65.96
NR_052000	0	12.94	0	4.04	13.84	0
NR_052001	41.29	0	10.3	70.77	33.09	23.3
NR_052002	6.51	0	0	6.66	0	0
NM_001142593	0	135.63	93.07	0	90.24	0
NM_001142594	1.52	0	1.69	1.84	0	0
NM_014216	315.48	228.37	134.24	263.16	190.76	246
NR_002808	0	0	0	0	0	0
NM_002220	125	131	127	294	352	306
NM_002221	93	125	74	59	65	58
NR_103784	0	0	0	0	0	0
NM_025194	323	358	251	498	447	387
NM_001099952	221.97	178.6	207.76	0	0	193
NM_001168272	0	36.37	0	0	0	0
NM_002222	38.03	45.03	5.24	251	181	0
NR_108075	1	1	0	2	0	2
NM_002223	543	568	462	660	701	556
NM_002224	399	456	336	1215	1122	840
NM_001272012	0	0	0	0	0	37.53
NM_001272013	390	469	371	838	1118	876.47
NM_033397	0	0	0	0	0	0
NM_001008949	0	0	0	0	0	0
NM_001163523	7	0	0	1	0	0
NM_001163524	0	6	3	0	1	0
NM_178495	0	0	0	0	0	0
NM_001034841	1861	2199.81	1610.69	3995	3801.04	3764
NR_028028	0	11.19	88.31	0	239.96	0
NM_001001132	1108	1295	871.14	903	777	751
NM_003024	0	0	2.86	0	0	0
NM_006277	0	0	0	0	0	0
NM_019595	526.62	589	396.82	415	452.53	386
NM_147152	36.38	0	22.18	0	29.47	0
NM_001159508	0	0	0	0	27.36	0
NM_002225	790	906	625	1047	811.64	736
NM_005547	0	0	0	4	2	2
NM_006469	1387	1290	945	1749	1338	1470
NM_017969	999	1007	701	1446	1235	1104
NM_001164694	0	0	0	0	0	0
NM_001164695	0	0	0	0	0	0
NM_203395	0	0	0	0	0	0
NM_182575	0	0	0	0	0	0
NM_001199206	1	3	1	0	0	1
NM_152358	0	0	0	0	0	0
NM_001271706	0	0	0	0	0	0
NM_001031735	3	5	2	3	2	4
NM_001039846	0	0	0	0	0	0
NM_001287437	0	0	0	0	0	0
NM_001287439	85.95	92.36	87.04	23.66	16.42	0
NM_001287440	192.62	0	0	0	0	59.86
NM_001287441	58.2	0	0	0.01	0	0
NM_001287442	63.63	485.22	261.79	71.06	103.06	0
NM_001287443	0	0	0	2.63	0	0
NM_024900	0	79.02	59.1	22.16	28.35	11.67
NM_199320	239.6	6.41	109.07	58.48	33.16	79.47
NM_001289984	254.6	264.91	217.3	189.77	137.02	194.59
NM_001289985	0	0	0.22	2.24	0	0
NM_001308143	271	269.88	185.04	219.05	274.25	193.28
NM_015288	24.4	20.2	36.43	22.94	35.73	15.13
NM_001077445	60.23	102.11	49.23	14.23	65	27.95
NM_014735	43.77	21.89	43.77	43.77	0	25.05
NM_000214	1038	1286	768	668	659	557
NM_002226	0	0	0	124	69	44
NM_145159	19	17	15	0	0	0
NM_032492	474	455	326	472	450	394
NM_002227	3349	3706	2800	3321	3110	2675
NM_004972	321	340	255	228	253	229
NM_000215	14	12	5	6	6	10
NM_001099433	0	0	0	0	0	0
NM_001306133	0	0	0	0	0	0
NM_001306134	0	0	0	0	1	0
NM_144720	0	0	0	0	0	0
NM_001270934	0	0	0	0	0	0
NM_001270941	0	0	0	0	0	0
NM_001282282	0	0	0	0	2	0
NM_014790	0	0	0	0	0	0
NR_038902	0	0	0	0	0	0
NM_001105521	21	13	12	0	1	1
NM_001270407	0	0	0	0	0	0
NM_001270408	8.46	9.05	4.45	22.05	31.2	25.3
NM_021219	11.54	4.95	0.15	65.95	47.8	57.7
NR_072999	0	0	11.4	0	0	0
NM_001205329	0	0	0	0	0	0
NM_032801	1592	1783	1200	2029	1687	1647
NM_001267040	190.31	169.35	85.35	236.5	0	44.27
NM_004973	172.69	168.65	168.65	650.5	743	710.73
NR_120502	0	1	0	0	0	1
NM_175061	897.98	1095	799.99	303	317	271
NR_034097	6.02	5	2.01	1	0	0
NM_144646	5	1	2	0	2	1
NM_001135047	93.75	57.39	153.94	0	0	0
NM_001135048	1641.44	1829.74	1149.48	246	422.54	267.6
