	Proliferating_1	Proliferating_2	Senescent_1	Senescent_2
ENSG00000100949	194.2482	125.1409	163.1204	315.0458
ENSG00000100968	399.8705	276.5782	176.7749	338.6527
ENSG00000100979	251.057	162.4591	94.8315	161.3319
ENSG00000100982	211.3366	153.5233	48.9907	126.8042
ENSG00000100983	493.3736	356.121	438.9412	718.4331
ENSG00000100985	0	0	19.5984	35.1261
ENSG00000100987	0	0.9909	0.9793	0
ENSG00000100991	1211.4933	789.1703	853.3937	1437.0372
ENSG00000100994	1834.8105	1284.4412	1432.2964	2349.7255
ENSG00000100997	1099.3219	727.6021	405.6658	653.3188
ENSG00000101000	126.1179	68.1842	263.1553	397.927
ENSG00000101003	88.0046	58.8957	8.5109	25.5892
ENSG00000101004	94.4451	76.813	56.311	77.575
ENSG00000101017	3.0967	0.6377	0	1.6221
ENSG00000101019	286.3397	159.605	228.8916	378.6506
ENSG00000101040	459.1226	347.1856	344.8784	614.0765
ENSG00000101049	1.393	0	0	0
ENSG00000101052	259.7206	148.1117	85.4338	153.1265
ENSG00000101057	212.13	121.4637	0.9823	2.9363
ENSG00000101074	1.0015	0	0	0
ENSG00000101076	3.2581	0	0	0
ENSG00000101079	494.1659	284.1654	308.5468	488.2296
ENSG00000101082	2.1329	2.1371	1.0541	0
ENSG00000101084	502.8996	326.225	731.1493	1226.4554
ENSG00000101096	11.9751	13.1867	4.831	15.2134
ENSG00000101098	0	0	0	0
ENSG00000101104	119.3429	59.9532	22.8594	121.3158
ENSG00000101109	420.27	219.937	630.2642	953.9784
ENSG00000101115	13.7378	8.8716	8.2432	16.6859
ENSG00000101126	1066.802	593.3084	561.535	851.8194
ENSG00000101132	160.1284	109.9168	119.806	236.855
ENSG00000101134	69.0123	41.4584	9.1696	14.4534
ENSG00000101138	287.4689	185.9016	196.9495	308.7127
ENSG00000101144	0	0	5.7401	4.0256
ENSG00000101146	276.9377	176.829	198.8703	323.3562
ENSG00000101150	2052.8598	1568.1283	1805.4491	2981.9299
ENSG00000101152	1345.7067	975.4146	1172.235	1876.2939
ENSG00000101158	587.1968	351.1714	401.9118	777.0758
ENSG00000101160	763.3655	550.3646	626.9795	960.9698
ENSG00000101161	795.9954	588.2463	591.4582	977.3232
ENSG00000101162	0	4.9506	0	1.9536
ENSG00000101166	460.5866	300.4875	306.7551	468.3822
ENSG00000101180	0	0	0	0
ENSG00000101181	178.5261	85.9793	145.613	256.7753
ENSG00000101182	1249.3701	840.352	1047.9426	1621.4045
ENSG00000101187	6.1782	4.5298	32.7517	75.5187
ENSG00000101188	71.9775	51.8961	269.7058	435.1226
ENSG00000101189	178.7888	122.8266	197.8331	322.1068
ENSG00000101190	128.922	68.3888	95.0334	129.977
ENSG00000101191	857.2323	480.7231	404.2019	716.3116
ENSG00000101193	569.9006	446.9761	350.6507	509.1885
ENSG00000101194	133.0879	87.3957	111.1365	216.2752
ENSG00000101197	0	0	0	0
ENSG00000101198	0	0	0	0
ENSG00000101199	1374.1043	850.7394	845.261	1535.087
ENSG00000101200	0	0	0	0
ENSG00000101203	0	0	0	2.3753
ENSG00000101204	0	0	0	0
ENSG00000101210	68.7924	69.3604	27.4136	55.5302
ENSG00000101213	3.309	0.9193	1.4943	2.997
ENSG00000101216	246.5336	127.6158	134.0489	219.7635
ENSG00000101220	337.8777	268.9746	363.8068	545.6154
ENSG00000101222	1.0043	0.9974	0.9853	0
ENSG00000101224	654.1354	391.8565	166.9368	256.9732
ENSG00000101230	0	0.9906	1.9588	6.8302
ENSG00000101236	551.7063	325.2437	647.4473	1013.8029
ENSG00000101246	264.8188	144.912	140.5894	180.3834
ENSG00000101247	59.4128	62.3819	48.544	79.1818
ENSG00000101251	0	0	0	0
ENSG00000101255	89.1453	54.1948	280.1055	503.1068
ENSG00000101265	113.2312	51.0286	9.0643	8.7817
ENSG00000101266	1361.1353	848.9622	1247.1293	2245.7145
ENSG00000101276	1.0042	0	0	1.882
ENSG00000101280	3.1948	0	0	0.9852
ENSG00000101282	0	0	0.7572	3.4617
ENSG00000101290	526.4663	381.2055	370.7268	748.2089
ENSG00000101292	0	0	0	0
ENSG00000101294	1501.3328	1082.0322	1925.6669	3111.2127
ENSG00000101298	193.3155	128.4724	236.6051	349.5132
ENSG00000101306	0	1.336	0	0
ENSG00000101307	6.3571	2.3602	0	7.8891
ENSG00000101310	591.7711	396.8797	340.8579	677.8709
ENSG00000101311	44.582	30.813	196.5054	357.0517
ENSG00000101323	0	0	0	0
ENSG00000101327	0	0	0	0
ENSG00000101331	0	0	0	0
ENSG00000101333	1263.8461	844.6956	137.291	214.7031
ENSG00000101335	8763.8648	5708.9237	3647.3274	6160.3802
ENSG00000101336	1.1882	0	0	1.153
ENSG00000101337	951.8057	603.9263	657.6999	1118.2031
ENSG00000101342	3.0724	1.0174	1.0142	0
ENSG00000101343	356.5142	188.6546	137.7656	250.1739
ENSG00000101346	1136.2007	843.1788	757.1585	1115.8663
ENSG00000101347	266.4918	164.3683	163.853	274.8701
ENSG00000101349	0	0	0	0.9776
ENSG00000101350	968.1006	594.1153	781.853	1295.2855
ENSG00000101353	6.6252	5.0026	0.5567	6.3213
ENSG00000101361	747.9037	464.7265	689.2186	1369.0013
ENSG00000101363	355.245	258.118	296.7698	456.7018
ENSG00000101365	450.0345	268.2666	405.1977	717.7446
ENSG00000101367	1880.8991	1218.564	1447.65	2324.5869
ENSG00000101384	300.8135	187.792	420.314	655.9497
ENSG00000101391	137.9893	98.9981	145.9363	241.0179
ENSG00000101400	161.8395	100.0955	25.4715	60.4807
ENSG00000101405	0	0	0	0
ENSG00000101407	182.3054	115.8392	78.601	145.1033
ENSG00000101412	139.8506	101.0653	38.2024	74.1559
ENSG00000101413	197.6048	102.4544	120.3555	190.9755
ENSG00000101417	80.7493	59.6406	17.1107	28.6981
ENSG00000101421	925.5583	598.4524	743.235	1222.1844
ENSG00000101425	2.9145	2.7292	0	0
ENSG00000101435	0	0	0	0
ENSG00000101438	0	0	0	0
ENSG00000101439	1071.5645	784.8494	1780.5082	2666.2855
ENSG00000101440	0	0	0	0
ENSG00000101441	0	0	109.2478	191.0086
ENSG00000101442	47.9475	27.7414	33.3032	44.8877
ENSG00000101443	0	0	0	0
ENSG00000101444	872.9624	589.6246	1197.2814	1911.6107
ENSG00000101445	0	0	0	0
ENSG00000101446	0	0	0	0
ENSG00000101447	186.4776	135.9913	4.9424	7.8744
ENSG00000101448	5.18	3.1585	1.9822	6.247
ENSG00000101452	61.3891	52.4511	32.6337	64.7726
ENSG00000101457	152.998	134.731	113.7831	194.8825
ENSG00000101460	237.6137	175.9108	52.8906	82.4616
ENSG00000101463	0	0	0	1.8215
ENSG00000101464	159.7988	92.4248	114.6517	200.7017
ENSG00000101470	0	0	0	0
ENSG00000101473	130.6277	107.1805	80.3615	138.9011
ENSG00000101474	1070.4421	754.4077	1119.1127	1840.9983
ENSG00000101489	0.9479	0	2.4997	5.4296
ENSG00000101493	670.4337	432.2991	606.6737	629.0389
ENSG00000101542	5.3216	5.3313	10.4779	5.0824
ENSG00000101544	223.0794	123.0059	94.9093	193.1409
ENSG00000101546	130.4737	78.7022	71.7736	150.7537
ENSG00000101557	1132.7639	724.575	913.0865	1439.2272
ENSG00000101558	1135.5067	736.1697	1000.1553	1572.9309
ENSG00000101574	72.2552	40.3703	34.259	45.2027
ENSG00000101577	604.63	384.6559	525.773	978.8528
ENSG00000101596	953.2328	603.8753	425.951	636.2103
ENSG00000101605	1.9299	0	5.5039	0.6599
ENSG00000101608	3571.7198	2300.6555	2920.305	5024.3795
ENSG00000101624	61.618	25.6852	68.9873	93.6565
ENSG00000101638	0.454	30.4475	22.7723	21.4663
ENSG00000101639	360.5455	227.3669	135.2745	158.7859
ENSG00000101654	411.9207	247.6843	344.6551	565.3633
ENSG00000101665	269.6485	223.9559	235.8045	445.4206
ENSG00000101670	12.7887	19.5537	223.5179	303.3999
ENSG00000101680	287.6512	191.3385	222.3628	318.4117
ENSG00000101695	23.7737	2.3561	6.879	36.1529
ENSG00000101745	802.3227	413.2072	361.9158	601.1583
ENSG00000101746	0.564	0	0	0
ENSG00000101751	162.3417	108.33	74.0204	156.4153
ENSG00000101752	879.6286	608.6457	687.6389	1070.7632
ENSG00000101773	212.2875	140.6886	122.1659	200.9677
ENSG00000101782	572.9194	393.5038	570.7864	1234.7207
ENSG00000101811	140.6121	107.2139	102.1319	171.6302
ENSG00000101812	4.5052	2.2741	0	0
ENSG00000101825	192.5671	131.5024	193.7012	257.2064
ENSG00000101842	0.8564	0.8423	0.8585	3.4454
ENSG00000101843	336.8636	270.849	260.9776	417.451
ENSG00000101844	88.8477	72.9248	116.5276	224.8124
ENSG00000101846	221.62	190.8931	183.9573	296.2693
ENSG00000101849	558.9552	479.0995	429.2419	639.3575
ENSG00000101850	0.6488	0	0	2.9197
ENSG00000101856	858.0656	617.6484	513.3926	841.7751
ENSG00000101868	119.9729	70.9919	31.3501	29.537
ENSG00000101871	654.2846	388.7037	358.1212	495.6246
ENSG00000101882	174.1048	118.4931	127.6854	240.1209
ENSG00000101883	0	0	0	0
ENSG00000101888	62.1716	26.9852	21.6084	48.9939
ENSG00000101890	0.9984	0	0.9788	0
ENSG00000101892	0	0.9948	0.9812	0
ENSG00000101901	146.5311	97.956	167.5497	130.8263
ENSG00000101911	207.1532	131.3791	56.1123	101.0471
ENSG00000101916	0	0	1.0389	0
ENSG00000101928	248.0199	176.0827	304.1246	417.3737
ENSG00000101935	244.3756	176.7708	237.8542	394.2385
ENSG00000101938	5.1799	5.7455	0	0
ENSG00000101940	309.9206	256.2031	211.2493	321.1137
ENSG00000101945	94.9703	59.332	40.0411	76.1123
ENSG00000101951	0	0	0	0
ENSG00000101955	784.3837	521.3305	1015.8849	1626.2952
ENSG00000101958	1.4058	0	0	0
ENSG00000101966	592.0152	513.907	709.7557	1065.9511
ENSG00000101972	951.6854	550.1284	511.9557	869.4908
ENSG00000101974	597.9953	427.0684	256.0203	358.3854
ENSG00000101977	0	0	1.0492	0
ENSG00000101981	0	0	0	0
ENSG00000101986	242.0766	209.8908	225.0795	364.5223
ENSG00000101997	96.4616	77.5128	105.9469	205.3272
ENSG00000102001	1.5742	0	1.4254	0
ENSG00000102003	4.5253	4.1138	10.5407	12.4938
ENSG00000102007	568.4352	399.5084	579.7297	908.2948
ENSG00000102010	0	0	0	0
ENSG00000102021	0	0	0	0
ENSG00000102024	3506.0953	1957.1997	1359.5475	2627.9219
ENSG00000102030	613.1727	411.5081	526.0747	968.8872
ENSG00000102032	6.8469	1.1628	12.7071	2.656
ENSG00000102034	358.1779	223.2289	108.0198	169.6307
ENSG00000102038	1517.1957	900.3056	673.0549	1008.7558
ENSG00000102043	0	0	0	0
ENSG00000102048	1.7586	0	0.5176	0.8728
ENSG00000102053	21.1413	10.4553	3.4431	11.5791
ENSG00000102054	863.1974	643.026	296.6262	642.8228
ENSG00000102055	0	0	0	0
ENSG00000102057	67.5465	32.2066	3.4546	5.1734
ENSG00000102076	0	0	0	0
ENSG00000102078	61.6235	48.0946	26.564	72.6914
ENSG00000102081	248.6647	191.9704	117.1789	236.8822
ENSG00000102096	69.596	40.5123	60.5429	126.309
ENSG00000102098	10.428	7.0135	4.9795	9.7674
ENSG00000102100	376.9288	277.4541	202.1077	387.5348
ENSG00000102103	222.7481	154.0802	249.2667	446.4826
ENSG00000102104	0	0	0	0
ENSG00000102109	1.9809	0.9853	0.9723	3.8421
ENSG00000102119	636.2729	402.9633	265.8482	500.8181
ENSG00000102125	110.4062	44.1498	44.2198	88.264
ENSG00000102128	1.5903	0	0	0
ENSG00000102144	3130.7678	2057.1992	2925.6867	4922.4781
ENSG00000102145	0	0	0	0
ENSG00000102158	1046.3411	630.644	532.7242	794.5027
ENSG00000102172	2278.8125	1449.4412	1637.7111	2578.4184
ENSG00000102174	0.9322	2.7718	7.311	11.0034
ENSG00000102178	216.0908	161.4227	148.2984	190.5753
ENSG00000102181	724.6049	578.2432	323.6267	517.8449
ENSG00000102189	1058.4132	691.0111	706.4078	1277.865
ENSG00000102195	0	0	0	0
ENSG00000102218	349.1134	222.5897	325.0051	539.3792
ENSG00000102221	62.4131	42.4667	27.2396	61.0927
ENSG00000102225	1191.7284	634.4089	554.9505	1118.3749
ENSG00000102226	720.1558	474.6197	265.7937	544.1226
ENSG00000102230	5.43	1.4221	0	2.4192
ENSG00000102239	0	0	0	0
ENSG00000102241	601.6096	436.2153	281.4309	495.3094
ENSG00000102243	0	0	0	0
ENSG00000102245	0	0	0	0
ENSG00000102265	7727.3093	5200.0616	16366.7743	26172.5338
ENSG00000102271	3.1622	6.2734	20.1558	30.8844
ENSG00000102287	4.7634	29.6236	0.4166	9.0441
ENSG00000102290	0	0	0	0
ENSG00000102302	331.5004	247.4098	145.8457	256.9855
ENSG00000102309	168.0005	79.6988	101.5837	220.1627
ENSG00000102312	45.8866	29.8954	89.1731	131.6202
ENSG00000102313	0	0	0	0
ENSG00000102316	2361.3137	1505.6322	867.9484	1359.6117
ENSG00000102317	3011.1526	1816.6718	1363.2859	2261.6984
ENSG00000102349	1.0181	1.1008	2.9939	4.1133
ENSG00000102359	281.8135	164.5917	331.6519	558.9983
ENSG00000102362	68.6052	35.9748	44.963	92.9838
ENSG00000102383	0.3868	3.0013	3.7224	0.7576
ENSG00000102384	150.4493	103.2706	4.506	16.7161
ENSG00000102385	248.353	159.7238	127.5078	250.423
ENSG00000102387	8.3858	8.3978	4.6112	6.424
ENSG00000102390	145.6716	117.1397	154.9168	257.4144
ENSG00000102393	165.4787	86.7542	286.0436	466.767
ENSG00000102401	1192.8034	821.7827	527.3698	804.5205
ENSG00000102409	53.8535	32.7777	85.8316	100.9497
ENSG00000102445	0.9623	0	6.3251	13.0404
ENSG00000102452	112.9452	58.5435	14.3388	40.8678
ENSG00000102466	12.4432	7.8417	31.0934	83.2811
ENSG00000102468	0	0	0	0.8556
ENSG00000102471	815.476	522.9981	580.2126	925.1108
ENSG00000102524	6.8972	6.8409	4.227	10.043
ENSG00000102531	1000.0177	566.6615	598.8551	955.4897
ENSG00000102539	0	0	0	0.9734
ENSG00000102543	34.0778	19.4414	31.717	57.6927
ENSG00000102547	368.4399	222.2905	188.1537	345.0614
ENSG00000102554	147.2554	77.99	94.9307	164.2058
ENSG00000102572	726.4455	493.0332	885.1379	1273.2082
ENSG00000102575	0.7488	0	13.9604	18.9432
ENSG00000102580	1002.5364	667.5268	735.2824	1093.6987
ENSG00000102595	453.2547	394.7634	346.4951	531.6693
ENSG00000102606	693.59	369.0461	505.5082	809.4285
ENSG00000102678	28.9678	1.4562	0	0.7273
ENSG00000102683	1.9993	0.9926	5.8839	18.5037
ENSG00000102699	1154.3608	717.3357	1231.3491	1931.869
ENSG00000102710	409.1526	257.1267	217.1402	365.9379
ENSG00000102738	91.2014	56.9367	71.807	124.3612
ENSG00000102743	52.449	32.918	63.2432	102.3739
ENSG00000102753	1628.8311	1000.3015	769.3223	1280.7949
ENSG00000102755	151.4369	121.482	279.0791	520.8999
ENSG00000102760	138.1522	96.2278	115.8088	212.3199
ENSG00000102763	302.1809	142.0221	192.0251	290.3495
ENSG00000102780	128.4063	148.5169	118.9907	241.0102
ENSG00000102781	588.7673	425.5831	595.0438	914.527
ENSG00000102786	385.0459	226.4596	260.7951	390.8032
ENSG00000102794	0	0	15.4365	24.0052
ENSG00000102796	7.9831	19.9572	16.9013	28.7399
ENSG00000102802	23.2888	11.5238	323.7162	518.047
ENSG00000102804	1083.7934	639.1406	1071.8865	1830.8151
ENSG00000102805	377.288	235.4823	321.2431	540.0962
ENSG00000102837	0	0	0	0
ENSG00000102854	0	0.4911	0	0
ENSG00000102858	1070.4435	679.0193	857.6114	1306.212
ENSG00000102870	423.2868	313.5638	235.8281	404.7685
ENSG00000102871	129.5983	97.8374	66.1522	119.585
ENSG00000102878	5.3437	3.4651	3.7825	5.1687
ENSG00000102879	44.1796	28.0127	12.318	11.0696
ENSG00000102882	788.7371	548.2935	320.3477	649.6751
ENSG00000102886	4.988	5.7539	10.0161	9.4508
ENSG00000102890	22.6257	7.5352	2.7932	11.1233
ENSG00000102891	0	0	0	0
ENSG00000102893	691.9807	489.8477	217.2152	359.3201
ENSG00000102897	118.897	93.2508	102.9429	237.3126
ENSG00000102898	1051.909	750.2803	804.5084	1385.9788
ENSG00000102900	501.5216	323.8902	343.9914	535.2314
ENSG00000102901	485.5856	391.5516	297.6787	515.2326
ENSG00000102904	1.8105	1.7972	4.2608	10.2171
ENSG00000102908	1183.3819	736.9241	646.4246	829.884
ENSG00000102910	1322.6124	803.2042	920.5255	1420.0605
ENSG00000102921	488.9045	235.3578	344.2175	425.6474
ENSG00000102924	0	0	0	0
ENSG00000102931	729.4359	466.3744	696.3873	1103.9285
ENSG00000102934	19.922	11.3722	14.9776	33.7083
ENSG00000102935	0.9625	0	0	0
ENSG00000102962	2.2352	1.03	1.9603	3.9296
ENSG00000102967	41.8473	29.3814	20.6746	40.1435
ENSG00000102970	0	0	0	0
ENSG00000102974	344.8	236.0809	296.9906	422.1749
ENSG00000102977	132.6279	89.2419	78.7167	86.4765
ENSG00000102978	588.3598	421.9591	498.067	738.3539
ENSG00000102981	0	3.1499	3.8468	4.7618
ENSG00000102984	35.7164	36.5795	20.9656	17.1448
ENSG00000102996	41.6265	34.3813	92.3013	131.9055
ENSG00000103005	489.4749	373.6991	641.5729	1027.5703
ENSG00000103018	807.9246	452.2743	497.5216	804.1769
ENSG00000103021	63.3616	8.606	25.2991	15.9986
ENSG00000103023	0	0	0	0
ENSG00000103024	131.1638	132.2847	100.2427	156.2775
ENSG00000103034	109.414	81.491	34.6833	61.6271
ENSG00000103035	801.9668	454.9313	536.233	906.844
ENSG00000103037	66.4412	37.2649	18.5505	40.7218
ENSG00000103042	291.7866	205.7503	350.1687	519.6847
ENSG00000103043	316.7737	206.1681	181.6752	432.195
ENSG00000103044	3.9053	17.4357	1.5313	17.5485
ENSG00000103047	148.3246	83.3334	88.5293	172.8938
ENSG00000103051	538.9057	328.352	272.755	419.2371
ENSG00000103056	3.0793	0.4559	1.3529	8.1024
ENSG00000103061	125.3839	75.5784	96.1454	136.4941
ENSG00000103064	429.6175	346.3105	411.1063	1011.0429
ENSG00000103066	407.6435	288.2978	280.1525	385.4444
ENSG00000103067	4.8861	0.7717	0	0
ENSG00000103089	0	0	0	0
ENSG00000103091	169.2925	160.5815	131.982	252.7155
ENSG00000103111	419.3284	309.0019	267.1919	433.0731
ENSG00000103121	146.9058	125.3113	125.2089	216.5678
ENSG00000103126	202.142	148.5927	189.4602	298.3478
ENSG00000103145	238.6683	214.5614	48.6743	74.377
ENSG00000103148	376.0838	274.547	238.5496	397.7228
ENSG00000103150	103.4269	66.1731	60.1742	111.5733
ENSG00000103152	482.7045	337.9745	451.7735	649.9808
ENSG00000103154	1.8577	0	3.3265	8.0717
ENSG00000103160	227.1802	121.0686	220.7364	424.3567
ENSG00000103168	230.1659	175.5935	84.1291	212.3943
ENSG00000103174	126.2821	77.7427	47.5332	106.4852
ENSG00000103175	166.0761	141.576	25.3669	40.0311
ENSG00000103184	2.28	0.9534	0.9432	3.7796
ENSG00000103187	5656.3877	4044.5223	4529.3511	7244.7533
ENSG00000103194	702.3617	488.1863	654.3279	1123.2099
ENSG00000103196	302.2731	196.8953	62.8835	49.26
ENSG00000103197	921.888	564.7726	458.0171	989.9379
ENSG00000103199	80.5695	78.3524	32.798	80.7078
ENSG00000103202	1163.6298	858.5761	735.2273	1192.8662
ENSG00000103222	803.7672	558.3976	311.5131	451.0764
ENSG00000103226	13.9686	23.7641	9.8094	29.2295
ENSG00000103227	67.6003	60.3541	100.4413	80.7526
ENSG00000103241	1329.9682	1001.1188	1185.1445	1853.2729
ENSG00000103245	156.203	123.1072	88.1148	144.7003
ENSG00000103248	100.3205	66.8693	65.2484	156.557
ENSG00000103249	693.84	401.6579	722.1817	1380.374
ENSG00000103253	42.9301	52.3635	52.2581	80.8282
ENSG00000103254	82.2082	75.8692	66.346	101.0866
ENSG00000103257	1402.7013	942.2231	1743.2023	2776.1485
ENSG00000103260	221.7713	159.081	231.7141	368.1389
ENSG00000103264	213.7935	111.7354	217.9951	407.9164
ENSG00000103266	1013.7637	695.6715	1014.6281	1580.6102
ENSG00000103269	28.5563	14.055	9.1	15.7028
ENSG00000103274	117.8732	55.6667	63.4313	106.7432
ENSG00000103275	1045.7445	762.1489	613.1213	1223.9082
ENSG00000103310	0	0	0	0
ENSG00000103313	1.8113	2.5026	0.862	1.6714
ENSG00000103316	0	3.4984	1.8235	6.1873
ENSG00000103319	368.78	264.1108	132.8933	235.918
ENSG00000103326	474.2391	356.5074	618.7806	969.387
ENSG00000103335	3061.4838	1919.5909	1581.5865	2892.6076
ENSG00000103342	1876.5638	1345.2977	1762.625	3181.4221
ENSG00000103343	68.0041	27.1809	39.8603	80.2392
ENSG00000103351	139.4997	119.9379	107.8325	101.702
ENSG00000103353	1474.7963	1185.6856	958.0985	1393.8244
ENSG00000103355	0	0	0	0
ENSG00000103356	378.8283	235.8947	238.4683	271.7721
ENSG00000103363	772.6826	526.3093	844.6356	1357.8432
ENSG00000103365	249.9886	278.7216	91.3989	207.0624
ENSG00000103375	0	0	0	0
ENSG00000103381	236.238	143.3917	354.7005	636.6754
ENSG00000103404	78.0787	44.5284	157.3272	231.7426
ENSG00000103415	176.5118	119.2705	237.7633	327.2614
ENSG00000103423	201.2295	136.8065	191.2249	301.4729
ENSG00000103426	6.6087	0	0	4.9516
ENSG00000103429	281.1854	175.7369	257.8904	401.4974
ENSG00000103449	154.6089	107.4421	156.4166	261.2429
ENSG00000103460	0	0	0	0
ENSG00000103472	4.356	3.3687	4.7498	11.5922
ENSG00000103479	514.0636	299.7405	207.7065	399.0674
ENSG00000103485	207.9617	134.0608	125.259	202.2335
ENSG00000103489	1127.2674	682.6509	493.2068	799.179
ENSG00000103490	48.1836	41.2045	19.9455	37.5618
ENSG00000103494	236.3161	115.8162	159.6537	265.5371
ENSG00000103495	1039.2599	690.9302	585.9141	943.2668
ENSG00000103496	344.3166	245.6458	249.5011	441.0063
ENSG00000103502	622.697	492.7428	510.8844	747.9234
ENSG00000103507	427.4794	281.147	349.0654	583.9038
ENSG00000103510	144.7142	80.9644	49.5874	107.6455
ENSG00000103512	1926.5148	1272.1188	1840.7134	2975.5282
ENSG00000103522	27.5684	24.8188	12.8532	26.1687
ENSG00000103528	0.525	0	0	2.0589
ENSG00000103534	2.5634	0.8425	4.078	8.5386
ENSG00000103540	166.7421	93.0473	91.0496	167.3421
ENSG00000103544	651.6952	375.3058	292.5993	549.8934
ENSG00000103546	0	0	0	0
ENSG00000103549	1058.2127	791.5799	892.3533	1471.3256
ENSG00000103550	210.4721	147.0367	160.4049	244.5395
ENSG00000103569	0	0	0	0
ENSG00000103591	444.9354	274.5515	219.9879	532.5437
ENSG00000103599	8.4598	16.6373	9.2699	12.5358
ENSG00000103642	525.2252	331.8082	227.7174	487.9622
ENSG00000103647	609.3315	436.6445	779.6018	1257.5821
ENSG00000103653	546.5738	331.3069	473.948	988.0418
ENSG00000103657	550.4122	534.7735	305.5147	312.985
ENSG00000103671	187.9953	166.0155	128.3449	248.0379
ENSG00000103707	112.6755	96.0476	129.7418	199.5658
ENSG00000103710	5.1098	2.837	21.8897	35.4421
ENSG00000103723	12.6431	0	7.3427	4.1986
ENSG00000103740	6.4168	0	0.5985	0.6151
ENSG00000103742	115.876	87.4326	149.5045	240.8176
ENSG00000103769	1306.8611	801.217	1590.5811	2502.4282
ENSG00000103811	6.5527	3.3004	3.9063	7.3198
ENSG00000103852	103.8666	80.6895	47.5969	118.2161
ENSG00000103855	1276.2176	878.2139	1420.2012	2026.1944
ENSG00000103876	244.6268	163.606	366.4947	622.4416
ENSG00000103888	625.6134	370.749	42.4171	55.4937
ENSG00000103932	241.6635	158.5533	254.9629	379.779
ENSG00000103942	7.4093	9.4627	3.9732	11.8662
ENSG00000103966	692.3123	460.2566	388.2694	580.2325
ENSG00000103978	473.2581	326.3661	303.4266	629.1655
