	Cont_1	Cont_2	SFN_1	SFN_2	NRF2KO-SFN_1	NRF2KO-SFN_2
AMER1	204	160	142	101	127	112
AMER2	0	0	0	0	0	0
AMER3	0	0	0	0	0	1
AMFR	1252	1309	2323	1769	1627	1540
AMH	125	113	157	125	180	152
AMHR2	0	0	0	1	1	1
AMICA1	2	0	0	0	0	0
AMIGO1	7	8	3	0	5	10
AMIGO2	2361	2411	2248	1738	983	1003
AMIGO3	88	144	190	152	146	128
AMMECR1	983	935	1150	939	1064	1084
AMMECR1L	1070	1072	1675	1433	1125	998
AMN	0	0	0	1	0	1
AMN1	74	74	116	74	63	52
AMOT	210	178	179	120	131	192
AMOTL1	1655	1601	2105	1684	1115	1148
AMOTL2	3950	4033	5880	4674	4510	4432
AMPD1	0	0	3	1	0	0
AMPD2	1397	1183	1687	1467	1200	1174
AMPD3	241	286	279	247	168	148
AMPH	0	0	0	0	0	0
AMT	35	31	11	15	10.43	15
AMTN	49	57	75	67	21	23
AMY1A	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0
AMY2A	0	1	2	1	0	0
AMY2B	89	122	154	117	73	86
AMZ1	84	84	35	41	34	33
AMZ2	2225	2284	2816	2302	2204	2098
AMZ2P1	139	165	158	153	138	132
ANAPC1	2711.7	2433.85	2788.62	2271.05	2277.97	2261.21
ANAPC10	190	161	208	145	128	116
ANAPC11	1540	1489	2462	1666	1638	1560
ANAPC13	2199.98	2197.38	3024.66	2276.73	1708.15	1575.03
ANAPC15	608.65	626.22	797.17	623.04	619.46	547.74
ANAPC16	765	781	953	760	758	719
ANAPC1P1	0	0	0	0	0	0
ANAPC2	911	955	1065	852	840	860
ANAPC4	595	565	435	308	298	305
ANAPC5	2580	2599	3138	2386	2085	2098
ANAPC7	1911	1834	1876	1426	1271	1234
ANG	46.78	29.34	38.34	31.64	16.66	22.31
ANGEL1	646	671	983	809	734	736
ANGEL2	783	732	754	656	675	590
ANGPT1	6	12	1	12	5	4
ANGPT2	7	2	14	12	5	5
ANGPT4	1	1	1	0	0	0
ANGPTL1	5	0	0	3	1	1
ANGPTL2	16	19	21	16	8	4
ANGPTL3	0	1	0	0	2	2
ANGPTL4	1001	811	3531	2723	1701	1401
ANGPTL5	0	0	0	0	0	0
ANGPTL6	1.15	0	0	0	4.71	3.55
ANGPTL7	0	2	1	2	3	4
ANHX	0	0	1	0	0	0
ANK1	411	460	338	270	536	534
ANK2	317	323	227	165	152	147
ANK3	103	130	143	98	96	98
ANKAR	26	24	12	9	14	8
ANKDD1A	42	40	46	34	25	17
ANKDD1B	7	4	9	6	6	0
ANKEF1	164	151	143	110	108	97
ANKFN1	17	3	3	4	4	1
ANKFY1	2086	2095	2359	1880	2013	2017
ANKH	605	536	763	710	628	613
ANKHD1	1982.51	1738.32	1875.32	1722.34	1500.42	1591.6
ANKHD1-EIF4EBP3	1140.49	1307.68	1973.45	1670.26	1246.58	1306.79
ANKIB1	1646	1796	1806	1410	1248	1197
ANKK1	0	1	3	0	0	1
ANKLE1	284	330	179	129	147	121
ANKLE2	3197	3015	4565	3507	2958	3043
ANKMY1	63.77	81.92	73	46.13	75.54	80
ANKMY2	422	435	529	422	311	301
ANKRA2	224	241	381	317	278	222
ANKRD1	6387	6182	8299	6394	3369	3026
ANKRD10	992	1019	1535	1252	1148	1189
ANKRD11	3702	3749	5889	4809	4695	4480
ANKRD12	434	478	580	563	470	478
ANKRD13A	5309	5514	6394	5200	4651	4414
ANKRD13B	253	212	231	200	193	172
ANKRD13C	782	861	1145	948	765	719
ANKRD13D	369	308	358	283	334	292
ANKRD16	89	103	81	70	90	89
ANKRD17	4422	4429	5465	4840	4224	4014
ANKRD18A	270.91	264.97	129	112.78	156.56	192.62
ANKRD18B	328.09	408.03	290	324.22	402.44	430.38
ANKRD18DP	0	0	1	0	1	2
ANKRD19P	6	1	5	11	11	9
ANKRD2	0	3	2	0	5	2
ANKRD20A1	16.01	7.57	0	0	0	2.84
ANKRD20A11P	0	0	0	0	0	0
ANKRD20A12P	11	8	13	10	5	6
ANKRD20A19P	0	2	2	0	2	1
ANKRD20A2	56.97	7.3	13.36	0	0	11.19
ANKRD20A3	0	26.13	8.64	20	31	25.97
ANKRD20A4	0	0	0	0	0	0
ANKRD20A5P	28	21	13	13	18	17
ANKRD20A8P	1.02	0	0	0	0	0
ANKRD20A9P	0	0	1	1	0	0
ANKRD22	0	0	0	0	0	0
ANKRD23	58	56	58	66	66	64
ANKRD24	30	26	49	28	29	29
ANKRD26	761	906	682	502	570	553
ANKRD26P1	2	0	7	2	0	2
ANKRD26P3	0	0	0	0	0	0
ANKRD27	896	826	945	741	663	716
ANKRD28	2003	1943	2435	2062	1872	1869
ANKRD29	36	33	32	26	20	19
ANKRD30A	0	0	0	0	0	0
ANKRD30B	597	568	433	402	325	329
ANKRD30BL	0	0	0	0	0	0
ANKRD30BP2	0	0	0	0	0	0
ANKRD30BP3	0	0	0	0	0	0
ANKRD31	4	7	8	16	9	5
ANKRD32	476	465	483	379	354	346
ANKRD33	0	0	0	0	0	0
ANKRD33B	574	531	208	192	279	257
ANKRD34A	54	84	74	52	41	54
ANKRD34B	8	24	2	4	4	2
ANKRD34C	0	0	0	0	0	0
ANKRD34C-AS1	0	0	0	0	0	0
ANKRD35	3	0	0	0	1	5
ANKRD36	293.22	378.72	169.03	207.99	214.76	223.13
ANKRD36B	272.71	242.83	155.02	162.28	151.56	123.58
ANKRD36BP1	229	245	252	180	220	182
ANKRD36BP2	53	23	13	12	11	15
ANKRD36C	304.06	295.45	121.94	138.73	153.68	129.29
ANKRD37	76	62	43.97	30.36	37.81	53.29
ANKRD39	209	167	199	168	163	185
ANKRD40	1775	1654	2193	1869	1530	1533
ANKRD42	449	452	480	384	339	307
ANKRD44	173	137	165	148	73	77
ANKRD44-IT1	0	0	0	0	0	0
ANKRD45	3	6	9	0	4	8
ANKRD46	134	147	138	119	98	122
ANKRD49	186	143	217	167	126	138
ANKRD50	2549	2589	2237	1972	2097	2119
ANKRD52	5885	5705	6649	5218	5115	5136
ANKRD53	4	2	2	2	1	2
ANKRD54	626	632	827	536	565	595
ANKRD55	0	0	0	0	0	0
ANKRD6	1.05	2.09	3.09	7.32	5.32	3.18
ANKRD60	0	0	0	0	0	0
ANKRD61	14	37	27	27	28	21
ANKRD62	0	0	0	0	0	0
ANKRD62P1-PARP4P3	0	0	0	0	0	0
ANKRD63	0	0	0	0	0	0
ANKRD65	0	1	2	0	6	1
ANKRD66	0	0	0	0	0	0
ANKRD7	48	13	29	11	19	18
ANKRD9	182	196	184	132	116	114
ANKS1A	789	627	885	702	639	624
ANKS1B	9.47	15.86	11.54	6.54	5.28	6.62
ANKS3	377	380	529	389	409	383
ANKS4B	0	0	0	0	0	0
ANKS6	281	383	210	178	196	233
ANKUB1	0	0	0	0	0	1
ANKZF1	396	400	445	370	381	339
ANLN	13933	14253	15715	12798	11709	11776
ANO1	0	0	0	0	0	0
ANO1-AS2	0	0	0	0	0	0
ANO10	378	351	461	366	265	291
ANO2	0	2	8	1	3	2
ANO3	0	0	0	0	0	0
ANO4	69	64	49	53	25	36
ANO5	0	0	0	0	0	0
ANO6	2578	2561	3196	2707	2436	2329
ANO7	15	17	11	9	13	6
ANO8	370	302	321	239	280	236
ANO9	5	5	3	2	1	3
ANOS1	47	25	24	15	18	8
ANP32A	3356	3078	2937	2305	2439	2475
ANP32A-IT1	38	61	77	59	69	62
ANP32AP1	0	0	0	0	0	1
ANP32B	4119	3896	4334	3551	3891	3853
ANP32C	0	0	0	0	0	0
ANP32D	0	0	0	0	0	0
ANP32E	3870	3835	3391	2794	2957	3217
ANPEP	5920	5691	7512	6219	3034	3016
ANTXR1	1532	1537	1502	1245	1356	1337
ANTXR2	2588	2612	4163	3503	3005	2860
ANTXRL	0	0	0	0	0	0
ANTXRLP1	0	0	0	0	0	0
ANXA1	9149	8763	11954	9225	7024	6975
ANXA10	27	26	44	20	7	12
ANXA11	2445	2362	3237	2434	2460	2357
ANXA13	0	0	0	1	0	0
ANXA2	56130.45	53045.47	69889.17	54491.97	44935.24	43894.16
ANXA2P1	1	3	2	0	0	2
ANXA2P2	117.55	118.53	169.83	129.03	126.76	121.84
ANXA2P3	0	0	0	0	0	0
ANXA2R	33	44	48	44	52	40
ANXA3	576	558	643	511	250	286
ANXA4	1339	1117	1495	1250	951	947
ANXA5	10954	10237	15872	12693	9251	9135
ANXA6	4310	3901	5105	3934	2458	2488
ANXA7	2384	2348	3072	2527	2076	1941
ANXA8	3	1	1	0	3	1
ANXA8L1	0	0	0	4	0	0
ANXA9	13	7	10	3	4	2
AOAH	0	3	0	0	0	0
AOAH-IT1	0	0	0	0	0	0
AOC1	0	0	0	0	0	0
AOC2	123	126	249	194	162	131
AOC3	18	47	102.95	82.97	54	72
AOC4P	0	2	2.05	1.03	1	0
AOX1	2091	1908	2680	2145	1164	1100
AOX2P	0	0	3	0	1	0
AP1AR	556	660	732	620	510	450
AP1B1	2727	2533	3700	2848	2655	2465
AP1B1P1	0	0	0	0	0	0
AP1G1	2664	2671	3692	3018	2643	2445
AP1G2	1218.15	1212.01	1142.77	995.27	779.88	787.24
AP1M1	3760	4031	5310	4114	3561	3374
AP1M2	876	831	851	779	662	699
AP1S1	2463	2229	3054	2446	1934	1819
AP1S2	652	685.72	677.86	536.89	470.23	398.79
AP1S3	689	715	579	460	440	408
AP2A1	3197.6	3534.14	4356.88	3213.91	2976.04	2812.35
AP2A2	1726	1789	2156	1738	1646	1584
AP2B1	9293	9826	11084	9082	8529	8627
AP2M1	9771	9165	13645	10722	10032	10192
AP2S1	3854	3562	5465	4457	3540	3288
AP3B1	1656	1667	2335	1837	1576	1508
AP3B2	19	12	20	11	7	10
AP3D1	8016	7798	9728	7434	7356	7134
AP3M1	2185	2097	2836	2324	1867	1772
AP3M2	1242	1197	1347	1067	948	911
AP3S1	1186	1123	1290	1011	826	810
AP3S2	781.8	759.88	1131.78	920.53	760.77	707.85
AP4B1	433.86	375.65	479.99	389.89	286.82	281.46
AP4B1-AS1	19.14	18.35	18.01	18.11	15.18	12.54
AP4E1	812	851	956	861	743	708
AP4M1	285.37	292	499.49	358.33	374	377.11
AP4S1	191	208	215	166	185	146
AP5B1	879	811	1021	799	867	868
AP5M1	1180	1143	1629	1383	965	958
AP5S1	478	538	484	381	394	387
AP5Z1	1171	1033	1401	1089	849	910
APAF1	867.53	967.14	1046.46	816.46	844.72	761.38
APBA1	0	4	1	6	3	1
APBA2	465	499	622	465	498	468
APBA3	446	478	448	366	326	332
APBB1	175	196	166	166	121	139
APBB1IP	1302	1408	1302	1013	763	773
APBB2	2249	2094	3438	2890	2681	2567
APBB3	131	175	102	79	96	77
APC	1626	1674	1788	1624	1383	1449
APC2	33	30	62	45	41	43
APCDD1	0	0	0	0	0	0
APCDD1L	146	145	216	163	232	277
APCDD1L-AS1	6	7	4	12	4	4
APCS	0	0	0	0	0	0
APEH	1565	1563	1732	1490	1321	1267
APELA	0	0	0	0	0	0
APEX1	6567	5986	7108	5673	5073	4925
APEX2	826	788	873	708	539	596
APH1A	2559	2373	3546	2788	2531	2499
APH1B	402	415	458	355	317	293
API5	4410	4048	4944	4045	3525	3403
APIP	440	386	416	303	257	285
APITD1	292.16	314.02	320.44	245.75	260.57	263.47
APITD1-CORT	38.18	29.83	36.55	15.61	34.99	34.31
APLF	112	136	114	117	56	72
APLN	22	33	23	9	19	20
APLNR	0	0	0	0	1	0
APLP1	123	166	216	143	124	112
APLP2	11260	10700	15232	12851	9956	10121
APMAP	3914	3613	4964	4014	3251	3261
APOA1	0	1	2	1	0	0
APOA1-AS	1	0	1	0	0	0
APOA1BP	1083	985	1341	1103	985	1063
APOA2	0	0	0	0	0	0
APOA4	0	0	0	0	0	0
APOA5	0	0	2	0	0	0
APOB	0	0	0	0	0	0
APOBEC1	0	0	0	0	0	0
APOBEC2	0	4	6	3	1	3
APOBEC3A	0	0	0	0	0	0
APOBEC3A_B	0	0	0	0	0	0
APOBEC3B	591.96	755	821	722	654.99	621.97
APOBEC3B-AS1	0	0	0	0	0	0
APOBEC3C	629	715	792	670	621	565
APOBEC3D	5.14	3	12	10	4.01	9.03
APOBEC3F	99.9	96	103	83	99	84.01
APOBEC3G	14	26	15	12	5	5
APOBEC3H	3	2	2	0	1	0
APOBEC4	0	0	0	0	2	2
APOBR	0	4	9	1	3	4
APOC1	18	4	12	7	8	9
APOC1P1	0	0	0	0	0	0
APOC2	0	0	0	0	0	0
APOC3	0	0	0	0	0	0
APOC4	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0
APOD	0	0	1	2	0	1
APOE	78	68	99	80	33	17
APOF	0	0	0	0	0	0
APOH	0	0	0	0	0	0
APOL1	16	4	12	13	1	2
APOL2	903	778	789	596	488	438
APOL3	5	9	5	3	2	3
APOL4	0	0	2	2	0	0
APOL5	0	0	0	0	0	0
APOL6	223	200	72	37	59	56
APOLD1	440	448	793	622	669	633
APOM	6	6	12	4	6	5
APOO	294	269	385	310	219	205
APOOL	472	367	544	444	382	358
APOOP5	0	0	0	0	0	0
APOPT1	332	306	311	247	215	215
APP	20501	19624	28176	22932	17523	17411
APPBP2	1890	1882	2388	1964	1683	1636
APPL1	887	887	824	724	721	719
APPL2	960	866	848	745	768	845
APRT	1193	1258	1938	1321	1436	1339
APTR	189.62	149.97	141.9	119.91	119.84	117.45
APTX	1313	1237	1824	1394	1206	1211
AQP1	4	2	4	2	6	1
AQP10	0	0	0	0	1	0
AQP11	21	30	14	16	10	23
AQP12A	0	0	0	0	0	0
AQP12B	0	0	0	0	0	1
AQP2	0	0	0	0	0	0
AQP3	13	7	16	9	8	19
AQP4	0	0	0	0	0	0
AQP4-AS1	0	0	0	0	0	0
AQP5	0	0	0	1	2	1
AQP6	0	0	9	2	3	1
AQP7	0	0	0	0	0	0
AQP7P1	0	0	0	4	0	0
AQP7P3	0	0	0	0	0	0
AQP8	0	2	0	0	2	0
AQP9	0	0	1	0	0	0
AQR	1281	1249	1210	1014	923	864
AR	0	0	0	0	0	0
ARAF	862	881	1200	942	900	879
ARAP1	2042	1989	2289	1874	1577	1650
ARAP2	181	192	341	225	187	169
ARAP3	362	363	347	290	247	233
ARC	2	14	27	19	19	8
ARCN1	5033	4940	5792	4661	3889	3570
AREG	112	107	66	51	26	36
AREL1	2458	2404	2743	2382	2112	2097
ARF1	7364	7463	11298	8997	7379	7360
ARF3	4545	4070	4650	3867	3219	3192
ARF4	4689	4523	6228	4944	3684	3381
ARF5	1388	1353	2154	1509	1429	1455
ARF6	9543	9063	10729	8863	8017	7777
ARFGAP1	4128	3991	5702	4565	3878	3765
ARFGAP2	1538	1485	1933	1525	1652	1652
ARFGAP3	1341	1326	1833	1274	1060	1126
ARFGEF1	949	989	841	793	581	606
ARFGEF2	3051	2809	3281	2817	2612	2636
ARFGEF3	463	455	483	405	294	244
ARFIP1	876	832	952	779	690	648
ARFIP2	1001	935	1419	1113	981	950
ARFRP1	879	815	749	576	675	677
ARG1	0	3	1	2	0	0
ARG2	277.89	237.12	251.33	209.72	141.42	155.97
ARGFX	0	0	0	0	0	0
ARGFXP2	10	0	14	4	3	5
ARGLU1	1721	1535	1530	1370	1205	1213
ARHGAP1	2055	2056	3273	2459	2274	2194
ARHGAP10	714	697	898	729	640	610
ARHGAP11A	3736.12	3727.4	4362.2	3446.63	3592.13	3556.74
ARHGAP11B	131.88	115.6	105.8	94.37	130.87	133.26
ARHGAP12	940	944	909	788	758	716
ARHGAP15	0	0	1	0	0	0
ARHGAP17	1367	1270	1620	1234	1126	1071
ARHGAP18	1973	2008	2186	1794	1727	1658
ARHGAP19	441	508	613	483	532	591
ARHGAP19-SLIT1	0	0	0	0	0	0
ARHGAP20	0	0	0	0	0	0
ARHGAP21	1878	2096	3133	2693	2222	2271
ARHGAP22	531	649	791	716	710	702
ARHGAP23	2680	2537	5670	4562	4343	4013
ARHGAP24	324	358	559	440	174	183
ARHGAP25	0	0	0	0	0	0
ARHGAP26	256	267	237	213	208	247
ARHGAP26-AS1	0	0	0	0	0	0
ARHGAP26-IT1	0	0	0	0	0	0
ARHGAP27	189	161	208	142	126	150
ARHGAP28	1	9	3	0	3	1
ARHGAP29	8688	8695	7822	6269	4716	4564
ARHGAP30	2	15	12	4	11	10
ARHGAP31	406	399	475	422	322	317
ARHGAP31-AS1	7	1	2	0	3	2
ARHGAP32	313	327	412	404	368	402
ARHGAP33	212	192	259	195	224	284
ARHGAP35	4400	4358	4576	3710	4094	4253
ARHGAP36	0	0	0	0	0	0
ARHGAP39	574	588	616	473	472	494
ARHGAP4	12	22	31	28	27	29
ARHGAP40	0	0	0	4	2	1
ARHGAP42	90	83	83	56	40	33
ARHGAP44	100	62	60	45	54	47
ARHGAP5	2622	2480	2750	2455	1907	1794
ARHGAP5-AS1	15	19	35	32	19	21
ARHGAP6	9	13	2	7	1	3
ARHGAP8	0	0	0	0	0	0
ARHGAP9	7	1	4	0	2	3
ARHGDIA	8357	8133	10531	8533	8563	8635
ARHGDIB	285	263	346	194	192	177
ARHGDIG	0	0	0	0	0	0
ARHGEF1	1971	1992	2458	1933	1911	1944
ARHGEF10	2328	2219	2506	1990	1684	1802
ARHGEF10L	179	208	213	183	140	143
ARHGEF11	929	999	1143	867	1024	915
ARHGEF12	4085	4116	5667	4767	4578	4364
ARHGEF15	0	0	0	0	0	0
ARHGEF16	91	75	35	29	25	45
ARHGEF17	1531	1402	2109	1811	2062	2079
ARHGEF18	3550	3622	4480	3558	3274	3254
ARHGEF19	138	143	110	91	87	77
ARHGEF2	1316	1318	2367	1827	1564	1463
ARHGEF25	602	631	725	626	520	566
ARHGEF26	252	259	220	195	160	158
ARHGEF26-AS1	1	0	1	0	0	0
ARHGEF28	3060	3115	3767	3123	2702	2596
ARHGEF3	71	64	78	68	24	44
ARHGEF3-AS1	0	0	0	0	0	0
ARHGEF33	38.46	12.47	16	22	18.76	12.49
ARHGEF34P	174.31	187.61	226.98	205.61	129.94	149.13
ARHGEF35	91.4	93.48	99.79	67.72	81.53	66.77
ARHGEF37	65	50	58	39	24	32
ARHGEF38	0	0	0	0	1	0
ARHGEF38-IT1	0	0	0	0	0	0
ARHGEF39	351.54	337.98	536.72	424.06	457.11	459.67
ARHGEF4	78	79	64	49	43	37
ARHGEF40	172	191	128	109	95	109
ARHGEF5	306.74	311.61	545.6	425.18	336.32	306.27
ARHGEF6	56	63	63	43	42	26
ARHGEF7	1311	1327	1757	1407	1221	1268
ARHGEF7-AS1	0	0	0	0	0	0
ARHGEF7-AS2	0	0	0	0	0	0
ARHGEF9	552	495	554	438	480	445
ARHGEF9-IT1	0	0	0	0	0	0
ARID1A	3201	3253	3784	3431	3781	3768
ARID1B	1490	1528	1717	1543	1670	1678
ARID2	840	865	1192	919	986	895
ARID3A	565	525	477	447	463	481
ARID3B	328	336	440	376	307	313
ARID3C	0	0	0	1	0	1
ARID4A	616	672	810	711	576	652
ARID4B	778	805	1143	969	914	824
ARID5A	187	200	471	302	240	221
ARID5B	830	748	617	605	561	488
ARIH1	1927	1791	2459	2010	1835	1746
ARIH2	1288	1100	1553	1186	1068	1125
ARIH2OS	1	4	7	3	9	13
ARL1	2114	1977	2385	1793	1346	1314
ARL10	171	149	98	104	112	112
ARL11	0	0	0	0	0	0
ARL13A	0	0	0	0	1	0
ARL13B	768	752	736	686	522	544
ARL14	4	4	2	0	0	0
ARL14EP	432	490	545	473	358	334
ARL14EPL	0	0	0	0	1	0
ARL15	153	153	129	122	122	122
ARL16	811	724	948	717	575	538
ARL17A	849.35	792.56	545.86	473.95	500.79	467.42
ARL17B	12.65	31.44	21.14	33.05	28.21	32.58
ARL2	1093	947	1385	1080	946	895
ARL2-SNX15	0	0	0	0	0	0
ARL2BP	1917	1852	2320	1766	1470	1418
ARL3	763	657	783	631	556	584
ARL4A	607	531	310	276	271	270
ARL4C	3327	3084	3387	2847	2154	2037
ARL4D	227	227	135	164	122	127
ARL5A	1017	922	974	771	736	670
ARL5B	738	791	916	858	762	600
ARL5C	0	0	0	1	0	0
ARL6	90	148	129	67	84	66
ARL6IP1	5691	5513	7162	5906	5343	5288
ARL6IP4	1652	1570	1998	1549	1576	1655
ARL6IP5	1195	1147	1382	1034	889	791
ARL6IP6	1091	1044	1376	1094	1088	988
ARL8A	515	478	908	722	577	536
ARL8B	2036	2028	2709	2253	1669	1657
ARL9	0	0	0	0	0	0
ARMC1	613	771	711	552	535	488
ARMC10	686	649	1054	813.69	721	691
ARMC12	0	1	5	2	2	0
ARMC2	34	41	19	27	38	28
ARMC2-AS1	0	0	0	0	0	0
ARMC3	7	3	0	5	3	1
ARMC4	184	224	195	173	121	141
ARMC5	458	461	665	479	573	512
ARMC6	1707	1777	1788	1487	1463	1412
ARMC7	592	670	878	605	656	617
ARMC8	761	759	865	755	577	522
ARMC9	808	832	715	585	660	626
ARMCX1	567	553	647	464	338	292
ARMCX2	7	10	3	2	2	1
ARMCX3	1425	1212	1580	1274	744	755
ARMCX4	557	552	247	181	191	190
ARMCX5	238	291	224	201	131	114
ARMCX5-GPRASP2	73.44	0	13.11	0	0	0
ARMCX6	654	594	850	706	486	529
ARMS2	0	0	0	0	0	0
ARMT1	1093	1071	1189	946	813	780
ARNT	890	832	1022	909	796	827
ARNT2	36	33	16	14	10	8
ARNTL	178	175	194	157	133	130
ARNTL2	824	803	1028	810	416	378
ARNTL2-AS1	0	0	0	1	1	0
ARPC1A	2738	2765	3596	2860	2147	2043
ARPC1B	2732	2595	3882	2945	2696	2762
ARPC2	7055	6662	9553	7814	6287	6114
ARPC3	4041	4031	5566	4126	3255	3122
ARPC4	2481.96	2332.51	4454.15	3522.89	2637.84	2645.86
ARPC4-TTLL3	110.63	113.45	216.24	151.43	191.76	166.38
ARPC5	4192	3980	6130	5046	3574	3598
ARPC5L	1292	1263	1959	1553	1098	1051
ARPIN	172.62	215.15	173.57	90.69	148.58	116.41
ARPP19	5878	5796	6814	5533	5032	4393
ARPP21	0	0	0	0	0	0
ARR3	0	0	0	0	0	0
ARRB1	389	370	313	236	222	233
ARRB2	861	751	789	731	656	685
ARRDC1	483	389	372	329	299	306
ARRDC1-AS1	161	140	161	147	154	127
ARRDC2	429	413	445	277	331	291
ARRDC3	267	264	410	315	318	286
ARRDC3-AS1	14	20	20	14	10	18
ARRDC4	1162	1256	1298	1056	593	560
ARRDC5	0	0	0	0	0	0
ARSA	231	283	304	206	194	199
ARSB	420	403	487	411	366	340
ARSD	104	120	216	159	168	151
ARSE	50	58	22	31	15	9
ARSF	0	0	0	0	0	0
ARSG	186	184	187	120	135	173
ARSH	0	0	0	0	0	0
ARSI	2	0	3	0	3	1
ARSJ	1985	1985	2446	2149	1891	1728
ARSK	1281	1176	1225	1015	904	877
ART1	0	0	2	0	0	0
ART3	0	0	0	0	0	0
ART4	5	5	0	1	0	0
ART5	0	0	0	0	0	0
ARTN	3	0	5	1	5	3
ARV1	315	304	295	250	185	191
ARVCF	240	212	188	202	202	173
ARX	1	2	1	0	0	0
AS3MT	24.17	0	38	15	0	30
ASAH1	1312	1242	1410	1214	852	927
ASAH2	23.9	16.88	28.36	25.31	13.27	20.92
ASAH2B	27.1	29.12	39.64	20.69	18.73	14.08
ASAP1	6282	6349	8619	7271	5839	5638
ASAP1-IT1	0	1	6	2	10	0
ASAP1-IT2	26	11	11	13	15	9
ASAP2	2082	2051	2730	2485	2043	2043
ASAP3	77	92	59	33	43	50
ASB1	4627	4352	6660	5616	4502	4204
ASB10	0	0	0	0	0	0
ASB11	0	0	0	0	0	0
ASB12	0	0	2	1	0	0
ASB13	324	270	249	238	319	277
ASB14	2	2	3	8	3	3
ASB15	0	0	0	0	0	0
ASB16	31.86	19.71	46.6	14.93	20.6	32.1
ASB16-AS1	180.14	145.29	99.4	94.07	91.4	130.9
ASB17	0	0	0	0	0	0
ASB18	11	7	3	0	6	5
ASB2	0	0	0	0	0	0
ASB3	375	273.89	534.27	442.03	318.89	322
ASB4	0	0	0	0	0	0
ASB5	14	10	20	10	8	10
ASB6	903.31	935.17	1390.23	1054.25	908.89	971.76
ASB7	502	472	673	583	590	517
ASB8	502	474	729	559	478	505
ASB9	25	28	20	9	11	5
ASB9P1	0	0	4	0	1	0
ASCC1	643	613	628	528	446	468
ASCC2	1239	1299	1731	1282	1183	1204
ASCC3	2668	2802	2874	2344	1996	1939
ASCL1	0	0	0	0	0	1
ASCL2	0	0	0	0	0	0
ASCL3	0	0	0	0	0	0
ASCL4	0	0	0	0	0	0
ASCL5	5	1	0	1	1	1
ASF1A	1035	883	1080	891	517	511
ASF1B	2477	2450	2884	2298	2175	2286
ASGR1	12	0	8	20	4	1
ASGR2	0	0	0	0	0	0
ASH1L	2416.12	2445.86	2811.93	2644.35	2487.81	2355.74
ASH1L-AS1	76.88	64.14	65.07	47.65	74.19	58.26
ASH2L	1368	1326	1422	1244	1165	1128
ASIC1	56	51	23	18	19	23
ASIC2	4	5	5	3	4	15
ASIC3	28	13	47	28	29	32
ASIC4	0	3	1	6	2	2
ASIC5	0	0	0	0	0	0
ASIP	0	4	0	1	1	0
ASL	938	915	998	831	710	717
ASMT	0	3	0	0	0	2
ASMTL	308	311	380	304	277	221
ASMTL-AS1	55	50	30	31	35	30
ASNA1	3135	2962	4035	3136	2735	2690
ASNS	705	602	961	724	624	524
ASNSD1	1431	1435	1416	962	852	853
ASPA	3	7	0	0	3	1
ASPDH	0	0	0	0	0	0
ASPG	0	0	0	1	0	0
ASPH	4031	3890.53	5488.74	4378.89	3319	3296
ASPHD1	525	443	646	472	376	340
ASPHD2	34	51	37	27	33	36
ASPM	5546	5577	4852	4231	5037	5073
ASPN	0	0	1	4	3	1
ASPRV1	7	14	11	8	17	15
ASPSCR1	921	820	1123	840	873	935
ASRGL1	141	102	125	113	106	95
ASS1	315	325	276	221	127	113
ASTE1	139.24	121	181.11	125	121	121.29
ASTL	0	0	0	0	1	0
ASTN1	0	0	0	0	0	0
ASTN2	110	108	140	115	94	105
ASTN2-AS1	0	0	0	0	0	0
ASUN	1141	1164	1360	1090	941	863
ASXL1	4524	4274	5217	4098	4172	4153
ASXL2	1195	1310	1479	1386	1482	1415
ASXL3	0	0	0	0	0	0
ASZ1	0	0	0	0	0	0
ATAD1	1398	1391	1885	1541	1175	1103
ATAD2	5638	5519	5817	4711	3526	3456
ATAD2B	279	321	497	411	375	345
ATAD3A	2464.76	2437.12	2230.63	1643.93	1797.68	1673.75
ATAD3B	493.24	495.88	574.37	390.07	407.32	369.25
ATAD3C	0	1	0	1	0	1
ATAD5	800	728	662	491	492	462
ATAT1	239	161	151	103	119	95
ATCAY	0	0	3	0	1	0
ATE1	588	657	668.72	565	636	565
ATE1-AS1	2	4	1.28	3	2	1
ATF1	733	670	818	688	589	523
ATF2	968	887	1352	1126	1011	901
ATF3	323	340	456	369	219	158
ATF4	3624	3452	6913	5706	5124	5328
ATF5	1043	962	1321	1086	1096	1066
ATF6	1248	1191	1427	1174	1008	992
ATF6B	1083	998	1215	1018	1055	1017
ATF7	1230.1	1188.06	1438.63	1247	1206.68	1169.14
ATF7IP	1399	1486	1208	1026	926	960
ATF7IP2	122	99	156	120	108	90
ATG10	83	88	117	74	79	71
ATG101	1388	1201	1956	1451	1112	1086
ATG12	1090	1081	1672	1297	974	1001
ATG13	1451	1311	2079	1610	1323	1344
ATG14	975	1018	1536	1183	1002	985
ATG16L1	710	756	1053	899	654	659
ATG16L2	157	167	110	79	75	52
ATG2A	1018	1008	1430	1210	1183	1193
ATG2B	483	523	591	503	538	504
ATG3	1768	1898	2199	1741	1282	1210
ATG4A	193	183	299	262	154	168
ATG4B	1239	1140	1576	1164	1060	1024
ATG4C	234	302	345	254	217	254
