"Cont_1"	"Cont_2"	"SFN_1"	"SFN_2"
"ALG14"	17.61	19.06	20.36	23.25
"ALG1L"	0.16	0	0	0
"ALG1L2"	0	0	0	0
"ALG1L9P"	0.32	0.67	0.15	0.29
"ALG2"	29.15	33.55	26.49	28.04
"ALG3"	65.56	58.3	74.39	77.11
"ALG5"	68.96	62.84	66.27	64.33
"ALG6"	7.76	7.37	5.51	5.9
"ALG8"	48.03	49.6	46.83	41.83
"ALG9"	4.94	6.68	4.72	4.25
"ALK"	0.1	0.04	0.01	0.03
"ALKBH1"	28.71	28.98	29.63	31.49
"ALKBH2"	45.66	49.5	31.72	31.45
"ALKBH3"	26.72	25.82	22.89	24.96
"ALKBH3-AS1"	0.15	0.11	0.08	0
"ALKBH4"	10.18	11.48	10.07	9.41
"ALKBH5"	65.45	69.92	66.34	68.98
"ALKBH6"	27.94	42.14	32.67	31.9
"ALKBH7"	51.19	44.76	45.95	43.71
"ALKBH8"	8.64	9	6.17	6.83
"ALLC"	0	0	0	0
"ALMS1"	4.54	5.27	2.68	3.11
"ALMS1-IT1"	0.39	0.48	0.48	0.17
"ALMS1P"	0	0	0	0
"ALOX12"	0.08	0.13	0.03	0
"ALOX12-AS1"	1.13	0.73	0.57	0.72
"ALOX12B"	0.04	0.04	0.09	0.11
"ALOX12P2"	0	0	0	0
"ALOX15"	0	0	0.08	0.03
"ALOX15B"	0	0.04	0	0
"ALOX15P1"	0	0	0	0
"ALOX5"	0	0.21	0.03	0
"ALOX5AP"	1.07	0.14	0.11	0.14
"ALOXE3"	0.2	0.42	0.37	0.25
"ALPI"	0	0	0	0
"ALPK1"	4.51	4.04	4.22	4.6
"ALPK2"	2.15	2.38	1.16	1.57
"ALPK3"	9.1	9.45	6.64	6.4
"ALPL"	0.2	0.61	1.02	0.53
"ALPP"	0.12	0.49	0.05	0
"ALPPL2"	0	0	0.03	0.04
"ALS2"	37.43	37.74	36.57	37.67
"ALS2CL"	1.87	2.11	1.34	1.75
"ALS2CR11"	0.08	0.12	0.17	0.13
"ALS2CR12"	0.23	0.23	0	0.06
"ALX1"	5.26	3.75	1.5	2.07
"ALX3"	0.49	0.88	0.88	0.7
"ALX4"	0	0	0.02	0.03
"ALYREF"	321.21	302.29	305.24	314.64
"AMACR"	7.23	8.18	6.17	6.04
"AMBN"	0	0	0	0
"AMBP"	0	0	0	0.15
"AMBRA1"	12.6	12.63	13.49	12.97
"AMD1"	129.32	139.82	99.12	109.08
"AMDHD1"	0.49	0.09	0.1	0.31
"AMDHD2"	26.02	23.81	22.48	21.26
"AMELX"	0	0	0	0
"AMELY"	0	0	0	0
"AMER1"	2.07	1.72	1.11	1.01
"AMER2"	0	0	0	0
"AMER3"	0	0	0	0
"AMFR"	31.29	34.65	44.93	43.71
"AMH"	5.98	5.73	5.86	5.95
"AMHR2"	0	0	0	0.05
"AMICA1"	0.1	0	0	0
"AMIGO1"	0.27	0.32	0.09	0
"AMIGO2"	67.1	72.65	48.45	47.34
"AMIGO3"	2.71	4.7	4.54	4.64
"AMMECR1"	15.94	16	14.35	14.97
"AMMECR1L"	20.2	21.43	24.42	26.69
"AMN"	0	0	0	0.07
"AMN1"	3.21	3.47	4.06	3.34
"AMOT"	2.67	2.38	1.71	1.54
"AMOTL1"	15.79	16.18	15.47	15.82
"AMOTL2"	69.29	74.93	79.62	80.88
"AMPD1"	0	0	0.09	0.04
"AMPD2"	32.44	29.34	30.89	34.14
"AMPD3"	4.91	6.15	4.38	4.95
"AMPH"	0	0	0	0
"AMT"	1.66	1.51	0.37	0.71
"AMTN"	5.64	6.98	6.94	7.86
"AMY1A"	0	0	0	0
"AMY1B"	0	0	0	0
"AMY1C"	0	0	0	0
"AMY2A"	0	0.06	0.09	0.06
"AMY2B"	3.77	5.48	5.08	4.93
"AMZ1"	1.78	1.87	0.56	0.85
"AMZ2"	123.14	134.03	118.73	121.95
"AMZ2P1"	3.65	4.59	3.21	3.97
"ANAPC1"	30.15	28.64	23.86	24.85
"ANAPC10"	13.39	12.19	11.66	10.2
"ANAPC11"	203.31	208.86	264.19	228.16
"ANAPC13"	158.45	167.33	167.55	160.06
"ANAPC15"	84.8	91.44	90.84	89.04
"ANAPC16"	20.96	22.83	20.5	20.98
"ANAPC1P1"	0	0	0	0
"ANAPC2"	31.25	34.72	28.39	28.99
"ANAPC4"	20.65	20.78	11.73	10.6
"ANAPC5"	92.27	98.62	87.46	84.72
"ANAPC7"	60.48	61.73	45.34	44.43
"ANG"	5.63	2.76	2.78	3.88
"ANGEL1"	13.99	15.39	16.45	17.3
"ANGEL2"	14.83	14.78	11.11	12.33
"ANGPT1"	0.12	0.26	0.02	0.24
"ANGPT2"	0.12	0.04	0.19	0.2
"ANGPT4"	0.05	0.05	0.04	0
"ANGPTL1"	0.13	0	0	0.08
"ANGPTL2"	0.4	0.51	0.41	0.4
"ANGPTL3"	0	0.03	0	0
"ANGPTL4"	51.77	44.43	142.59	139.73
"ANGPTL5"	0	0	0	0
"ANGPTL6"	0.06	0	0	0
"ANGPTL7"	0	0.09	0.03	0.08
"ANHX"	0	0	0.04	0
"ANK1"	4.33	5.24	2.72	2.81
"ANK2"	3.06	3.32	1.75	1.59
"ANK3"	0.96	1.22	0.93	0.85
"ANKAR"	0.52	0.51	0.19	0.18
"ANKDD1A"	1.23	1.24	1.05	0.99
"ANKDD1B"	0.26	0.15	0.26	0.22
"ANKEF1"	3.83	3.74	2.6	2.54
"ANKFN1"	0.66	0.12	0.09	0.15
"ANKFY1"	22.27	23.68	19.39	19.74
"ANKH"	6.33	5.93	6.14	7.3
"ANKHD1"	37.05	34.84	26.9	34.02
"ANKHD1-EIF4EBP3"	11.71	14.22	15.6	16.88
"ANKIB1"	23.52	27.18	19.89	19.85
"ANKK1"	0	0.04	0.09	0
"ANKLE1"	8.02	9.94	3.99	3.64
"ANKLE2"	63.1	63.02	69.6	68.32
"ANKMY1"	1.97	2.72	1.8	1.5
"ANKMY2"	15.4	16.83	15.01	15.29
"ANKRA2"	9.7	11.07	12.87	13.66
"ANKRD1"	313.34	321.6	318.19	312.62
"ANKRD10"	43.68	47.24	46.61	48.09
"ANKRD11"	37.3	40.32	46.54	47.69
"ANKRD12"	3.27	3.82	3.35	4.16
"ANKRD13A"	121.39	133.55	113.07	117.47
"ANKRD13B"	7.26	6.44	5.14	5.68
"ANKRD13C"	12.04	14.03	13.59	14.38
"ANKRD13D"	16.41	14.46	12.37	12.43
"ANKRD16"	4.96	6.18	3.62	3.71
"ANKRD17"	42.09	44.52	40.08	45.23
"ANKRD18A"	6.5	6.73	2.39	2.67
"ANKRD18B"	7.84	10.32	5.36	7.65
"ANKRD18DP"	0	0	0.02	0
"ANKRD19P"	0.25	0.04	0.16	0.45
"ANKRD2"	0	0.22	0.12	0
"ANKRD20A1"	0.41	0.21	0	0
"ANKRD20A11P"	0	0	0	0
"ANKRD20A12P"	0.62	0.48	0.58	0.57
"ANKRD20A19P"	0	0.04	0.03	0
"ANKRD20A2"	1.46	0.2	0.27	0
"ANKRD20A3"	0	0.63	0.15	0.45
"ANKRD20A4"	0	0	0	0
"ANKRD20A5P"	0.68	0.54	0.24	0.31
"ANKRD20A8P"	0.02	0	0	0
"ANKRD20A9P"	0	0	0	0
"ANKRD22"	0	0	0	0
"ANKRD23"	2.09	2.14	1.63	2.36
"ANKRD24"	0.66	0.61	0.84	0.61
"ANKRD26"	9.71	12.24	6.7	6.31
"ANKRD26P1"	0.03	0	0.08	0.03
"ANKRD26P3"	0	0	0	0
"ANKRD27"	17.81	17.39	14.51	14.54
"ANKRD28"	27.43	28.15	25.9	28.33
"ANKRD29"	0.97	0.96	0.68	0.69
"ANKRD30A"	0	0	0	0
"ANKRD30B"	11.42	11.5	6.39	7.59
"ANKRD30BL"	0	0	0	0
"ANKRD30BP2"	0	0	0	0
"ANKRD30BP3"	0	0	0	0
"ANKRD31"	0.06	0.11	0.09	0.23
"ANKRD32"	11.18	11.57	8.77	8.79
"ANKRD33"	0	0	0	0
"ANKRD33B"	5.25	5.15	1.46	1.73
"ANKRD34A"	1.34	2.22	1.43	1.28
"ANKRD34B"	0.18	0.58	0.04	0.09
"ANKRD34C"	0	0	0	0
"ANKRD34C-AS1"	0	0	0	0
"ANKRD35"	0.09	0	0	0
"ANKRD36"	4.06	5.55	1.8	2.84
"ANKRD36B"	3.96	3.74	1.74	2.32
"ANKRD36BP1"	12.13	13.76	10.44	9.51
"ANKRD36BP2"	3.04	1.4	0.58	0.69
"ANKRD36C"	3.23	3.33	1	1.45
"ANKRD37"	9.71	8.43	4.53	3.97
"ANKRD39"	28.28	24.04	21.79	23.32
"ANKRD40"	37.86	37.36	36.15	39.37
"ANKRD42"	11.95	11.9	9.36	9.75
"ANKRD44"	2.46	2.06	2.27	2.83
"ANKRD44-IT1"	0	0	0	0
"ANKRD45"	0.1	0.22	0.24	0
"ANKRD46"	4.57	5.52	3.75	3.98
"ANKRD49"	9.51	7.76	8.68	8.52
"ANKRD50"	24.83	26.67	16.78	18.88
"ANKRD52"	58.23	59.76	50.62	50.8
"ANKRD53"	0.19	0.1	0.08	0.1
"ANKRD54"	28.59	30.62	29.49	24.38
"ANKRD55"	0	0	0	0
"ANKRD6"	0.02	0.04	0.04	0.13
"ANKRD60"	0	0	0	0
"ANKRD61"	1.02	2.86	1.55	1.98
"ANKRD62"	0	0	0	0
"ANKRD62P1-PARP4P3"	0	0	0	0
"ANKRD63"	0	0	0	0
"ANKRD65"	0	0.06	0.1	0
"ANKRD66"	0	0	0	0
"ANKRD7"	3.71	1.07	1.77	0.86
"ANKRD9"	11.25	12.85	8.93	8.16
"ANKS1A"	10.77	9.07	9.31	9.44
"ANKS1B"	0.17	0.32	0.18	0.11
"ANKS3"	13.7	14.8	15.57	14.37
"ANKS4B"	0	0	0	0
"ANKS6"	3.39	4.89	1.95	2.12
"ANKUB1"	0	0	0	0
"ANKZF1"	14.3	15.31	12.59	13.26
"ANLN"	257.87	279.41	224.94	234.32
"ANO1"	0	0	0	0
"ANO1-AS2"	0	0	0	0
"ANO10"	12.83	12.63	12.34	12.54
"ANO2"	0	0.05	0.15	0.02
"ANO3"	0	0	0	0
"ANO4"	1.59	1.56	0.85	1.24
"ANO5"	0	0	0	0
"ANO6"	36.61	38.49	35.03	38.01
"ANO7"	0.32	0.39	0.18	0.19
"ANO8"	7.93	6.85	5.32	5.06
"ANO9"	0.16	0.17	0.07	0.06
"ANOS1"	0.65	0.36	0.25	0.2
"ANP32A"	127.49	123.93	86.81	86.95
"ANP32A-IT1"	1.05	1.79	1.65	1.61
"ANP32AP1"	0	0	0	0
"ANP32B"	256.46	257.37	212.01	221.31
"ANP32C"	0	0	0	0
"ANP32D"	0	0	0	0
"ANP32E"	101.64	106.6	68.84	72.52
"ANPEP"	145.74	148.41	143.13	151.36
"ANTXR1"	34.6	36.31	24.62	27.94
"ANTXR2"	46.1	48.53	57.11	64.1
"ANTXRL"	0	0	0	0
"ANTXRLP1"	0	0	0	0
"ANXA1"	606.1	616.02	623.2	612.53
"ANXA10"	1.93	1.97	2.47	1.43
"ANXA11"	92.11	94.16	94.2	91.12
"ANXA13"	0	0	0	0.07
"ANXA2"	3632.72	3645.63	3560.7	3531.97
"ANXA2P1"	0.08	0.25	0.12	0
"ANXA2P2"	9.51	10.18	10.87	10.51
"ANXA2P3"	0	0	0	0
"ANXA2R"	2.79	3.95	3.22	3.75
"ANXA3"	35.81	36.81	31.41	31.8
"ANXA4"	59.75	52.84	52.04	55.5
"ANXA5"	690.86	685.02	786.75	801.52
"ANXA6"	131.91	126.5	121.2	119.26
"ANXA7"	106.6	111.3	107.11	112.44
"ANXA8"	0.16	0.05	0.04	0
"ANXA8L1"	0	0	0	0.18
"ANXA9"	0.7	0.4	0.42	0.16
"AOAH"	0	0.13	0	0
"AOAH-IT1"	0	0	0	0
"AOC1"	0	0	0	0
"AOC2"	4.36	4.69	6.79	6.74
"AOC3"	0.59	1.41	2.11	1.96
"AOC4P"	0	0.1	0.07	0.05
"AOX1"	37.27	36.01	36.86	37.71
"AOX2P"	0	0	0.06	0
"AP1AR"	17.6	22.13	17.98	19.44
"AP1B1"	58.34	57.49	61.26	60.23
"AP1B1P1"	0	0	0	0
"AP1G1"	33.65	35.72	35.93	37.54
"AP1G2"	42.34	44.5	30.95	34.31
"AP1M1"	150.44	170.94	165.47	163.59
"AP1M2"	49.52	49.83	37.71	43.99
"AP1S1"	201.73	193.86	198.1	201.85
"AP1S2"	26.54	29.59	21.5	21.72
"AP1S3"	15.36	16.88	9.98	10.13
"AP2A1"	84.15	98.53	88.79	83.66
"AP2A2"	32.73	35.92	31.56	32.51
"AP2B1"	141.23	158.13	129.88	136.02
"AP2M1"	490.92	488.29	536.04	537.04
"AP2S1"	493.71	486.47	570.11	593.08
"AP3B1"	36.56	38.98	39.86	40.06
"AP3B2"	0.47	0.31	0.38	0.26
"AP3D1"	139.18	143.6	130.35	127.3
"AP3M1"	36.63	37.3	36.79	38.55
"AP3M2"	30.78	31.49	25.89	26.21
"AP3S1"	97.91	98.45	84.37	84.11
"AP3S2"	11.44	11.76	12.74	13.26
"AP4B1"	12.06	10.86	10.12	10.49
"AP4B1-AS1"	1.09	1.11	0.81	1.04
"AP4E1"	10.38	11.53	9.42	10.84
"AP4M1"	14.94	16.21	20.46	18.71
"AP4S1"	4.6	5.97	3.82	4.11
"AP5B1"	11.54	11.27	10.33	10.33
"AP5M1"	34.84	35.7	37.27	40.37
"AP5S1"	25.15	29.96	19.91	19.98
"AP5Z1"	18.53	17.31	17.1	16.99
"APAF1"	10.47	12.39	9.73	10.29
"APBA1"	0	0.06	0.01	0.08
"APBA2"	11.62	13.21	12.02	11.49
"APBA3"	19.73	22.42	15.46	16.11
"APBB1"	6.64	7.18	4.46	5.69
"APBB1IP"	45.86	52.56	35.65	35.4
"APBB2"	21.44	21.14	25.22	27.13
"APBB3"	5.88	8.28	3.53	3.53
"APC"	12.88	14.03	10.89	12.66
"APC2"	0.28	0.27	0.4	0.37
"APCDD1"	0	0	0	0
"APCDD1L"	5.66	4.98	5.04	5.07
"APCDD1L-AS1"	0.27	0.34	0.14	0.55
"APCS"	0	0	0	0
"APEH"	52.43	55.49	45.07	49.49
"APELA"	0	0	0	0
"APEX1"	433.39	418.69	368.54	375.06
"APEX2"	38.02	38.4	31.4	32.5
"APH1A"	115.27	114.15	124.68	124.77
"APH1B"	8.66	9.38	7.54	7.46
"API5"	104.87	101.99	91.01	95.11
"APIP"	36.77	34.25	27.55	25.52
"APITD1"	21.54	25.08	19.06	18.44
"APITD1-CORT"	2.73	2.24	2.09	1.2
"APLF"	2.6	3.35	2.05	2.69
"APLN"	0.62	0.99	0.5	0.25
"APLNR"	0	0	0	0
"APLP1"	4.71	6.74	6.44	5.44
"APLP2"	277.98	278.63	290.62	313.03
"APMAP"	167.51	163.92	165.61	170.85
"APOA1"	0	0.14	0.22	0.14
"APOA1-AS"	0.3	0	0.26	0
"APOA1BP"	107.4	103.79	106.06	110.85
"APOA2"	0	0	0	0
"APOA4"	0	0	0	0
"APOA5"	0	0	0.08	0
"APOB"	0	0	0	0
"APOBEC1"	0	0	0	0
"APOBEC2"	0	0.26	0.29	0.18
"APOBEC3A"	0	0	0	0
"APOBEC3A_B"	0	0	0	0
"APOBEC3B"	39.15	52.99	42.73	47.86
"APOBEC3B-AS1"	0	0	0	0
"APOBEC3C"	63.28	76.44	63.59	68.35
"APOBEC3D"	0.19	0.12	0.35	0.37
"APOBEC3F"	3.73	2.89	2.71	2.53
"APOBEC3G"	0.75	1.48	0.63	0.64
"APOBEC3H"	0.33	0.5	0.17	0
"APOBEC4"	0	0	0	0
"APOBR"	0	0.1	0.16	0.02
"APOC1"	8.48	2.04	5.31	3.81
"APOC1P1"	0	0	0	0
"APOC2"	0	0	0	0
"APOC3"	0	0	0	0
"APOC4"	0	0	0	0
"APOC4-APOC2"	0	0	0	0
"APOD"	0	0	0.08	0.2
"APOE"	6.95	6.4	7	7.2
"APOF"	0	0	0	0
"APOH"	0	0	0	0
"APOL1"	0.53	0.14	0.31	0.41
"APOL2"	33.1	29.76	22.34	21.58
"APOL3"	0.23	0.43	0.18	0.13
"APOL4"	0	0	0.04	0.06
"APOL5"	0	0	0	0
"APOL6"	1.87	1.78	0.47	0.31
"APOLD1"	8.19	8.83	11.39	11.42
"APOM"	1.16	1.23	1.9	0.81
"APOO"	29.81	29.36	30.96	31.63
"APOOL"	6.32	5.21	5.62	5.86
"APOOP5"	0	0	0	0
"APOPT1"	27.65	24.33	20.01	19.43
"APP"	511.38	518.47	543.47	564.97
"APPBP2"	25.19	26.57	24.53	25.79
"APPL1"	12.72	13.47	9.11	10.23
"APPL2"	27	25.81	18.48	20.73
"APRT"	201.73	224.45	267.79	228.09
"APTR"	9.28	7.78	5.43	5.85
"APTX"	64.54	64.03	69.39	67.33
"AQP1"	0.15	0.08	0.12	0.07
"AQP10"	0	0	0	0
"AQP11"	0.93	1.41	0.48	0.71
"AQP12A"	0	0	0	0
"AQP12B"	0	0	0	0
"AQP2"	0	0	0	0
"AQP3"	0.68	0.39	0.65	0.47
"AQP4"	0	0	0	0
"AQP4-AS1"	0	0	0	0
"AQP5"	0	0	0	0.05
"AQP6"	0	0	0.24	0.07
"AQP7"	0	0	0	0
"AQP7P1"	0	0	0	0.11
"AQP7P3"	0	0	0	0
"AQP8"	0	0.17	0	0
"AQP9"	0	0	0.02	0
"AQR"	22.13	22.85	16.13	17.28
"AR"	0	0	0	0
"ARAF"	33.83	36.02	35.59	36.5
"ARAP1"	36.5	37.61	31.39	32.75
"ARAP2"	2.12	2.38	3.07	2.59
"ARAP3"	6.02	6.4	4.46	4.76
"ARC"	0.06	0.46	0.65	0.59
"ARCN1"	111.85	116.41	99.62	102.39
"AREG"	9.37	9.5	4.38	4.3
"AREL1"	39.46	40.87	33.96	37.7
"ARF1"	379.66	408.3	455.7	462.46
"ARF3"	115.78	109.83	91.71	97.41
"ARF4"	267.06	273.25	278.09	281.35
"ARF5"	141.89	146.99	175.84	156.49
"ARF6"	216.35	217.64	188.1	198.51
"ARFGAP1"	115.3	118.26	123.88	126.45
"ARFGAP2"	46.57	47.69	45.41	45.74
"ARFGAP3"	43.6	45.7	46.29	41.1
"ARFGEF1"	11.33	12.5	7.73	9.32
"ARFGEF2"	28.98	28.25	23.98	26.33
"ARFGEF3"	2.63	2.73	2.11	2.26
"ARFIP1"	26.11	26.15	22.13	23.09
"ARFIP2"	24.13	23.93	26.47	26.54
"ARFRP1"	31.96	31.39	21.17	20.88
"ARG1"	0	0.22	0.06	0.14
"ARG2"	13.58	12.29	9.6	10.22
"ARGFX"	0	0	0	0
"ARGFXP2"	0.9	0	1	0.36
"ARGLU1"	97.28	92.04	67.79	77.37
"ARHGAP1"	53.86	57.08	66.43	63.74
"ARHGAP10"	21.35	22.08	20.82	21.58
"ARHGAP11A"	60.41	63.64	52.78	57.68
"ARHGAP11B"	14.94	13.92	9.61	10.88
"ARHGAP12"	16.41	17.5	12.25	13.71
"ARHGAP15"	0	0	0.04	0
"ARHGAP17"	35.45	35.06	32.56	31.6
"ARHGAP18"	50.86	54.83	43.63	45.73
"ARHGAP19"	7.04	8.59	7.55	7.61
"ARHGAP19-SLIT1"	0	0	0	0
"ARHGAP20"	0	0	0	0
"ARHGAP21"	22.6	26.71	29.04	31.91
"ARHGAP22"	16.99	21.9	19.76	22.77
"ARHGAP23"	39.49	39.59	64.41	66.25
"ARHGAP24"	6.65	7.96	9.06	9.12
"ARHGAP25"	0	0	0	0
"ARHGAP26"	2.45	2.69	1.75	2
"ARHGAP26-AS1"	0	0	0	0
"ARHGAP26-IT1"	0	0	0	0
"ARHGAP27"	5.93	4.65	4.7	3.82
"ARHGAP28"	0.02	0.15	0.04	0
"ARHGAP29"	81.48	86.33	56.43	57.83
"ARHGAP30"	0.05	0.36	0.21	0.09
"ARHGAP31"	4.31	4.49	3.89	4.41
"ARHGAP31-AS1"	1.71	0.26	0.42	0
"ARHGAP32"	2.71	2.96	2.71	3.35
"ARHGAP33"	4.71	4.47	4.41	4.24
"ARHGAP35"	42.36	44.42	33.9	35.14
"ARHGAP36"	0	0	0	0
"ARHGAP39"	10.83	11.7	8.95	8.77
"ARHGAP4"	0.34	0.65	0.66	0.77
"ARHGAP40"	0	0	0	0.13
"ARHGAP42"	1.67	1.63	1.19	1.02
"ARHGAP44"	2.09	1.37	0.97	0.93
"ARHGAP5"	23.31	23.34	18.8	21.46
"ARHGAP5-AS1"	1.25	1.68	2.31	2.68
"ARHGAP6"	0.2	0.32	0.03	0.16
"ARHGAP8"	0	0	0	0
"ARHGAP9"	0.32	0.05	0.11	0
"ARHGDIA"	424.31	436.2	415.16	430.54
"ARHGDIB"	25.38	24.87	24.47	17.45
"ARHGDIG"	0	0	0	0
"ARHGEF1"	55.64	59.62	53.7	53.99
"ARHGEF10"	36.77	37.11	30.56	31.03
"ARHGEF10L"	3.68	4.52	3.4	3.73
"ARHGEF11"	11.73	13.4	11.18	10.87
"ARHGEF12"	35.62	37.97	38.01	40.87
"ARHGEF15"	0	0	0	0
"ARHGEF16"	2.88	2.51	0.86	0.91
"ARHGEF17"	16.85	16.33	17.86	19.61
"ARHGEF18"	59.24	63.97	57.61	58.55
"ARHGEF19"	4.17	4.57	2.58	2.72
"ARHGEF2"	28.05	29.83	39	38.44
"ARHGEF25"	21.96	24.41	20.58	22.68
"ARHGEF26"	4.26	4.66	2.87	3.26
"ARHGEF26-AS1"	0.04	0	0.03	0
"ARHGEF28"	43.02	46.59	42.19	43.99
"ARHGEF3"	1.76	1.68	1.5	1.67
"ARHGEF3-AS1"	0	0	0	0
"ARHGEF33"	0.79	0.27	0.25	0.45
"ARHGEF34P"	3.68	4.2	3.71	4.29
"ARHGEF35"	3.46	3.75	2.94	2.55
"ARHGEF37"	1.18	0.96	0.81	0.7
"ARHGEF38"	0	0	0	0
"ARHGEF38-IT1"	0	0	0	0
"ARHGEF39"	8.37	8.53	9.89	9.98
"ARHGEF4"	1.87	2.04	1.2	1.16
"ARHGEF40"	2.52	2.99	1.45	1.57
"ARHGEF5"	4.88	5.25	6.7	6.67
"ARHGEF6"	1.03	1.22	0.89	0.78
"ARHGEF7"	22.71	24.33	23.5	24.05
"ARHGEF7-AS1"	0	0	0	0
"ARHGEF7-AS2"	0	0	0	0
"ARHGEF9"	8.92	8.48	6.89	7.02
"ARHGEF9-IT1"	0	0	0	0
"ARID1A"	31.94	34.37	29.06	33.69
"ARID1B"	13.25	14.38	11.74	13.5
"ARID2"	8.5	9.27	9.29	9.15
"ARID3A"	18.54	18.25	12.15	14.54
"ARID3B"	6.82	7.4	7.07	7.71
"ARID3C"	0	0	0	0.09
"ARID4A"	9.32	10.77	9.44	10.58
"ARID4B"	11.26	12.27	12.81	13.77
"ARID5A"	8.07	9.15	15.84	12.96
"ARID5B"	9.95	9.49	5.76	7.25
"ARIH1"	32.14	31.64	31.64	33.06
"ARIH2"	28.25	25.55	26.33	25.69
"ARIH2OS"	0.06	0.27	0.35	0.19
"ARL1"	59.27	58.72	51.84	49.73
"ARL10"	6.68	6.17	2.98	4.04
"ARL11"	0	0	0	0
"ARL13A"	0	0	0	0
"ARL13B"	17.26	17.98	12.76	15.21
"ARL14"	0.33	0.35	0.13	0
"ARL14EP"	17.1	20.56	16.8	18.6
"ARL14EPL"	0	0	0	0
"ARL15"	5.76	6.1	3.78	4.56
"ARL16"	72.92	69.14	67.72	65.12
"ARL17A"	16.2	16.14	9.19	9.69
"ARL17B"	2.28	6.03	3.14	7.59
"ARL2"	130.86	120.72	133.26	132.19
"ARL2-SNX15"	0	0	0	0
"ARL2BP"	87.52	89.64	82.66	80.26
"ARL3"	17.61	16.06	13.98	14.39
"ARL4A"	18.22	16.96	7.28	8.29
"ARL4C"	74.23	72.77	58.44	62.68
"ARL4D"	14.47	15.35	6.77	10.47
"ARL5A"	29.35	28.12	21.75	22.19
"ARL5B"	18.5	21.01	17.78	21.27
"ARL5C"	0	0	0	0.13
"ARL6"	5.92	10.15	6.51	4.34
"ARL6IP1"	238.27	244.68	233.67	245.84
"ARL6IP4"	117.18	120.31	116.55	112.82
"ARL6IP5"	53.73	54.67	48.48	46.27
"ARL6IP6"	35.66	37.52	35.13	35.45
"ARL8A"	28.27	27.82	39.03	39.56
"ARL8B"	62.47	65.93	64.49	68.48
"ARL9"	0	0	0	0
"ARMC1"	18.42	24.55	16.57	16.45
"ARMC10"	25.64	25.61	30.48	30.14
"ARMC12"	0	0.1	0.38	0.2
"ARMC2"	0.82	1.04	0.35	0.64
"ARMC2-AS1"	0	0	0	0
"ARMC3"	0.26	0.11	0	0.15
"ARMC4"	4.59	5.89	3.74	4.24
"ARMC5"	10.73	11.74	12.32	11.32
"ARMC6"	66.32	73.03	54.29	57.74
"ARMC7"	29.86	36.7	35.31	31.83
"ARMC8"	16.53	16.82	14.12	15.53
"ARMC9"	26.23	27.12	16.01	17.18
"ARMCX1"	25.42	26.29	22.63	20.7
"ARMCX2"	0.23	0.35	0.08	0.07
"ARMCX3"	38.21	34.44	32.8	33.78
"ARMCX4"	6.71	7.03	2.29	2.14
"ARMCX5"	7.9	10.39	5.83	6.72
"ARMCX5-GPRASP2"	1.66	0	0.23	0
"ARMCX6"	51.67	50.65	49.84	53.7
"ARMS2"	0	0	0	0
"ARMT1"	39.08	40.64	33.07	33.59
"ARNT"	16.03	15.85	14.21	16.14
"ARNT2"	0.48	0.46	0.16	0.18
"ARNTL"	5.75	6.01	4.94	5.11
"ARNTL2"	9.72	10	9.36	9.4
"ARNTL2-AS1"	0	0	0	0.16
"ARPC1A"	171.64	183.9	177.14	179.48
"ARPC1B"	181.72	183.16	203.22	196.35
"ARPC2"	479.73	480.54	511.78	532.97
"ARPC3"	501.66	532.3	556.8	523.48
"ARPC4"	156.3	158.71	225.11	222.12
"ARPC4-TTLL3"	2.48	2.69	3.74	3.35
"ARPC5"	193.83	195.11	221.25	232.3
"ARPC5L"	144.76	150.45	175.99	177.1
"ARPIN"	2.46	3.24	1.91	1.27
"ARPP19"	94.48	98.94	84.67	87.79
"ARPP21"	0	0	0	0
"ARR3"	0	0	0	0
"ARRB1"	4.46	4.5	2.77	2.67
"ARRB2"	43.91	40.54	31.54	37.22
"ARRDC1"	30.49	26.05	18.45	20.79
"ARRDC1-AS1"	11.06	11.05	9.18	10.97
"ARRDC2"	15.93	16.22	12.81	10.18
"ARRDC3"	5.71	5.98	6.77	6.65
"ARRDC3-AS1"	0.52	0.79	0.58	0.52
"ARRDC4"	25.45	29.14	21.98	22.85
"ARRDC5"	0	0	0	0
"ARSA"	4.79	6.21	4.84	4.22
"ARSB"	8.78	8.32	7.05	7.01
"ARSD"	1.76	2.15	2.82	2.65
"ARSE"	2.16	2.63	0.73	1.32
"ARSF"	0	0	0	0
"ARSG"	6.36	6.58	4.86	4
"ARSH"	0	0	0	0
"ARSI"	0.06	0	0.07	0
"ARSJ"	37.43	39.64	35.61	39.98
"ARSK"	34.68	33.73	25.69	27.19
"ART1"	0	0	0.13	0
"ART3"	0	0	0	0
"ART4"	0.38	0.41	0	0.08
"ART5"	0	0	0	0
"ARTN"	0.16	0	0.2	0.05
"ARV1"	22.51	23.05	16.62	17.93
"ARVCF"	5.3	4.96	3.21	4.41
"ARX"	0.03	0.07	0.02	0
"AS3MT"	0.92	0	1.12	0.57
"ASAH1"	46.66	46.81	38.99	42.9
"ASAH2"	0.98	0.73	0.9	1.03
"ASAH2B"	6.13	7.04	7.54	4.95
"ASAP1"	87.06	93.05	92.01	99.2
"ASAP1-IT1"	0	0.1	0.44	0.19
"ASAP1-IT2"	1.23	0.55	0.41	0.61
"ASAP2"	32.43	33.9	32.82	38.18
