	Ctrl_1	Ctrl_2	SFN_1	SFN_2	NRF2KO-Cont_1	NRF2KO-Cont_2	NRF2KO-SFN_1	NRF2KO-SFN_2
ADO	17.71	19.24	17.41	19.17	20.68	19.48	21.16	20.75
ADORA1	9.39	9.35	5.21	5.67	18.49	19.64	12.17	14.53
ADORA2A	1.6	1.28	1.27	2.28	1.58	2.99	1.76	2.58
ADORA2A-AS1	0.15	0.06	0.17	0.16	0.45	0.33	0.43	0.15
ADORA2B	51.22	41.03	35.54	34.35	42.49	42.25	38.51	38.29
ADORA3	0	0	0	0	0	0	0	0
ADPGK	44	44.95	44.87	42.09	39.91	39.3	42.2	38.31
ADPGK-AS1	0.31	0	0.14	0.59	0.3	0.43	0.29	0.14
ADPRH	2.08	1.88	1.17	1.31	2.4	2.17	1.29	1.61
ADPRHL1	1.04	0.95	1.07	0.99	0.27	1.53	0.54	1.18
ADPRHL2	51.63	48.08	49.25	44.26	52.5	55.11	49.03	45.62
ADPRM	8.4	6.35	4.55	6.33	6.41	6.5	4.33	6.25
ADRA1A	0	0	0	0	0	0	0	0
ADRA1B	0.67	1.74	0.62	0.54	1	1.86	0.86	0.39
ADRA1D	0	0.11	0	0	0.12	0	0	0.16
ADRA2A	0	0	0	0.05	0.05	0	0.03	0
ADRA2B	0	0	0	0	0	0	0	0.03
ADRA2C	1.04	0.16	0.39	0.35	0.45	0.41	0.45	0.52
ADRB1	0.19	0.07	0.05	0.16	0.33	0.5	0.25	0.22
ADRB2	6.98	9.35	7.4	6.95	4.12	3.55	5.65	5.48
ADRB3	0	0	0	0	0	0	0	0
ADRBK1	24.21	27.89	30.61	29.21	34.69	35.19	36.13	37.63
ADRBK2	0.02	0.03	0.03	0.04	0.01	0.01	0.04	0.03
ADRM1	276.39	288.73	330.35	329.74	311.97	329.49	311.98	321.19
ADSL	120.07	122.74	84.14	88.72	116.18	118.76	95.59	96.29
ADSS	62.28	59.45	47.15	48.29	52.73	55.1	47.97	46.4
ADSSL1	0.73	0.42	0.71	0.34	0.58	0.74	0.7	0.39
ADTRP	6.64	5.9	5.11	3.49	3.71	3.65	1.9	2.35
AEBP1	0.15	0.28	0	0.09	0.05	0.08	0.2	0.2
AEBP2	15.35	15.2	12.27	12.65	15.94	16.77	14.7	14.3
AEN	63.47	65.42	70.45	67.57	64.02	59.27	66.76	69.13
AES	452.31	435.99	478.59	447.39	522.68	524.09	532.43	522.12
AFAP1	49.78	53.71	41.76	44.4	60.58	63.79	59.49	57.63
AFAP1-AS1	0.59	0.78	0.56	0.49	0.97	0.72	0.98	0.78
AFAP1L1	6.52	7.22	3.29	3.56	4.84	4.72	2.95	3.16
AFAP1L2	2.35	1.74	0.67	0.6	2.01	2.35	0.73	0.99
AFF1	16.64	17.53	15.55	18.31	15.81	14.72	15.3	15.67
AFF2	0	0	0	0	0	0	0	0
AFF3	2.36	2.85	1.46	1.74	3.76	2.82	2.33	2.46
AFF4	53.36	56.96	54.21	57.7	50.43	50.1	54.95	54.69
AFG3L1P	12.84	12.84	10.6	10.15	16.23	15.61	11.86	13.62
AFG3L2	27.19	25.61	22.29	19.74	22.41	26.99	24.75	23.47
AFM	0	0	0	0	0	0	0	0
AFMID	14.95	16.14	12.99	11.74	15.17	13.86	15.97	14.17
AFP	0.71	0.05	0.52	0.85	0	0.06	0.27	0.16
AFTPH	13.72	15.3	13.53	15	12.57	11.54	13.48	13.23
AGA	16.06	15.73	13	13.27	13.35	14.64	11.98	12.22
AGAP1	5.93	6.26	5.13	6.77	8.73	9.85	9.29	8.55
AGAP1-IT1	1.75	1.4	0	0.92	0.99	0.52	0.75	0
AGAP11	0.58	0.7	0.36	0.92	0.49	0.59	0.46	0.5
AGAP2	0.04	0.06	0.03	0.04	0.06	0.25	0.08	0.09
AGAP2-AS1	24.48	20.89	17.96	14.86	25.35	24.53	16.91	15.07
AGAP3	32.76	34.82	30.56	30.25	47.43	47.83	41.72	43.37
AGAP4	11.61	11.38	11.42	9.93	11.18	13.36	10.89	11.42
AGAP5	4.68	3.67	3.08	4.44	4.61	4.07	5.04	4.81
AGAP6	15.22	17.56	19.72	19.32	19.14	19.84	20.33	19.7
AGAP7P	1.36	0.72	0.68	0.75	0.86	0.76	0.74	1.13
AGAP9	7.24	9	7.83	7.48	9.96	7.78	6.66	8.94
AGBL1	0	0	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0
AGBL2	0.43	0.32	0.27	0.15	0.45	0.45	0.17	0.23
AGBL3	0.03	0.24	0.06	0	0.03	0.09	0.14	0
AGBL4	0	0	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0	0	0
AGBL5	28.04	29.37	26.02	24.81	35.48	36.21	28.59	27.9
AGBL5-AS1	0	0	0	0	0	1.57	0	0.78
AGER	4.1	4.49	3.39	4.55	8.25	7.27	4.55	5.37
AGFG1	18.54	21.88	17.44	17.43	21.55	19.37	20.33	20.32
AGFG2	8.99	11.36	5.98	5.78	11.03	11.23	6.88	6.94
AGGF1	20.81	21	17.06	16.26	18.24	18.3	17.58	17.86
AGK	26.14	27.6	22.55	24.03	25.83	25.55	26.83	23.5
AGL	7.36	7.5	4.12	3.92	8.31	8.3	4.86	5.72
AGMAT	0.06	0.03	0.07	0.06	0	0.14	0.13	0.27
AGMO	0	0	0	0	0	0	0	0
AGO1	11.84	12.03	7.67	8.91	14.8	13.74	11.78	11.92
AGO2	32.6	34.79	38.95	49.11	41.73	43.65	52.68	48.4
AGO3	7.91	9.69	9.22	10.97	8.44	9.33	11.64	10.78
AGO4	3.57	3.05	2.87	3.76	4.12	4.61	3.66	4.21
AGPAT1	56.93	66.34	70.14	64.63	69.44	64.81	67.01	69.19
AGPAT2	69.58	67.04	74.24	73.48	86.1	84.49	78.59	81.06
AGPAT3	25.09	26.02	25.34	23.8	29.54	30.49	30.2	29.68
AGPAT4	4.93	4.38	4.11	4.06	6.02	5.7	5.15	5.38
AGPAT4-IT1	3.07	2.41	3.85	3.12	4.26	3.6	2.93	4
AGPAT5	32.78	37.52	26.72	27.64	32.2	32.83	30.89	30.18
AGPAT6	48.24	44.34	46.31	47.68	45.93	46.98	44.62	47.9
AGPAT9	10.44	12.58	16.77	17.88	4.77	4.15	6.07	7.48
AGPS	23.18	24.72	17.01	15.62	22.9	22.34	17.79	18.61
AGR2	0	0	0.19	0	0	0	0	0.28
AGR3	0	0	0	0	0	0	0	0
AGRN	160.19	166.73	157.83	158.01	218.82	222.93	200.57	201.2
AGRP	0	0	0	0	0	0	0	0
AGT	0	0	0	0	0	0	0.04	0
AGTPBP1	14.02	15.07	8.06	9.31	12.29	12.47	8.35	8.13
AGTR1	0	0	0.07	0	0	0	0	0
AGTR2	0	0	0	0	0	0	0	0
AGTRAP	41.98	43.09	50	45.48	39.01	43.64	36.37	43.82
AGXT	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0
AHCTF1	32.41	35.18	31.4	35.41	31.45	30.95	33.09	32.87
AHCTF1P1	0.19	0.34	0.26	0.21	0.33	0.25	0.13	0.21
AHCY	343.33	367.38	344.34	345.41	391.34	389.99	358.32	354.55
AHCYL1	66.01	68.62	51.63	55.08	70.15	72.63	57.97	60.69
AHCYL2	6.45	6.59	5.57	6.17	5.81	4.81	5.34	5.44
AHDC1	9.14	8.26	8.42	8.48	10.76	11.41	9.85	9.37
AHI1	11.45	10.88	6.69	8.66	9.08	10.79	8.27	9.59
AHNAK	156.11	167.92	141.28	157.51	181.84	183.73	191.77	193.75
AHNAK2	10.32	12.16	8.33	7.77	10.26	9.66	8.33	8.56
AHR	14.3	18.45	14.78	14.92	14.1	13.71	15.26	13.64
AHRR	8	9.12	7.3	7.15	9.26	9.48	9.12	8.6
AHSA1	476.85	461.99	806.85	822.28	385.55	391.9	603.24	609.67
AHSA2	28.18	22.86	17.69	17.33	29.01	28.97	18.33	21.01
AHSG	0	0	0	0	0	0	0	0
AHSP	0	0	0	0	0	0	0	0
AICDA	0	0	0	0	0	0	0	0
AIDA	83.43	90.26	89.02	95.42	70.86	73.1	85.21	80.46
AIF1	0	0.22	0	0	0	0.45	0	0
AIF1L	0.79	0.81	0.35	0.6	1.34	1.19	0.79	0.73
AIFM1	46.31	50.25	47.48	45.54	48.75	49.83	45.81	44.31
AIFM2	4.78	5.3	5.42	4.57	3.4	3.68	3.16	3.71
AIFM3	0.24	0	0.13	0.04	0.28	0.15	0.09	0.14
AIG1	14.08	11.85	12.38	12.62	12.67	13.59	12.81	11.68
AIM1	7.27	8.58	3.66	3.97	9.73	10.09	5.81	6.34
AIM1L	0.08	0.09	0.03	0	0.09	0.06	0.04	0.02
AIM2	0	0	0	0	0	0	0	0
AIMP1	38.02	41.13	39.39	40.55	33.58	34.42	38.3	39.33
AIMP2	55.32	56.8	60.31	56.45	54.93	53.24	54.8	60.72
AIP	85.51	86.19	79.2	84.65	100.14	97.72	89.05	84.1
AIPL1	0	0	0	0	0	0	0	0
AIRE	0	0	0	0	0	0	0	0
AIRN	0	0.04	0.11	0.04	0	0.05	0	0.08
AJAP1	0	0	0	0	0	0	0	0
AJUBA	99.25	103.93	74.32	73.63	117.24	116.53	85.9	88.93
AK1	45.55	42.25	39.99	39.21	41.68	43.68	40.54	41.91
AK2	106.18	104.23	87.08	88.78	110.75	110.88	97.35	99.22
AK3	16.85	14.91	13.12	15.03	14.23	15.49	14.25	14.46
AK4	12.49	13.79	10.86	10.71	11.55	12.65	10.42	10.45
AK5	25.45	27.17	21.51	20.01	13.2	15.25	13.17	11.78
AK6	104.34	90.63	104.51	108.08	63.5	75.54	91.03	89.66
AK7	0	0.03	0	0	0.06	0	0	0
AK8	0.55	0.34	0.32	0.14	0.77	0.71	0.36	0.85
AK9	2.99	2.36	1.72	2.07	2.24	2.46	2	1.78
AKAP1	35.76	37.1	21.52	20.77	37.44	36.86	26.87	28.3
AKAP10	15.23	15.55	16.93	18.15	14.82	14.28	18.19	18.44
AKAP11	21.29	25.11	16.39	19.09	20.32	20.07	18.29	18.75
AKAP12	49.32	54.12	53.19	55.98	52.08	51.72	50.95	47.16
AKAP13	13.79	16.32	13.94	14.62	16.26	16.77	15.67	16.16
AKAP14	0	0	0	0	0	0	0	0
AKAP17A	19.6	18.53	24.25	23.59	22.88	22.04	21.29	25.24
AKAP2	121.89	126.49	131.61	141.18	111.91	109.78	126.82	124.16
AKAP3	0	0.58	0.34	0.62	0.12	0.36	0.4	0.29
AKAP4	0	0	0	0	0	0	0	0
AKAP5	2.08	1.88	0.68	0.71	1.79	2.08	0.86	1.18
AKAP6	0.57	0.65	0.52	0.58	0.43	0.4	0.41	0.41
AKAP7	2.13	2.05	1.14	1.49	1.78	2.24	1.3	1.31
AKAP8	37.84	34.13	37.58	42.39	38.37	39.99	42.38	46.74
AKAP8L	62.4	61.34	99.24	96.06	65.88	70.77	94.77	100.72
AKAP9	9.73	11.73	9.48	10.18	12.06	11.93	11.59	11.2
AKIP1	46.01	48.06	36.24	40.59	48.22	49.42	44.29	43.94
AKIRIN1	73.99	80.93	84.53	86.34	62.68	66.64	74.24	73.44
AKIRIN2	42.76	51.59	58.02	67.37	50.3	51.39	53.72	55.26
AKNA	3.17	3.11	1.87	1.93	4.93	5.17	3.03	3.13
AKNAD1	0.36	0.2	0.16	0.12	0.14	0.11	0.11	0.07
AKR1A1	72.9	72.8	59.45	61.49	70.85	76.14	55.19	54.14
AKR1B1	230.18	226.08	226.25	247.66	134.32	139.43	137.23	133.26
AKR1B10	1.07	1.21	1.09	0.7	0.57	0.45	0.43	0.29
AKR1B15	0	0.33	0	0	0	0	0	0
AKR1C1	0.08	0.24	0.17	0.08	0.17	0	0	0.09
AKR1C2	0.15	0	0.02	0	0	0	0	0.12
AKR1C3	0	0	0.07	0	0	0	0.1	0
AKR1C4	0	0	0	0	0	0	0	0
AKR1C6P	0	0	0	0	0	0	0	0
AKR1C8P	0	0	0	0.09	0	0	0	0
AKR1D1	0.11	0	0	0	0	0	0	0
AKR1E2	0	0.2	0	0.12	0	0	0.21	0
AKR7A2	34.4	33.03	28.39	25	38.32	39.29	35.48	31.9
AKR7A2P1	0.48	0.25	0.57	0.56	0.27	0.29	0.27	0.83
AKR7A3	1.13	0.37	0.62	0.79	1.48	1.14	0.88	0.71
AKR7L	0.49	0.35	0.32	0.45	0.42	0.54	0	0.26
AKT1	67.53	67.34	65.33	73.28	85.65	86.37	83.21	86.13
AKT1S1	101.88	105.36	125.98	131.76	117.02	120.03	135	134.81
AKT2	51.24	52.53	49.43	53.43	64.98	67.84	61.92	61.19
AKT3	20.08	27.87	23.44	24.04	27.21	27.69	29.28	30.82
AKTIP	15.11	14.94	11.26	11.96	12.89	14.85	10.15	9.35
ALAD	17.21	17.84	14.09	13.89	22.46	23.48	16.53	17.02
ALAS1	35.54	38.85	31.02	28.9	26.49	27.03	29.51	26.93
ALAS2	0	0	0	0	0	0	0	0
ALB	0.34	0.04	0.39	0.46	0.29	0.35	0.38	0.25
ALCAM	217.14	236.02	180.24	190.89	211.37	223.25	199.59	200.97
ALDH16A1	24.06	26.34	19.86	22.41	32.32	31.68	24.36	26.99
ALDH18A1	51.16	59.91	45.71	44.59	56.6	54.53	47.06	45.9
ALDH1A1	0	0	0	0	0	0	0	0
ALDH1A2	0	0	0	0	0.06	0	0	0
ALDH1A3	336.47	333.74	230.14	249.53	270.5	287.6	234.49	225.22
ALDH1B1	85.46	88.31	61.94	65.31	76.25	79.81	63.8	65.09
ALDH1L1	0.11	0.36	0.24	0.25	0.53	0.44	0.44	0.3
ALDH1L1-AS1	0	0	0	0	0	0	0	0
ALDH1L1-AS2	0	0	0	0	0	0.05	0.05	0.05
ALDH1L2	0.32	0.29	0.11	0.27	0.29	0.37	0.34	0.33
ALDH2	1.54	0.81	0.62	0.93	0.64	0.55	0.69	0.81
ALDH3A1	0	0	0	0.11	0	0.13	0	0.13
ALDH3A2	19.78	19.75	21.25	19.02	14.75	15.25	11	12.18
ALDH3B1	9.82	8.79	7.53	7.86	12.75	13.49	11.84	10.55
ALDH3B2	0.11	0	0	0	0	0.09	0	0
ALDH4A1	13.68	15.5	13.11	12.72	17.84	17.49	16.46	14.27
ALDH5A1	0.39	0.56	0.24	0.28	0.39	0.31	0.23	0.4
ALDH6A1	4.35	6.18	6.6	6.67	8.32	7.15	8.12	8.36
ALDH7A1	27.31	26.3	20.8	20.75	25.89	26.66	19.93	20.88
ALDH8A1	0.16	0.33	0.46	0.31	0.18	0.33	0.12	0.18
ALDH9A1	60.78	59.59	55.6	60.16	48.19	52.35	51.88	48.4
ALDOA	1226.86	1276.52	1485.74	1526.66	1388.1	1348.79	1456.18	1469.5
ALDOB	0	0	0.06	0.04	0.09	0.05	0.13	0
ALDOC	10.19	9.46	9.53	8.8	13.35	15.43	10.01	11.56
ALG1	16.89	19.52	17.04	16	19.02	20.94	20	20.9
ALG10	8.34	7.69	5.7	6.41	7.61	6.27	6.29	7.15
ALG10B	4.91	6	4.06	4.01	5.98	5.93	4.41	5.23
ALG11	11.06	13.4	12.26	15.47	10.18	10.39	13.18	14.02
ALG12	14.96	19.14	20.45	21.21	19.73	21.06	21.2	21.17
ALG13	15.44	15.35	12.8	13.24	12.94	12.05	13.92	13.69
ALG14	17.61	19.06	20.36	23.25	24.6	20.35	20.59	22.33
ALG1L	0.16	0	0	0	0	0	0	0
ALG1L2	0	0	0	0	0	0	0	0
ALG1L9P	0.32	0.67	0.15	0.29	0.13	0.71	0.13	0.66
ALG2	29.15	33.55	26.49	28.04	25.46	24.06	24.5	25.53
ALG3	65.56	58.3	74.39	77.11	59.62	58.13	67.13	67.39
ALG5	68.96	62.84	66.27	64.33	63.93	56.24	65.87	60.71
ALG6	7.76	7.37	5.51	5.9	5.09	4.37	5.49	5.15
ALG8	48.03	49.6	46.83	41.83	40.17	37.14	41.47	39.2
ALG9	4.94	6.68	4.72	4.25	5.84	5.67	4.71	5.37
ALK	0.1	0.04	0.01	0.03	0.02	0.03	0.05	0.06
ALKBH1	28.71	28.98	29.63	31.49	25.35	26.05	26.28	25.92
ALKBH2	45.66	49.5	31.72	31.45	43.23	38.33	33.95	35.9
ALKBH3	26.72	25.82	22.89	24.96	27.02	31.59	25.31	27.68
ALKBH3-AS1	0.15	0.11	0.08	0	0.06	0.06	0.17	0.06
ALKBH4	10.18	11.48	10.07	9.41	13.08	13.57	10.84	11.45
ALKBH5	65.45	69.92	66.34	68.98	77.05	81.19	78.72	76.25
ALKBH6	27.94	42.14	32.67	31.9	35.09	31.62	30.62	27.02
ALKBH7	51.19	44.76	45.95	43.71	62.74	69.01	61.11	59.21
ALKBH8	8.64	9	6.17	6.83	7.54	7.27	6.84	6.88
ALLC	0	0	0	0	0	0	0.08	0
ALMS1	4.54	5.27	2.68	3.11	5	4.5	4.27	4.15
ALMS1-IT1	0.39	0.48	0.48	0.17	0.38	0.54	0.57	0.39
ALMS1P	0	0	0	0	0	0	0	0
ALOX12	0.08	0.13	0.03	0	0.09	0.1	0.09	0.09
ALOX12-AS1	1.13	0.73	0.57	0.72	0.51	1.34	0.77	0.79
ALOX12B	0.04	0.04	0.09	0.11	0.13	0.09	0.08	0
ALOX12P2	0	0	0	0	0	0	0	0
ALOX15	0	0	0.08	0.03	0	0	0	0
ALOX15B	0	0.04	0	0	0	0	0	0
ALOX15P1	0	0	0	0	0	0	0	0
ALOX5	0	0.21	0.03	0	0	0	0	0.05
ALOX5AP	1.07	0.14	0.11	0.14	1.06	0.32	0.6	0.78
ALOXE3	0.2	0.42	0.37	0.25	0.45	0.13	0.16	0.1
ALPI	0	0	0	0	0.06	0	0.06	0
ALPK1	4.51	4.04	4.22	4.6	5.07	5.17	4.51	4.85
ALPK2	2.15	2.38	1.16	1.57	2.45	2.29	1.41	1.57
ALPK3	9.1	9.45	6.64	6.4	8.48	9.08	7.43	7.65
ALPL	0.2	0.61	1.02	0.53	0.59	0.15	0.26	0.38
ALPP	0.12	0.49	0.05	0	0.28	0.26	0.24	0.18
ALPPL2	0	0	0.03	0.04	0.04	0	0	0
ALS2	37.43	37.74	36.57	37.67	41.51	40.79	38.74	41.14
ALS2CL	1.87	2.11	1.34	1.75	1.04	0.81	0.82	0.74
ALS2CR11	0.08	0.12	0.17	0.13	0.12	0.05	0.09	0.13
ALS2CR12	0.23	0.23	0	0.06	0.15	0.46	0	0.26
ALX1	5.26	3.75	1.5	2.07	3.54	3.53	1.49	1.53
ALX3	0.49	0.88	0.88	0.7	0.63	1.74	0.94	0.73
ALX4	0	0	0.02	0.03	0.05	0.02	0.02	0.04
ALYREF	321.21	302.29	305.24	314.64	482.91	450.01	471.28	476.57
AMACR	7.23	8.18	6.17	6.04	9.05	7.56	6.9	6.36
AMBN	0	0	0	0	0	0	0	0
AMBP	0	0	0	0.15	0	0	0	0
AMBRA1	12.6	12.63	13.49	12.97	15.94	15.44	15.34	16.6
AMD1	129.32	139.82	99.12	109.08	107.12	113.79	103.43	99.73
AMDHD1	0.49	0.09	0.1	0.31	0.3	0.21	0.3	0.21
AMDHD2	26.02	23.81	22.48	21.26	34.07	32.88	18.31	24.68
AMELX	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0
AMER1	2.07	1.72	1.11	1.01	1.68	1.76	1.46	1.32
AMER2	0	0	0	0	0	0	0	0
AMER3	0	0	0	0	0	0	0	0.02
AMFR	31.29	34.65	44.93	43.71	42.19	39.09	45.91	44.75
AMH	5.98	5.73	5.86	5.95	10.96	9.54	9.72	8.45
AMHR2	0	0	0	0.05	0.07	0	0.07	0.07
AMICA1	0.1	0	0	0	0	0	0	0
AMIGO1	0.27	0.32	0.09	0	0.09	0.45	0.21	0.44
AMIGO2	67.1	72.65	48.45	47.34	47.46	49.18	31.39	33.26
AMIGO3	2.71	4.7	4.54	4.64	4.66	5.53	5.08	4.59
AMMECR1	15.94	16	14.35	14.97	20.14	20.24	19.41	20.4
AMMECR1L	20.2	21.43	24.42	26.69	19.46	20.57	23.98	21.91
AMN	0	0	0	0.07	0	0	0	0.08
AMN1	3.21	3.47	4.06	3.34	3.3	3.64	3.23	2.73
AMOT	2.67	2.38	1.71	1.54	3.71	4.11	1.89	2.84
AMOTL1	15.79	16.18	15.47	15.82	13.43	13.07	12.03	12.74
AMOTL2	69.29	74.93	79.62	80.88	87.04	89.02	89.33	90.4
AMPD1	0	0	0.09	0.04	0.04	0.05	0	0
AMPD2	32.44	29.34	30.89	34.14	35.09	37.78	31.96	32.23
AMPD3	4.91	6.15	4.38	4.95	4.02	4.79	3.86	3.48
AMPH	0	0	0	0	0	0	0	0
AMT	1.66	1.51	0.37	0.71	1.02	0.62	0.56	0.81
AMTN	5.64	6.98	6.94	7.86	1.56	2.88	2.73	3.08
AMY1A	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0
AMY2A	0	0.06	0.09	0.06	0	0	0	0
AMY2B	3.77	5.48	5.08	4.93	2.45	2.53	3.49	4.23
AMZ1	1.78	1.87	0.56	0.85	1.16	1.14	0.77	0.77
AMZ2	123.14	134.03	118.73	121.95	131.34	130.98	132.86	128.18
AMZ2P1	3.65	4.59	3.21	3.97	5.06	4.52	4.09	4.03
ANAPC1	30.15	28.64	23.86	24.85	30.1	31.54	28.59	29.23
ANAPC10	13.39	12.19	11.66	10.2	11.28	15.33	10.31	9.67
ANAPC11	203.31	208.86	264.19	228.16	234.72	241.92	247.33	242.2
ANAPC13	158.45	167.33	167.55	160.06	118.55	127.26	135.94	130.69
ANAPC15	84.8	91.44	90.84	89.04	93.27	100.72	96.84	88.86
ANAPC16	20.96	22.83	20.5	20.98	23.16	23.5	23.73	23.27
ANAPC1P1	0	0	0	0	0	0	0	0
ANAPC2	31.25	34.72	28.39	28.99	41.79	44.29	32.55	34.3
ANAPC4	20.65	20.78	11.73	10.6	17.53	18.91	11.68	12.31
ANAPC5	92.27	98.62	87.46	84.72	95.09	92.72	84.54	87.43
ANAPC7	60.48	61.73	45.34	44.43	52.14	54.11	45.06	44.31
ANG	5.63	2.76	2.78	3.88	3.8	3	1.67	2.54
ANGEL1	13.99	15.39	16.45	17.3	16.13	16.37	17.94	18.53
ANGEL2	14.83	14.78	11.11	12.33	14.59	14.75	14.47	13.1
ANGPT1	0.12	0.26	0.02	0.24	0.05	0.1	0.12	0.1
ANGPT2	0.12	0.04	0.19	0.2	0.08	0.02	0.1	0.1
ANGPT4	0.05	0.05	0.04	0	0	0.06	0	0
ANGPTL1	0.13	0	0	0.08	0.03	0	0.03	0.03
ANGPTL2	0.4	0.51	0.41	0.4	0.31	0.39	0.23	0.12
ANGPTL3	0	0.03	0	0	0.07	0.04	0.07	0.07
ANGPTL4	51.77	44.43	142.59	139.73	38.35	35.04	99.1	83.63
ANGPTL5	0	0	0	0	0	0	0	0
ANGPTL6	0.06	0	0	0	0.28	0.3	0.28	0.22
ANGPTL7	0	0.09	0.03	0.08	0.14	0.15	0.14	0.19
ANHX	0	0	0.04	0	0	0	0	0
ANK1	4.33	5.24	2.72	2.81	9.69	10.51	6.37	6.57
ANK2	3.06	3.32	1.75	1.59	2.12	2.93	1.76	1.69
ANK3	0.96	1.22	0.93	0.85	1.49	1.62	0.95	1.01
ANKAR	0.52	0.51	0.19	0.18	0.2	0.41	0.32	0.19
ANKDD1A	1.23	1.24	1.05	0.99	1	1.12	0.83	0.58
ANKDD1B	0.26	0.15	0.26	0.22	0.21	0.13	0.25	0
ANKEF1	3.83	3.74	2.6	2.54	3.69	3.22	2.86	2.64
ANKFN1	0.66	0.12	0.09	0.15	0.22	0.09	0.17	0.04
ANKFY1	22.27	23.68	19.39	19.74	26.81	25.56	24.31	25.11
ANKH	6.33	5.93	6.14	7.3	6.84	7.09	7.41	7.45
ANKHD1	37.05	34.84	26.9	34.02	36.78	38.56	31.35	37.81
ANKHD1-EIF4EBP3	11.71	14.22	15.6	16.88	10.62	13.39	14.45	15.61
ANKIB1	23.52	27.18	19.89	19.85	21.99	21.68	20.13	19.89
ANKK1	0	0.04	0.09	0	0	0.04	0	0.04
ANKLE1	8.02	9.94	3.99	3.64	10.79	11.6	4.75	4.03
ANKLE2	63.1	63.02	69.6	68.32	67.77	68.02	65.92	69.84
ANKMY1	1.97	2.72	1.8	1.5	3.31	2.59	2.76	3.08
ANKMY2	15.4	16.83	15.01	15.29	13.71	15.79	12.82	12.77
ANKRA2	9.7	11.07	12.87	13.66	10.96	10.09	13.6	11.18
ANKRD1	313.34	321.6	318.19	312.62	146.54	135.8	186.75	172.56
ANKRD10	43.68	47.24	46.61	48.09	56.24	57.84	50.97	54.82
ANKRD11	37.3	40.32	46.54	47.69	53.5	54	57.19	56.24
ANKRD12	3.27	3.82	3.35	4.16	3.15	3.42	3.99	4.18
ANKRD13A	121.39	133.55	113.07	117.47	115.81	120.19	120.08	117.35
ANKRD13B	7.26	6.44	5.14	5.68	10.75	10.77	6.25	5.74
ANKRD13C	12.04	14.03	13.59	14.38	11.87	13.29	13.29	12.87
ANKRD13D	16.41	14.46	12.37	12.43	18.81	20.13	16.73	15.01
ANKRD16	4.96	6.18	3.62	3.71	7.73	9.06	5.61	5.31
ANKRD17	42.09	44.52	40.08	45.23	44.11	43.42	45.22	44.1
ANKRD18A	6.5	6.73	2.39	2.67	6.62	7.4	4.24	5.37
ANKRD18B	7.84	10.32	5.36	7.65	10.93	10.8	10.85	11.95
ANKRD18DP	0	0	0.02	0	0	0.11	0.04	0.07
ANKRD19P	0.25	0.04	0.16	0.45	0.05	0.05	0.51	0.43
ANKRD2	0	0.22	0.12	0	0.42	0.26	0.42	0.17
ANKRD20A1	0.41	0.21	0	0	0.56	0.39	0	0.08
ANKRD20A11P	0	0	0	0	0	0	0	0
ANKRD20A12P	0.62	0.48	0.58	0.57	0.58	0.68	0.32	0.4
ANKRD20A19P	0	0.04	0.03	0	0.06	0	0.04	0.02
ANKRD20A2	1.46	0.2	0.27	0	0.7	1.3	0	0.33
ANKRD20A3	0	0.63	0.15	0.45	0.67	0	0.8	0.69
ANKRD20A4	0	0	0	0	0.05	0	0	0
ANKRD20A5P	0.68	0.54	0.24	0.31	0.63	0.69	0.49	0.48
ANKRD20A8P	0.02	0	0	0	0.03	0.03	0	0
ANKRD20A9P	0	0	0	0	0	0	0	0
ANKRD22	0	0	0	0	0	0	0	0
ANKRD23	2.09	2.14	1.63	2.36	2.46	2.24	2.69	2.68
ANKRD24	0.66	0.61	0.84	0.61	0.5	0.48	0.73	0.75
ANKRD26	9.71	12.24	6.7	6.31	10.75	9.3	8.21	8.2
ANKRD26P1	0.03	0	0.08	0.03	0	0	0	0.03
ANKRD26P3	0	0	0	0	0	0	0	0
ANKRD27	17.81	17.39	14.51	14.54	17.42	18.59	14.88	16.55
ANKRD28	27.43	28.15	25.9	28.33	31.57	30.44	29.03	29.72
ANKRD29	0.97	0.96	0.68	0.69	0.55	0.64	0.61	0.59
ANKRD30A	0	0	0	0	0	0	0	0
ANKRD30B	11.42	11.5	6.39	7.59	10.23	10	7.02	7.32
ANKRD30BL	0	0	0	0	0	0	0	0
ANKRD30BP2	0	0	0	0	0	0	0	0
ANKRD30BP3	0	0	0	0	0	0	0	0
ANKRD31	0.06	0.11	0.09	0.23	0.03	0.14	0.15	0.08
ANKRD32	11.18	11.57	8.77	8.79	8.77	9.83	9.39	9.45
ANKRD33	0	0	0	0	0	0	0	0
ANKRD33B	5.25	5.15	1.46	1.73	5.88	6.01	2.88	2.74
ANKRD34A	1.34	2.22	1.43	1.28	1.67	1.73	1.15	1.56
ANKRD34B	0.18	0.58	0.04	0.09	0.31	0.57	0.1	0.05
ANKRD34C	0	0	0	0	0	0	0	0
ANKRD34C-AS1	0	0	0	0	0	0	0	0
