"Cont_1"	"Cont_2"	"SFN_1"	"SFN_2"
"ALDH7A1"	40.79	40.94	29.89	28.95
"ALDH8A1"	0.14	0.05	0.2	0.12
"ALDH9A1"	91.02	90.31	95.15	96.68
"ALDOA"	2726.32	2646.13	3135.56	2987.64
"ALDOB"	0	0.07	0	0.09
"ALDOC"	52.36	39.25	19.22	18.62
"ALG1"	28.51	28.63	29.96	28.53
"ALG10"	4.83	6.37	6.8	7.96
"ALG10B"	1.31	1.66	1.37	1.42
"ALG11"	9.18	9.96	11.47	10.95
"ALG12"	14.26	15.64	11.8	12.42
"ALG13"	9.38	9.48	12.14	11.74
"ALG14"	17.07	17.45	16.9	14.39
"ALG1L"	47.28	40.14	20.3	20.33
"ALG1L2"	0	0	0	0
"ALG1L9P"	0.33	0.3	0.17	0.19
"ALG2"	40.84	44.25	54.49	56.47
"ALG3"	67.71	72.07	89.19	84.79
"ALG5"	47.46	54.05	53.45	50.79
"ALG6"	5.56	5.71	4.98	5.42
"ALG8"	57.35	65.48	76.08	76.24
"ALG9"	5.79	6.12	5.51	5.72
"ALK"	0.02	0	0	0
"ALKBH1"	9.5	9.29	12.22	12.3
"ALKBH2"	33.47	32.68	41.3	35.21
"ALKBH3"	38.08	37.08	36.74	34.47
"ALKBH3-AS1"	0	0.03	0	0
"ALKBH4"	9.23	8.68	6.95	6.33
"ALKBH5"	31.68	35.02	40.31	38.57
"ALKBH6"	22.57	24.33	19.13	22.72
"ALKBH7"	42.77	35.51	21.71	23.06
"ALKBH8"	9.74	11.09	11.27	11.24
"ALLC"	0	0	0	0
"ALMS1"	5.82	6.75	5.32	4.71
"ALMS1-IT1"	0.13	0.26	0.28	0.38
"ALMS1P"	0.11	0.07	0.11	0.05
"ALOX12"	0.09	0.16	0.17	0.09
"ALOX12-AS1"	1.54	1.68	1.55	3.2
"ALOX12B"	0.39	0.3	0.06	0.49
"ALOX12P2"	6.21	6.87	8.98	9.27
"ALOX15"	0.14	0.12	0.18	0.13
"ALOX15B"	0.02	0	0.06	0
"ALOX15P1"	0.74	0.75	0.78	0.87
"ALOX5"	0.68	0.49	0.39	0.61
"ALOX5AP"	0.21	0	0	0.1
"ALOXE3"	1.81	1.61	3.07	2.96
"ALPI"	0	0	0	0
"ALPK1"	1.66	1.88	2.26	1.96
"ALPK2"	0.01	0	0	0.01
"ALPK3"	0.58	0.72	0.49	0.75
"ALPL"	0	0	0	0.03
"ALPP"	121.87	112.15	117.05	117.41
"ALPPL2"	4.89	3.93	2.91	2.76
"ALS2"	12.34	13.96	17.09	16.23
"ALS2CL"	29.95	28.91	26.33	24.24
"ALS2CR11"	0.1	0.03	0.01	0
"ALS2CR12"	0.25	0.36	0.42	0.4
"ALX1"	0	0	0	0
"ALX3"	0.94	1.61	1.92	2.23
"ALX4"	0.04	0.04	0.04	0.01
"ALYREF"	253.88	288.71	319.75	278.65
"AMACR"	9.72	8.34	6.59	5.84
"AMBN"	0	0	0	0
"AMBP"	0.04	0	0.18	0.16
"AMBRA1"	14.55	14.97	16.77	16.85
"AMD1"	33.82	42.29	54.26	54.83
"AMDHD1"	1.42	1.68	1.56	1.57
"AMDHD2"	15.32	15.17	16.77	17.39
"AMELX"	0	0	0	0
"AMELY"	0	0	0	0
"AMER1"	3.91	4.66	4.03	3.92
"AMER2"	0	0	0	0
"AMER3"	0.01	0	0	0
"AMFR"	58.65	64.8	73.09	79.58
"AMH"	2.17	2.64	2.27	2.29
"AMHR2"	0.04	0	0	0.1
"AMICA1"	0	0	0	0
"AMIGO1"	1.49	1.93	1.97	2.7
"AMIGO2"	69.68	72.51	76.88	68.91
"AMIGO3"	1.85	2.07	1.59	1.73
"AMMECR1"	7.89	9.67	10.76	10.97
"AMMECR1L"	14.32	14.77	15.9	15.9
"AMN"	4.22	3.39	3.55	3.18
"AMN1"	2.31	2.36	2.05	2.16
"AMOT"	1.71	2.02	1.72	2.22
"AMOTL1"	39.88	44.94	33.91	35.96
"AMOTL2"	89.89	90.42	93.57	88.83
"AMPD1"	0	0	0	0
"AMPD2"	18.32	19.03	27	26.48
"AMPD3"	4.19	4.39	5.23	5.17
"AMPH"	0	0	0	0.02
"AMT"	1.2	1.19	0.56	0.64
"AMTN"	0.37	0.19	0.19	0
"AMY1A"	0	0	0	0
"AMY1B"	0	0	0	0
"AMY1C"	0	0	0	0
"AMY2A"	0	0	0	0
"AMY2B"	0.32	0.61	0.22	0.39
"AMZ1"	0	0.01	0.04	0.03
"AMZ2"	72.72	76.3	76.88	76.05
"AMZ2P1"	1.63	1.57	1.83	1.34
"ANAPC1"	18.7	22.84	24.11	22.93
"ANAPC10"	10.35	9.69	11.77	10.12
"ANAPC11"	210.56	198.04	186.64	167.71
"ANAPC13"	71.2	69.15	77.85	80.58
"ANAPC15"	237.46	234.09	148.93	141.52
"ANAPC16"	53.69	52.71	45.97	47.51
"ANAPC1P1"	0	0	0	0
"ANAPC2"	65.35	65.68	57.13	57.75
"ANAPC4"	14.85	16.3	12.35	12.34
"ANAPC5"	91.91	104.46	96.43	98.96
"ANAPC7"	39.49	46.13	47.74	45.93
"ANG"	5.52	4.24	2.52	2.41
"ANGEL1"	8.91	10.36	14.01	13.45
"ANGEL2"	8.95	10.23	11.22	11.15
"ANGPT1"	0.01	0.08	0.05	0.02
"ANGPT2"	0.01	0.01	0.06	0.08
"ANGPT4"	0	0.03	0.04	0.08
"ANGPTL1"	0.01	0	0	0
"ANGPTL2"	0.01	0	0.02	0
"ANGPTL3"	0	0.07	0	0
"ANGPTL4"	3.63	3.4	7.97	8.09
"ANGPTL5"	0	0	0	0
"ANGPTL6"	0.19	0	0	0.1
"ANGPTL7"	0.05	0	0	0
"ANHX"	0	0	0	0
"ANK1"	5.34	6.18	3.62	3.54
"ANK2"	0	0.01	0	0
"ANK3"	13.29	14.21	7.86	8.51
"ANKAR"	0.5	0.26	0.23	0.28
"ANKDD1A"	0.31	0.34	0.45	0.5
"ANKDD1B"	0.13	0.08	0.06	0.08
"ANKEF1"	11.17	12.22	16.56	17.17
"ANKFN1"	1.05	0.87	0.69	0.71
"ANKFY1"	22.28	26.61	23.33	25.82
"ANKH"	12.14	11.76	9.94	10.52
"ANKHD1"	32.79	34.27	37.7	37.52
"ANKHD1-EIF4EBP3"	13.69	12.88	12.77	12.56
"ANKIB1"	22.32	25.21	22.71	24.47
"ANKK1"	0.26	0.21	0.16	0.14
"ANKLE1"	0.11	0.21	0.29	0.17
"ANKLE2"	34.12	39.95	37.19	40.28
"ANKMY1"	7.32	6.68	3.7	4.8
"ANKMY2"	34.91	36.49	29.58	28.86
"ANKRA2"	11.13	9.1	10.42	11.61
"ANKRD1"	27.97	48.18	42.18	56.23
"ANKRD10"	43.12	46.69	56.35	51.11
"ANKRD11"	34.67	41.11	46.37	49.69
"ANKRD12"	3.04	3.47	3.42	3.83
"ANKRD13A"	22.13	24.56	21.23	26.53
"ANKRD13B"	17.84	19.93	17.93	17.89
"ANKRD13C"	7.86	8.27	13.4	12.99
"ANKRD13D"	35.85	32.02	27.98	29.54
"ANKRD16"	13.03	16.76	15.53	15.71
"ANKRD17"	14.28	16.36	16.26	18.83
"ANKRD18A"	1.55	1.64	1.01	0.98
"ANKRD18B"	1.22	1.49	1.22	1.2
"ANKRD18DP"	0	0	0	0
"ANKRD19P"	0.31	0.21	0.17	0.19
"ANKRD2"	24.94	26.81	14.73	12.52
"ANKRD20A1"	0.53	0.36	0.12	0.28
"ANKRD20A11P"	0.06	0.23	0.08	0.23
"ANKRD20A12P"	0	0	0	0
"ANKRD20A19P"	0.45	0.33	0.09	0.01
"ANKRD20A2"	0.31	0.34	0	0
"ANKRD20A3"	0.12	0.36	0.35	0
"ANKRD20A4"	0.28	0.11	0.15	0.11
"ANKRD20A5P"	0.01	0.01	0	0.04
"ANKRD20A8P"	0.01	0	0	0
"ANKRD20A9P"	0	0	0	0
"ANKRD22"	5.69	5.18	14.54	14.52
"ANKRD23"	1.21	1.28	1.39	1.6
"ANKRD24"	0.5	0.61	0.44	0.86
"ANKRD26"	7.02	7.8	6.29	6.66
"ANKRD26P1"	0	0	0	0
"ANKRD26P3"	0	0	0	0
"ANKRD27"	20.98	21.17	22.16	21.26
"ANKRD28"	9.03	10	11.96	11.9
"ANKRD29"	0.54	0.65	1.2	1.47
"ANKRD30A"	0	0	0	0
"ANKRD30B"	0	0	0	0
"ANKRD30BL"	0	0	0	0
"ANKRD30BP2"	0	0	0	0
"ANKRD30BP3"	0	0	0	0
"ANKRD31"	0.12	0.09	0.11	0.16
"ANKRD32"	10.28	10.98	12.69	12.81
"ANKRD33"	0	0	0	0
"ANKRD33B"	5.98	8.52	8.07	9.03
"ANKRD34A"	0.94	1.14	0.92	1.04
"ANKRD34B"	0	0	0	0.02
"ANKRD34C"	0	0	0	0.04
"ANKRD34C-AS1"	0	0	0	0
"ANKRD35"	0.16	0.22	0.13	0.16
"ANKRD36"	1.87	2.11	1.69	1.5
"ANKRD36B"	1.41	1.74	1.04	1.17
"ANKRD36BP1"	5.14	6.87	4.83	5.05
"ANKRD36BP2"	0	0	0	0
"ANKRD36C"	0.86	0.94	0.62	0.61
"ANKRD37"	2.99	5.85	4.14	2.91
"ANKRD39"	16.46	17.86	17.56	13.82
"ANKRD40"	26.77	30.16	33.44	32.55
"ANKRD42"	8.71	8.4	8.28	7.98
"ANKRD44"	0.59	0.73	0.26	0.6
"ANKRD44-IT1"	0	0	0	0
"ANKRD45"	0	0	0	0.05
"ANKRD46"	3.96	5.39	5.37	5.44
"ANKRD49"	18.31	19.55	20.12	21.15
"ANKRD50"	6.11	6.99	3.55	3.65
"ANKRD52"	28.19	32.79	31.76	31.07
"ANKRD53"	0	0.03	0.08	0.07
"ANKRD54"	20.15	22.91	21.17	19.38
"ANKRD55"	0	0	0.1	0.03
"ANKRD6"	0.07	0.11	0.09	0.11
"ANKRD60"	0	0	0	0
"ANKRD61"	0.29	0.86	1.52	1.25
"ANKRD62"	0	0	0.02	0
"ANKRD62P1-PARP4P3"	0	0	0	0
"ANKRD63"	0.21	0.32	0.32	0.14
"ANKRD65"	10.33	8.39	3.97	4.14
"ANKRD66"	0	0	0	0
"ANKRD7"	0	0	0	0
"ANKRD9"	28.49	32.82	28.13	26.94
"ANKS1A"	8.99	9.48	9.25	10.28
"ANKS1B"	0	0.04	0	0
"ANKS3"	8.78	8.69	10.13	11.01
"ANKS4B"	0	0	0	0.02
"ANKS6"	16.87	20.49	20.89	21.34
"ANKUB1"	0	0	0	0
"ANKZF1"	20.82	21.99	24.07	22.14
"ANLN"	201.81	247.11	245.93	257.71
"ANO1"	30.57	34.69	72.23	61.68
"ANO1-AS2"	0	0	0	0
"ANO10"	10.9	11.64	11.17	11.11
"ANO2"	0.2	0.26	0.52	0.9
"ANO3"	0.02	0	0	0
"ANO4"	0.08	0.11	0.2	0.24
"ANO5"	0	0	0	0
"ANO6"	44.41	50.9	61.83	64.43
"ANO7"	0.03	0.03	0.02	0.02
"ANO8"	9.02	8.7	5.75	5.55
"ANO9"	19.94	21.59	13.29	13.95
"ANOS1"	2.27	3.58	1.68	2.64
"ANP32A"	130.03	139.22	125.15	114.49
"ANP32A-IT1"	0.03	0.02	0.07	0
"ANP32AP1"	0.09	0	0	0
"ANP32B"	393.73	430.56	366.35	384.65
"ANP32C"	0	0	0	0
"ANP32D"	0	0	0	0
"ANP32E"	71.1	82.35	48.32	46.71
"ANPEP"	0.01	0.01	0.06	0.04
"ANTXR1"	23.29	31.32	37.31	43.75
"ANTXR2"	2.22	3.29	11.09	10.92
"ANTXRL"	0	0	0	0
"ANTXRLP1"	0	0	0	0.09
"ANXA1"	1796.69	1849.74	2826.12	2758.01
"ANXA10"	0.52	0.48	5.36	5.01
"ANXA11"	213.09	211.58	178.7	176.41
"ANXA13"	0	0	0	0
"ANXA2"	4626.71	4549.52	4513.14	4345.94
"ANXA2P1"	0.18	0.13	0.06	0
"ANXA2P2"	25.61	25.52	27.54	28.4
"ANXA2P3"	0	0	0	0
"ANXA2R"	2.57	2.58	0.77	1.5
"ANXA3"	148.1	158.87	240.44	226.25
"ANXA4"	170.13	152.87	121.03	141.92
"ANXA5"	287.52	287.58	373.71	359.33
"ANXA6"	0.06	0.07	0.44	0.54
"ANXA7"	162.86	171.39	224.7	221.42
"ANXA8"	1200.81	1129.33	550.59	563.03
"ANXA8L1"	522.82	480.36	258.03	248.76
"ANXA9"	15.2	13.08	5.59	8.06
"AOAH"	0.26	0.21	0.03	0.09
"AOAH-IT1"	0	0	0	0
"AOC1"	0.09	0.11	0.03	0.06
"AOC2"	0.77	0.67	2.76	3.01
"AOC3"	0.16	0.03	0.94	0.83
"AOC4P"	0	0	0	0.07
"AOX1"	1	1.15	2.44	2.54
"AOX2P"	0	0.01	0	0
"AP1AR"	11.69	13.23	15.56	16.91
"AP1B1"	71.12	84.78	94	94.59
"AP1B1P1"	0	0	0	0
"AP1G1"	32.93	40.08	42.43	45.04
"AP1G2"	42.85	45.63	35.27	38.01
"AP1M1"	43.02	44.78	40.09	41.08
"AP1M2"	108.12	103.78	107.13	106.2
"AP1S1"	166.69	164.81	163.82	160.24
"AP1S2"	16.92	18.67	22.73	20.9
"AP1S3"	24.76	28.54	15.03	16.79
"AP2A1"	103.21	105.56	86.52	87.5
"AP2A2"	26.04	28.51	23.57	24.73
"AP2B1"	154.63	173.51	172.04	173.19
"AP2M1"	669.39	689.04	588.36	587.87
"AP2S1"	260.72	261.11	215	228.51
"AP3B1"	43.32	43.88	41.61	42.11
"AP3B2"	8.88	9.21	5.14	6.09
"AP3D1"	59.42	68.09	72.15	74.3
"AP3M1"	34.77	36.86	35.87	35.94
"AP3M2"	13.73	16.19	17.5	17.94
"AP3S1"	55.98	58.78	69.7	68.24
"AP3S2"	12.84	13.26	14.38	15.79
"AP4B1"	10.26	10.48	12.3	12.45
"AP4B1-AS1"	0.13	0.42	0.6	0.3
"AP4E1"	8.76	9.94	12.02	11.6
"AP4M1"	26.36	21.7	17.17	17.12
"AP4S1"	3.13	3.3	3.15	3.66
"AP5B1"	11.78	15.42	13.11	13.29
"AP5M1"	27.22	30.67	30.34	32.39
"AP5S1"	12.53	13.05	8.16	8.07
"AP5Z1"	24.98	24.86	27.2	26.92
"APAF1"	10	12.52	8.05	9.79
"APBA1"	0.06	0.06	0.05	0.04
"APBA2"	0	0	0	0
"APBA3"	9.04	8.87	9.62	9.83
"APBB1"	2.68	4.02	2.43	3.55
"APBB1IP"	0	0	0	0
"APBB2"	3.13	3.91	3.11	3.7
"APBB3"	5.86	5.24	4.72	3.88
"APC"	8.35	10.1	10.06	9.98
"APC2"	0.14	0.22	0.2	0.3
"APCDD1"	8.6	8.94	1.62	1.39
"APCDD1L"	0.93	0.87	1.18	1.06
"APCDD1L-AS1"	0	0	0.12	0.07
"APCS"	0	0	0	0
"APEH"	98.43	99.7	78.59	76.78
"APELA"	0	0	0	0
"APEX1"	258.65	265.57	249.15	245.21
"APEX2"	41.45	43.86	49.64	49.2
"APH1A"	248.87	246.3	239.2	237.26
"APH1B"	0.78	0.79	0.51	0.81
"API5"	92.5	103.27	93.38	98.62
"APIP"	54.51	57.37	58.34	56.36
"APITD1"	41.41	42.5	33.98	34.91
"APITD1-CORT"	3.25	3.2	2.33	2.42
"APLF"	0.66	0.51	1.52	1.47
"APLN"	0.08	0.07	0.15	0.15
"APLNR"	0	0	0	0
"APLP1"	3.04	2.55	1.47	2.05
"APLP2"	562.4	616.88	603	650.23
"APMAP"	151.77	159.76	167.11	173.15
"APOA1"	0	0.14	0.33	0.48
"APOA1-AS"	0	0	0	0.19
"APOA1BP"	242.2	242.63	233.12	236.84
"APOA2"	0	0	0	0
"APOA4"	0	0	0.06	0
"APOA5"	0	0	0	0
"APOB"	0	0	0	0
"APOBEC1"	0	0	0	0
"APOBEC2"	0	0	0.1	0.05
"APOBEC3A"	0.04	0	0	0.06
"APOBEC3A_B"	0	0.06	0	0
"APOBEC3B"	39.09	37	98.38	106.72
"APOBEC3B-AS1"	0	0	0.15	0
"APOBEC3C"	32.04	32.5	35.92	37.83
"APOBEC3D"	0.28	0.16	0.37	0.51
"APOBEC3F"	2.59	3.01	3.99	3.3
"APOBEC3G"	0.03	0	0.05	0
"APOBEC3H"	0.06	0	0.35	0.31
"APOBEC4"	0.02	0	0	0
"APOBR"	0.53	0.35	0.55	0.68
"APOC1"	0.38	1.18	0.62	0.82
"APOC1P1"	0	0	0	0
"APOC2"	0	0	0	0
"APOC3"	0	0	0	0
"APOC4"	0	0	0	0
"APOC4-APOC2"	0	0	0	0
"APOD"	0	0.22	0	0.07
"APOE"	1.32	1.23	2.45	2.56
"APOF"	0	0	0	0
"APOH"	0	0	0	0
"APOL1"	4.97	5.7	9.07	9.86
"APOL2"	14.51	15.56	25.64	29.12
"APOL3"	2.96	3.75	11.36	12.27
"APOL4"	0	0.02	0.05	0
"APOL5"	0	0	0	0
"APOL6"	4.85	6.13	6.42	7.35
"APOLD1"	2.12	2.5	2.98	3.85
"APOM"	3.35	3.44	1.63	1.83
"APOO"	25.6	26.19	26.62	25.43
"APOOL"	5.75	7.09	7.51	7.85
"APOOP5"	0	0	0	0
"APOPT1"	42.16	40.14	42.73	46.8
"APP"	334.07	333.26	337.96	359.28
"APPBP2"	9.47	9.72	11.53	12.34
"APPL1"	4.48	5.31	5.94	7.13
"APPL2"	15.1	15.91	13.94	12.9
"APRT"	359.46	362.64	389.49	342.26
"APTR"	7.14	7.02	7.82	8.01
"APTX"	27.05	28.19	28.46	30.96
"AQP1"	0.2	0.21	0.49	0.47
"AQP10"	1.1	1.16	0.32	0.29
"AQP11"	2.02	1.99	0.98	1.32
"AQP12A"	0	0	0	0
"AQP12B"	0	0	0	0
"AQP2"	0	0	0.02	0.02
"AQP3"	37.3	29.84	25.17	24.67
"AQP4"	0	0	0	0
"AQP4-AS1"	0	0	0	0
"AQP5"	0	0	0	0
"AQP6"	0.02	0.02	0.12	0.13
"AQP7"	0	0	0	0
"AQP7P1"	0.03	0	0	0
"AQP7P3"	0	0	0	0
"AQP8"	0	0	0.07	0
"AQP9"	0	0	0	0
"AQR"	22.49	25.65	25.07	25.18
"AR"	0.03	0.02	0.13	0.17
"ARAF"	53.08	56.21	42.64	42.02
"ARAP1"	52.31	53.4	47.26	48.19
"ARAP2"	3.55	4.09	4.18	4.77
"ARAP3"	13.99	14.99	9.11	9.73
"ARC"	0.22	0.2	0.29	0.19
"ARCN1"	100.03	112.94	131.04	137.13
"AREG"	14.53	14.85	44.39	41.66
"AREL1"	13.86	15.53	14.93	15.4
"ARF1"	628.97	637.11	706.48	681.67
"ARF3"	138.98	146.8	153.05	154.01
"ARF4"	91.49	98.54	159.6	180.37
"ARF5"	344.38	329.23	273.04	280.98
"ARF6"	75.82	79.81	76.95	72.46
"ARFGAP1"	39.06	41.97	52.23	52.26
"ARFGAP2"	70.72	70.48	63.67	62.12
"ARFGAP3"	6.88	6.42	7.92	8.69
"ARFGEF1"	16.65	19.43	15.19	17.43
"ARFGEF2"	13.35	15.89	17.69	18.35
"ARFGEF3"	1.38	2.12	2.31	2.75
"ARFIP1"	20.83	21.41	19.31	19.19
"ARFIP2"	39.99	40.6	49.81	49.04
"ARFRP1"	23.63	26.96	16.41	16.89
"ARG1"	0	0	0	0
"ARG2"	2.94	3.11	4.73	5.84
"ARGFX"	0	0	0	0
"ARGFXP2"	0	0	0.15	0.07
"ARGLU1"	60.66	66.52	55.55	60.35
"ARHGAP1"	39.6	41.89	42.33	40.66
"ARHGAP10"	9.07	9.34	9.18	9.27
"ARHGAP11A"	40.12	51.14	43.19	42.9
"ARHGAP11B"	9.26	10.49	8.23	10.64
"ARHGAP12"	17.89	18.21	20.18	21.25
"ARHGAP15"	0	0	0	0
"ARHGAP17"	15.54	18.09	28.42	28.72
"ARHGAP18"	13.62	17.43	18.69	19.07
"ARHGAP19"	11.38	14.18	10.79	10.62
"ARHGAP19-SLIT1"	0	0	0	0
"ARHGAP20"	0.01	0	0.03	0.04
"ARHGAP21"	32.49	35.84	30.56	32.45
"ARHGAP22"	22.02	21.09	12.53	12.42
"ARHGAP23"	146.54	169.56	106.12	108.44
"ARHGAP24"	0.37	0.4	0.1	0.25
"ARHGAP25"	2.58	3.12	2.69	2.79
"ARHGAP26"	2.76	3.48	2.73	3.21
"ARHGAP26-AS1"	0	0	0	0
"ARHGAP26-IT1"	0	0	0	0
"ARHGAP27"	40.56	41.92	57.29	54.82
"ARHGAP28"	0.56	1.42	0.26	0.69
"ARHGAP29"	30.66	35.88	37.74	38.18
"ARHGAP30"	0.96	1.17	1.23	1.4
"ARHGAP31"	1.19	1.34	2.95	2.9
"ARHGAP31-AS1"	0	0	0	0
"ARHGAP32"	9.83	10.9	13.63	16.14
"ARHGAP33"	2.53	3.05	1.49	1.58
"ARHGAP35"	39.33	47.86	38.81	41.75
"ARHGAP36"	0	0	0	0
"ARHGAP39"	6.51	7.25	7.73	7.73
"ARHGAP4"	2.78	3.35	1.92	2.47
"ARHGAP40"	0	0.02	0	0
"ARHGAP42"	7.2	7.5	5.9	6.49
"ARHGAP44"	1.18	1.34	0.5	0.66
"ARHGAP5"	17.66	21.1	16.61	19.28
"ARHGAP5-AS1"	11.47	10.7	6.13	5.67
"ARHGAP6"	0	0.01	0	0.02
"ARHGAP8"	16.26	16.53	17.08	17.07
"ARHGAP9"	0	0	0	0.03
"ARHGDIA"	315.3	336.71	287.89	244.56
"ARHGDIB"	414.02	389.29	241.24	262.35
"ARHGDIG"	0.07	0.07	0	0
"ARHGEF1"	48.59	47.99	55.75	54.48
"ARHGEF10"	24.77	27.75	24.49	25.31
"ARHGEF10L"	7.78	7.33	4.85	5.38
"ARHGEF11"	17.22	20.17	18	18.56
"ARHGEF12"	24.19	27.97	28.64	31.94
"ARHGEF15"	0	0.01	0	0
"ARHGEF16"	18.58	18.95	17.43	18.37
"ARHGEF17"	9.04	9.88	8.79	9.44
"ARHGEF18"	29.55	30.97	23.79	26.29
"ARHGEF19"	21.4	20.38	10.95	10.26
"ARHGEF2"	31.25	34.32	48.8	50.94
"ARHGEF25"	1.7	2.41	1.93	1.83
"ARHGEF26"	6.78	9.84	9.65	10.19
"ARHGEF26-AS1"	0.08	0.06	0.09	0.14
"ARHGEF28"	10.41	10.38	13.96	14.1
"ARHGEF3"	10.27	11.55	10.38	11.8
"ARHGEF3-AS1"	0	0	0	0
"ARHGEF33"	0	0	0	0.02
"ARHGEF34P"	5.2	7.58	6	6.76
"ARHGEF35"	27.43	28.21	25.23	30.97
"ARHGEF37"	9.45	9.96	8.09	9.22
"ARHGEF38"	0	0.01	0.01	0
"ARHGEF38-IT1"	0	0	0	0
"ARHGEF39"	7.09	7.59	6.84	8.1
"ARHGEF4"	20.92	21.68	15.34	15.56
"ARHGEF40"	12.57	13.48	12.08	11.91
"ARHGEF5"	21.44	23.72	20.41	23.21
"ARHGEF6"	0	0.04	0.05	0.1
"ARHGEF7"	20.28	21.82	21.47	24.4
"ARHGEF7-AS1"	0	0	0.38	0
"ARHGEF7-AS2"	0	0	0	0
"ARHGEF9"	1.55	2.13	0.72	1.2
"ARHGEF9-IT1"	0	0	0	0
"ARID1A"	18.06	21.36	17.24	17.57
"ARID1B"	9.77	11.07	10.18	10.03
"ARID2"	6.49	7.65	8.32	8.71
"ARID3A"	3.73	3.67	3.26	3.22
"ARID3B"	2.89	3.33	4.07	5.16
"ARID3C"	0.05	0	0.14	0.19
"ARID4A"	7.32	7.89	7.49	8.77
"ARID4B"	20.57	20.97	22.57	22.84
"ARID5A"	6.39	6.3	5.1	5.26
"ARID5B"	31.67	31.45	7.6	9.3
"ARIH1"	29.02	30.42	32.14	34.3
"ARIH2"	28.07	33.39	35.24	35.88
"ARIH2OS"	0.61	0.5	0.69	0.52
"ARL1"	32.33	36.31	28.07	30.5
"ARL10"	3.57	4.19	2.6	2.81
"ARL11"	0.48	0.28	0.35	0.46
"ARL13A"	0	0	0	0
"ARL13B"	8.79	10.25	7.06	7.63
"ARL14"	17.63	13.95	15.2	13.96
"ARL14EP"	17.02	19.69	15.28	16.29
"ARL14EPL"	0	0	0	0
"ARL15"	12.57	12.92	7.52	7.74
"ARL16"	33.13	31.7	32.84	34.65
"ARL17A"	8.57	8.76	7.91	8.8
"ARL17B"	13.72	13.42	13.66	15.66
"ARL2"	144.61	130.17	91.9	88.16
"ARL2-SNX15"	0	0.29	0.3	0
"ARL2BP"	92.38	89.26	114.33	110.63
"ARL3"	17.58	16.95	12.21	11.4
"ARL4A"	24.58	23.98	17.42	16.97
"ARL4C"	16.18	16.59	22.66	19.79
"ARL4D"	46.93	41.49	36.09	37.56
"ARL5A"	16.09	18.21	22.22	24.36
"ARL5B"	13.64	13.99	17.09	19.66
"ARL5C"	0	0	0	0
"ARL6"	7.71	7.03	8.54	6.75
"ARL6IP1"	419.66	473.34	508.1	599.19
"ARL6IP4"	185.37	186.64	139.42	145.96
"ARL6IP5"	56.16	52.66	49.14	52.7
"ARL6IP6"	34.69	35.09	29.04	29.62
"ARL8A"	50.05	46.34	38.32	40.46
"ARL8B"	35.91	33.97	37.7	40.8
"ARL9"	0	0	0	0.11
"ARMC1"	29.31	29.73	30.38	33.82
"ARMC10"	42.16	46.39	52.2	51.76
"ARMC12"	0.27	0.11	0	0.07
"ARMC2"	0.59	0.52	0.37	0.3
"ARMC2-AS1"	0	0.1	0	0
"ARMC3"	0	0	0	0
"ARMC4"	0.06	0.01	0	0
"ARMC5"	9.52	10.65	10.94	10.01
"ARMC6"	40.91	48.78	43.91	37.09
"ARMC7"	16.7	16.63	16.93	17.88
"ARMC8"	16.62	18.93	16.06	16.92
"ARMC9"	20.6	18.77	12.68	12.18
"ARMCX1"	3.97	4.24	3.5	3.17
"ARMCX2"	0.52	0.57	0.11	0.52
"ARMCX3"	3.3	4.38	2.3	4.02
"ARMCX4"	0.47	0.76	0.75	0.56
"ARMCX5"	11.24	12.79	12.99	13.34
"ARMCX5-GPRASP2"	1.47	1.98	1.39	1.91
"ARMCX6"	67.06	63.66	45.58	49.4
"ARMS2"	0	0.08	0	0
"ARMT1"	26.89	27.74	32.83	31.97
"ARNT"	19.92	20.77	14.11	15.74
"ARNT2"	0.4	0.42	0.84	0.77
"ARNTL"	4.77	5.3	6.3	7.19
"ARNTL2"	13.42	16.65	24.64	24.22
"ARNTL2-AS1"	0	0	0	0
"ARPC1A"	228.78	227.93	226.1	221.6
"ARPC1B"	519.72	513.24	506.55	483.85
"ARPC2"	597.75	598.43	598.18	588.2
"ARPC3"	456.46	447.9	433.64	436.84
"ARPC4"	105.43	107.95	112.31	116.62
"ARPC4-TTLL3"	0.66	0.73	0.35	0.71
"ARPC5"	335.84	337.57	306.47	323.91
"ARPC5L"	183.72	199.32	243.2	238.24
"ARPIN"	6.76	7.44	4.76	4.92
"ARPP19"	37.93	44.41	41.55	41.31
"ARPP21"	0	0	0	0
"ARR3"	0	0	0	0
"ARRB1"	2.49	2.79	3.01	3.65
"ARRB2"	30.79	28.05	19.89	22.07
"ARRDC1"	85.93	85.96	107.62	108.63
"ARRDC1-AS1"	18.9	21.44	18.48	20.82
"ARRDC2"	10.22	10.58	13.45	14.8
"ARRDC3"	15.65	13.19	16.36	16.72
"ARRDC3-AS1"	1.19	1.89	1.5	1.97
"ARRDC4"	5.72	5.84	11.96	11.93
"ARRDC5"	0	0	0	0
"ARSA"	3.26	3.49	3.03	3.21
"ARSB"	3.27	3.51	3.55	3.74
"ARSD"	0	0	0	0
"ARSE"	0	0	0	0
"ARSF"	0	0	0	0
"ARSG"	0.35	0.58	0.44	0.49
"ARSH"	0	0	0	0
"ARSI"	21.14	19.83	9.11	8.87
"ARSJ"	6.15	7.31	5.95	6.29
"ARSK"	6.05	6.6	5.93	5.34
