	day0_1	day0_2	day1_1	day1_2	day5_1	day5_2
2610044O15Rik8	141	126	125	106	89	76.15
2610100L16Rik	0	0	0	0	0	0
2610203C22Rik	7	4	2	2	14	10
2610206C17Rik	0	0	0	1	1	5
2610301B20Rik	313	309	305	350	285	324
2610305D13Rik	72.38	90.35	37.79	30.94	16.86	19.87
2610306M01Rik	54	43	17	12	45	64
2610307P16Rik	5	11	1	3	1	1
2610316D01Rik	2	1	0	2	0	0
2610318N02Rik	2	4	0	2	1	0
2610507B11Rik	4752	3968	5462	5021	7721	8660
2610507I01Rik	123	145	119	139	225	206
2610524H06Rik	253	259	168	193	34	53
2610528A11Rik	4	0	7	6	50	61
2610528J11Rik	0	0	0	0	0	0
2700029M09Rik	416	402	285	336	176	191
2700038G22Rik	38	43	53	60	15	10
2700046A07Rik	0	0	0	0	0	0
2700046G09Rik	23	33	25	36	25	23
2700049A03Rik	255	210	350	314	135	163
2700054A10Rik	10	7	6.02	5	4	5
2700060E02Rik	1984.4	2288.47	2404.77	2688.06	1667.94	1980.82
2700062C07Rik	176	201	192	172	150	161
2700069I18Rik	25	23	13	13	6	6
2700070H01Rik	9	7	2	2	0	0
2700081O15Rik	1015	1010	870	821	692	863
2700089I24Rik	3	4	3	1	2	0
2700094K13Rik	890	953	282	301	153	176
2700097O09Rik	69	59	69	58	71	89
2700099C18Rik	133.65	120.21	82.1	92.22	11	14
2810001G20Rik	159	134	65	85	48	77
2810002D19Rik	96	76	93	83	80	86
2810004N23Rik	641	663	832	918	494	612
2810006K23Rik	161	172	220	180	191	220
2810013P06Rik	106	79	111	111	91	130
2810021J22Rik	152.03	109.91	153.86	123.65	113.81	154.37
2810025M15Rik	300.06	283.98	179.71	197.63	98	125.88
2810029C07Rik	15	13	7	12	11	12
2810032G03Rik	24	30	57	67	18	25
2810047C21Rik1	49.53	43.33	49.43	37.79	40.46	40.47
2810049E08Rik	0	0	0	0	0	0
2810403A07Rik	716	832	800	821	781	886
2810403D21Rik	11	12	12	13	10	14
2810404M03Rik	0	0	0	0	0	0
2810405F15Rik	1	1	5	2	2	1
2810408A11Rik	27	30	11	18	14	19
2810408I11Rik	51	62	88	88	15	13
2810410L24Rik	32	37	15	20	14	20
2810417H13Rik	1361	1258	1154	1169	96	133
2810428I15Rik	722	843	290	290	401	542
2810429I04Rik	3	2	3	1	0	0
2810433D01Rik	10	13	0	0	2	4
2810442N19Rik	1	2	1	0	0	1
2810454H06Rik	13	13	13	16	11	11
2810459M11Rik	0	1	0	0	0	0
2810468N07Rik	40	41	19	24	5	14
2810471M01Rik	0	0	0	0	0	0
2810474O19Rik	1267	1191	1367	1275	791	1103
2900005J15Rik	30	19	34	32	39	27.6
2900008C10Rik	12	11	3	6	19	19
2900009J06Rik	4	0	9	6	2.84	6
2900011O08Rik	1	1	1	4	0	0
2900026A02Rik	734	622	74	55	86	78
2900041M22Rik	23	24	1	3	6	3
2900052N01Rik	0	0	0	0	0	0
2900055J20Rik	0	0	1	0	1	2
2900057B20Rik	0	1	0	0	0	0
2900060B14Rik	6	1	5	10	0	0
2900076A07Rik	25	21	32	35	17	20
2900079G21Rik	0	0	0	0	0	0
2900092C05Rik	0	0	0	0	0	0
2900092D14Rik	1	1	0	0	0	1
2900097C17Rik	8197	6444	7477	7727	6260	6688
3000002C10Rik	27	31	64	37	30.44	35.46
3010001F23Rik	16	14	15	12	5	2
3010026O09Rik	45	56	75	66	48	51
3100003L05Rik	0	0	0	0	0	0
3110001I22Rik	48	51	41	36	38	54
3110002H16Rik	296.57	304.26	277.37	258.35	773.97	927.34
3110009E18Rik	15	9	17	17	9	18
3110009F21Rik	1	0	0	0	0	0
3110015C05Rik	0	0	0	0	0	0
3110021A11Rik	4	0	0	6	2	2
3110021N24Rik	60	40	61	46	47	75
3110035E14Rik	0	1	0	0	0	0
3110039I08Rik	1364	1367	866	910	393	428
3110039M20Rik	0	0	0	1	0	2
3110040N11Rik	203	227	175	199	152	165
3110043O21Rik	412	336	766	769	3084	3359
3110045C21Rik	11.06	15.09	26.31	42.38	31.3	42.49
3110052M02Rik	82.88	100.6	86.81	108.78	101.05	147.39
3110056K07Rik	52	53	52	50	37	36
3110057O12Rik	84.05	63.45	120.21	140.2	395	503.77
3110062M04Rik	199.34	255.88	222.11	221.9	126.86	167.9
3110070M22Rik	15.48	23.21	28.59	24.56	9.21	7.2
3110079O15Rik	0	0	0	0	0	0
3110082I17Rik	241	211	132	122	62	64
3110082J24Rik	3.7	4.94	3.78	1.15	1	0
3110099E03Rik	0	1	0	1	0	0
3200001D21Rik	1	0	2	5	0	2
3300002I08Rik	11.02	12.68	21.45	20.37	11.75	14
3300002P13Rik	1	2	14	13	3	2
3300005D01Rik	174	153	16	13	30	35
3425401B19Rik	44	30	4	3	27	39
3632451O06Rik	408	441	391	436	546	543
3632454L22Rik	0	1	2	2	1	2
3830403N18Rik	12.29	5.59	6	8.45	8.62	8.73
3830406C13Rik	365	409	348	358	330	444
3830408C21Rik	18	31	29	23	17	13
3830417A13Rik	4	5	0	3	1	1
3830432H09Rik	0	3	0	0	1	1
3930402G23Rik	0	0	8	8	67	98
4430402I18Rik	14.04	29.44	8.39	8.42	123.98	158.88
4631405J19Rik	3	1	0	2	35	40
4632404H12Rik	29	25	28	44	39	46
4632415L05Rik	231	187	185	197	265	236
4632427E13Rik	13	24	20	15	4	4
4632428C04Rik	5	5	7	3	15	9
4632428N05Rik	778	726	690	645	1276	1318
4732416N19Rik	3.19	4.04	5	1.3	0	0
4732456N10Rik	0	1	0	0	0	0
4732471J01Rik	4.49	4.23	5.74	7.77	34.32	28.85
4732490B19Rik	1	0	1	0	0	0
4732491K20Rik	15	24	4	13	43	42
4831407H17Rik	0	0	0	1	0	0
4831440E17Rik	14	7	32	30	37	34
4833411C07Rik	2	4	1	2	4	3
4833412C05Rik	18	34	1	2	5	4
4833415N18Rik	0	2	1	1	0	0
4833417C18Rik	6	3	8	8	5	7
4833418N02Rik	51	31	25	25	16	20
4833419F23Rik	9	21	7	2	24	21
4833420G17Rik	463	507	545	569	490	531
4833422C13Rik	19.94	23.19	18	13	9	18
4833422M21Rik	0	0	0	0	0	0
4833423E24Rik	0	0	0	0	0	0
4833427F10Rik	1	0	0	0	0	0
4833427G06Rik	11	12	2	5	3	0
4833428L15Rik	0	0	0	0	0	0
4833439L19Rik	1454.59	1405.24	1557.84	1608.92	1252.63	1539.2
4921501E09Rik	0	0	0	0	0	0
4921504A21Rik	6	7	8	5	2	2
4921504E06Rik	0	0	0	0	0	0
4921506M07Rik	0	0	0	0	0	0
4921507L20Rik	6	5	5	6	4	12
4921507P07Rik	0	0	1	2	22	29
4921508D12Rik	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0
4921509O07Rik	0	1	0	0	0	0
4921511C10Rik	0	0	0	3	0	2
4921511C20Rik	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	0	0
4921511I17Rik	0	0	0	2.02	1	0
4921511M17Rik	0	0	0	0	0	0
4921513I03Rik	2	2	0	1	1	1
4921515E04Rik	0	0	0	0	0	0
4921517D22Rik	0	0	1	0	1	0
4921518K17Rik	0	0	0	0	0	0
4921524J17Rik	466	498	472	565	251	328
4921524L21Rik	0	0	0	0	0	0
4921525O09Rik	15	16	1	2	1	1
4921529L05Rik	0	0	0	0	0	1
4921530L21Rik	0	0	0	0	0	0
4921531C22Rik	44	46	23	32	53	78
4921531P14Rik	0	0	0	0	0	0
4921533I20Rik	0	0	0	0	0	0
4921534H16Rik	0	0	0	0	0	0
4921536K21Rik	13	10	13	9	29	32
4921539E11Rik	0	2	0	0	0	0
4922502D21Rik	0	0	0	0	0	0
4922502H24Rik	0	0	0	0	0	0
4922502N22Rik	0	1	0	0	0	0
4930401C15Rik	0	0	0	0	0	0
4930401O10Rik	0	0	0	0	0	0
4930401O12Rik	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0
4930402F11Rik	0	0	0	0	0	0
4930402H24Rik	1387	1227	968	839	2488	2667
4930402K13Rik	0	0	0	0	0	0
4930404A05Rik	0	0	0	0	0	0
4930404H11Rik	0	0	0	0	0	0
4930404I05Rik	8	7	10	12	5	7
4930404N11Rik	103	91	56	72	472	543
4930405A10Rik	0	0	0	0	0	0
4930405A21Rik	4	8	4	5	1	4
4930405D11Rik	0	0	0	0	0	0
4930405J17Rik	0	0	0	0	0	0
4930405L22Rik	0	0	0	0	0	0
4930405O22Rik	0	0	0	1	0	2
4930406D18Rik	0	0	0	0	0	0
4930407G08Rik	1	0	0	0	0	0
4930407I10Rik	0	0	0	0	0	0
4930407I19Rik	1	0	0	0	0	0
4930412B13Rik	0	1	0	0	0	0
4930412C18Rik	9	6	16	17	46	57
4930412O13Rik	1	1	5	2	0	0
4930413E15Rik	0	0	0	0	0	0
4930413F20Rik	0	0	0.13	1	1	0
4930413G21Rik	179	182	209	150	202	252
4930413M19Rik	0	0	0	0	0	0
4930414N06Rik	0	1.08	1.16	2.5	0	0
4930415F15Rik	0	1	1	1	0	2
4930415L06Rik	0	0	0	0	0	0
4930415O20Rik	3	2	4	1	3	2
4930417O13Rik	0	0	0	0	0	0
4930417O22Rik	0	0	0	0	0	0
4930419G24Rik	0	0	0	1	0	0
4930423M02Rik	0	0	0	0	0	0
4930425K10Rik	0	0	0	0	0	0
4930425L21Rik	0	0	0	0	0	0
4930425O10Rik	0	0	0	0	0	0
4930426D05Rik	0	0	0	0	0	0
4930426L09Rik	16	26	8	4	4	7
4930427A07Rik	403	319	260	254	22	19
4930428D20Rik	0	0	0	0	0	0
4930428E07Rik	0	0	0	0	0	0
4930428G15Rik	0	0	0	0	0	0
4930428O21Rik	0	0	0	0	0	0
4930429B21Rik	48.77	57.62	31.38	20.01	14.64	22.37
4930429D17Rik	0	0	0	0	0	0
4930429F11Rik	0	0	0	0	0	0
4930429F24Rik	2	1	0	1	4	3
4930430A15Rik	0	0	0	0	0	0
4930430F08Rik	138.57	129.59	136.65	160.6	128.36	115.86
4930430F21Rik	0	0	0	0	0	0
4930430J02Rik	0	0	1	0	0	0
4930431F12Rik	0	0	0	0	0	0
4930431P03Rik	1	6	2	3	2	0
4930432J09Rik	0	0	0	0	0	0
4930432K21Rik	4	4	13	9	9	7
4930432M17Rik	0	0	0	0	0	0
4930433B08Rik	1	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0
4930433N12Rik	0	0	0	0	0	0
4930434J06Rik	0	0	0	0	0	0
4930435E12Rik	0	0	0	0	0	0
4930438E09Rik	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0
4930440I19Rik	0	0	0	0	0	0
4930441H08Rik	0	0	0	0	0	0
4930441J16Rik	0	0	0	0	0	0
4930442J19Rik	0	0	0	0	0	0
4930442L01Rik	0	0	0	0	0	0
4930443O20Rik	0	4	1	1	0	0
4930444F02Rik	1	0	0	0	0	0
4930444G20Rik	0	0	0	0	1	0
4930444M15Rik	1	0	0	0	0	0
4930444P10Rik	0	1	1	0	0	0
4930445N18Rik	0	1	0	0	0	1
4930447A16Rik	0	0	0	0	0	0
4930447C04Rik	31	32	15	35	15	16
4930447F24Rik	2	6	3	6	198	205
4930447J18Rik	0	0	0	0	0	0
4930447K03Rik	0	0	0	0	0	0
4930447M23Rik	0	1	0	0	0	0
4930447N08Rik	2	0	0	1	0	1
4930448C13Rik	0	0	0	0	0	0
4930448F12Rik	0	0	0	0	0	0
4930448H16Rik	0	0	0	0	0	0
4930448I06Rik	0	0	0	0	0	0
4930448I18Rik	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	0
4930449E01Rik	0	0	0	0	0	0
4930449E18Rik	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0
4930451G09Rik	5	5	7	7	12	10
4930451I11Rik	0	0	0	0	0	0
4930452A19Rik	0	0	0	0	0	0
4930452B06Rik	36	33	15	15	6	9
4930452G13Rik	0	0	0	0	0	0
4930452N14Rik	0	0	0	0	0	0
4930453H23Rik	0	0	0	0	0	0
4930453L07Rik	0	0	0	0	0	0
4930453N24Rik	581	550	451	493	526	662
4930455B14Rik	0	0	0	0	0	0
4930455C13Rik	6.35	3.77	5.35	5.17	2.53	5.55
4930455D15Rik	0	0	0	0	0	0
4930455F16Rik	0	0	0	0	0	0
4930455G09Rik	0	0	0	0	2	4
4930455H04Rik	0	0	0	0	0	0
4930455J16Rik	0	0	0	0	0	0
4930456L15Rik	0	0	0	0	0	0
4930459C07Rik	0	0	1	1	0	0
4930459L07Rik	0	0	0	0	0	0
4930461G14Rik	0	0	0	0	0	0
4930463O16Rik	0	0	0	0	0	0
4930465K10Rik	1	2	2	0	1	1
4930465M20Rik	0	0	0	0	0	0
4930467D21Rik	0	0	0	0	0	0
4930467E23Rik	0	0	0	0	8.97	2.47
4930467K11Rik	1	0	0	0	0	0
4930469G21Rik	0	0	0	0	0	0
4930470H14Rik	0	0	0	0	0	0
4930470O06Rik	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0
4930471C04Rik	0	0	0	0	0	0
4930471G03Rik	0	0	0	0	0	0
4930471M09Rik	0	0	0	0	0	0
4930473A02Rik	4.26	3.15	4.15	5.18	2.11	5.18
4930473O22Rik	0	0	0	0	0	0
4930474G06Rik	0	0	0	0	0	0
4930474H20Rik	0	0	0	1	0	0
4930474M22Rik	2	1	0	0	0	0
4930474N05Rik	0	0	0	0	0	0
4930474N09Rik	0	0	1	1	1	0
4930477N07Rik	0	0	1	0	0	0
4930478L05Rik	0	1	0	1	1	0
4930478P22Rik	0	0	0	0	0	0
4930479D17Rik	1	2	0	0	0	0
4930480E11Rik	0	0	0	0	0	0
4930480G23Rik	0	0	0	0	0	1
4930480K15Rik	0	0	0	0	0	0
4930480K23Rik	8	8	30	13	47	42
4930480M12Rik	0	0	0	0	0	0
4930481A15Rik	28	33	45	50.02	95	105
4930482G09Rik	0	0	0	0	0	0
4930483J18Rik	2	0	1	0	2	0
4930483K19Rik	3.81	4.84	10.37	4.67	9.28	4.74
4930483O08Rik	0	0	0	0	0	0
4930484H19Rik	0	1	0	0	0	0
4930486F22Rik	0	0	0	0	0	0
4930486I03Rik	0	0	0	0	0	0
4930486L24Rik	17	23	18	25	192	165
4930487D11Rik	0	0	0	0	0	0
4930487H11Rik	0	1	4	3	1	1
4930488B22Rik	0	0	0	0	0	0
4930488L21Rik	0	0	0	0	1	0
4930500F04Rik	0	0	0	0	0	0
4930500L23Rik	0	0	0	0	0	0
4930502A04Rik	0	0	0	0	0	0
4930502E09Rik	3	3	1	2	0	3
4930502E18Rik	3	2	1	2	5	5
4930503B20Rik	0.57	0	0	0	0	0
4930503E14Rik	0	0	0	0	0	0
4930503E24Rik	0	0	1	0	1	1
4930503F20Rik	0	0	0	0	0	0
4930503H13Rik	0	0	0	0	0	0
4930503L19Rik	349	272	250	242	84	112
4930503O07Rik	0	0	0	0	0	0
4930504C09Rik	0	0	0	0	0	0
4930504O13Rik	0	0	0	0	0	0
4930505A04Rik	3	3	1	7	1	0
4930505G20Rik	0	0	0	0	0	0
4930505K13Rik	0	0	0	0	0	0
4930505K14Rik	0	0	0	0	0	0
4930506A18Rik	0	0	0	0	0	0
4930506C21Rik	7.19	11.3	15.42	13.36	37.36	52.98
4930507D05Rik	9.72	11.98	9.55	8.54	14.67	18.73
4930507D10Rik	0	0	0	0	0	0
4930509E16Rik	2	6	2	2	0	1
4930509J09Rik	0	0	0	0	0	0
4930509K18Rik	0	0	0	0	0	0
4930511A02Rik	0	0	0	0	0	0
4930511A08Rik	0	0	0	0	1	0
4930511E03Rik	0	0	0	0	3	3
4930511M06Rik	11	6	11	10	2	0
4930512B01Rik	2.1	0	1.09	0	1.05	0
4930512J16Rik	0	0	1	0	0	0
4930512M02Rik	0	0	0	1	0	1
4930513D17Rik	0	0	0	0	0	1
4930513N10Rik	36.38	23.2	40.56	35.33	14.17	20.11
4930513O06Rik	0	0	0	0	0	0
4930515B02Rik	0	0	0	0	0	0
4930515G01Rik	15	8	16	14	21	13
4930515G16Rik	0	0	0	0	0	0
4930515L03Rik	0	0	0	0	0	0
4930515L19Rik	0	0	0	0	0	0
4930517E11Rik	0	0	0	0	0	0
4930517M08Rik	0	0	0	0	1	0
4930518J21Rik	0	0	0	0	0	0
4930518P08Rik	0	0	0	0	0	0
4930519D14Rik	0	0	0	0	0	0
4930519F09Rik	0	0	2	2	0	0
4930519F16Rik	0	0	0	0	0	0
4930519F24Rik	0	0	0	0	0	0
4930519G04Rik	0	0	0	0	0	0
4930519H02Rik	0	0	0	0	0	0
4930519K11Rik	0	0	0	0	0	0
4930520O04Rik	14	15	10	13	4	7
4930520P13Rik	0	0	0	0	0	0
4930521E06Rik	0	0	1	1	0	1
4930522H14Rik	0	0	0	0	0	0
4930522O17Rik	0	0	0	0	0	0
4930523C07Rik	109.52	106.28	174.33	147.14	490.42	604.42
4930523O13Rik	0	0	0	0	0	0
4930524B15Rik	1	0	0	0	0	0
4930524B17Rik	0	0	0	0	0	0
4930524C18Rik	0	0	0	0	0	0
4930524N10Rik	0	0	0	0	0	0
4930524O05Rik	0	0	0	0	1	0
4930524O08Rik	0	0	0	0	0	0
4930525C09Rik	0	0	0	0	0	0
4930525D18Rik	0	0	0	1	0	1
4930525G20Rik	6	6	12.62	10	13.72	31
4930526H09Rik	0	0	0	0	0	0
4930526I15Rik	120	122	113	129	100	121
4930526L06Rik	1	0	0	0	1	0
4930527F14Rik	0	0	0	0	0	0
4930527G23Rik	0	0	0	0	0	0
4930528A17Rik	3.03	9.16	12.07	6.07	4.05	9.12
4930528D03Rik	0	0	0	0	0	0
4930528G23Rik	0	0	0	0	0	0
4930528H21Rik	0	0	0	0	0	0
4930528P14Rik	0	0	0	0	0	0
4930529C04Rik	0	0	0	0	0	0
4930529K09Rik	0	0	0	0	0	0
4930529L06Rik	0	0	0	0	0	0
4930532I03Rik	0	0	0	0	0	0
4930532M18Rik	0	0	0	0	0	0
4930533B01Rik	0	2	1	2	0	0
4930533N22Rik	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0
4930538K18Rik	1	2	5	1	1	2
4930539C22Rik	0	0	0	0	0	0
4930539E08Rik	8	14	4	0	3	8
4930539J05Rik	94	68	59	59	63	67
4930539M17Rik	0	0	0	0	0	0
4930539N22Rik	0	0	0	0	0	0
4930540M03Rik	0	0	0	0	0	0
4930542C21Rik	0	0	0	0	1	0
4930542D17Rik	0	0	0	0	0	0
4930543E12Rik	0	1	0	0	0	0
4930543N07Rik	0	0	0	0	0	0
4930544D05Rik	0	0	0	0	0	0
4930544G11Rik	0	0	0	0	0	0
4930544M13Rik	0	0	0	0	0	0
4930545E07Rik	0	0	0	0	0	0
4930545H06Rik	0	0	0	0	0	0
4930545L23Rik	0	0	0	1	1	0
4930546C10Rik	0	0	0	0	0	0
4930546K05Rik	0	0	0	0	0	1
4930547E08Rik	0	2	0	0	0	1
4930547E14Rik	0	0	0	0	0	0
4930548G14Rik	0	0	0	0	0	0
4930548H24Rik	1	1	0	1	0	1
4930548J01Rik	0	0	0	0	0	0
4930548K13Rik	0	0	0	0	0	0
4930549C01Rik	0	0	0	0	0	0
4930549C15Rik	0	0	1	0	0	1
4930549G23Rik	2.2	0	5.66	4.74	2.42	4.68
4930550C14Rik	6	10	27	28	7	12
4930550C17Rik	0	0	0	0	0	0
4930550L24Rik	0	0	0	0	0	0
4930552N02Rik	0	0	0	0	0	0
4930552P12Rik	1	4	1	1	0	3
4930553C11Rik	0	0	0	0	0	0
4930553E22Rik	0	0	0	0	0	0
4930554C24Rik	0	0	0	0	0	0
4930554G24Rik	0	0	0	0	0	0
4930554H23Rik	0	0	0	0	0	0
4930554I06Rik	0	0	0	0	0	0
4930555B11Rik	0	0	0	0	0	0
4930555B12Rik	0	0	0	0	0	0
4930555G01Rik	1.18	1.08	0	0	1	0
4930555G21Rik	0	0	0	0	0	0
4930555K05Rik	0	0	0	0	0	0
4930556C24Rik	0	2	0	0	0	0
4930556G01Rik	0	0	0	0	0	0
4930556J02Rik	0	0	0	0	0	0
4930556M19Rik	28	33	11	16	4	6
4930556N09Rik	0	0	0	0	0	0
4930556N13Rik	1	1	4	1	2	5
4930557A04Rik	0	0	0	0	0	0
4930557F10Rik	0	0	0	0	0	0
4930557J02Rik	0	0	0	0	0	0
4930557K07Rik	2	1	2	5	5	3
4930558C23Rik	0	0	0	0	0	0
4930558F17Rik	0	0	0	0	0	0
4930558G05Rik	0	0	0	0	0	0
4930558J18Rik	23	16	27	23	0	1
4930558K02Rik	0	0	0	0	0	0
4930559C10Rik	0	0	0	0	0	0
4930562C15Rik	0	3	1	2	1	1
4930562F07Rik	4.48	4.72	3.67	3.86	3.58	2.58
4930563D23Rik	0	0	1	1	0	1
4930563E18Rik	0	0	0	0	2	2
4930563E22Rik	11.3	5.09	12.26	6.09	6.07	6.09
4930563F08Rik	0	0	0	0	0	0
4930563H07Rik	0	0	0	0	0	0
4930563M20Rik	0	0	0	0	0	0
4930563M21Rik	1	1	0	1	0	0
4930564B18Rik	0	0	0	0	0	0
4930564C03Rik	0	0	0	0	0	0
4930564D02Rik	0	0	0	0	0	0
4930565D16Rik	0	0	0	0	0	0
4930565N06Rik	16	15	45	33	71	40
4930567H12Rik	0	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	0
4930567J20Rik	0	0	0	0	0	0
4930567K12Rik	0	0	0	0	0	0
4930567K20Rik	0	0	0	0	0	0
4930568D16Rik	0	0	0	0	0	0
4930568E12Rik	0	0	0	0	0	0
4930568G15Rik	0	0	0	0	0	0
4930570G19Rik	1	2	3	5	5	10
4930571K23Rik	0	0	0	0	0	0
4930571O06Rik	0	0	0	0	0	0
4930572K03Rik	0	0	0	0	0	0
4930572O03Rik	1	0	0	0	0	0
4930572O13Rik	0	0	0	0	0	0
4930573O16Rik	1	6	0	0	0	1
4930577N17Rik	46.92	39.98	41.07	45.12	13.67	27.97
4930578C19Rik	2	0	0	0	2	0
4930578E11Rik	1	0	0	0	0	0
4930578I06Rik	0	0	0	0	0	0
4930578M01Rik	0	1	0	3	0	1
4930578N18Rik	0	0	0	0	0	0
4930579F01Rik	0	0	0	0	0	0
4930579G18Rik	20.04	27.1	36.06	10.04	10.04	13.06
4930579G24Rik	355	249	234	258	73	78
4930579H20Rik	0	0	0	0	0	0
4930579J19Rik	0	0	0	0	0	0
4930579K19Rik	11	6	6	4	2	6
4930579P08Rik	0	0	0	0	0	0
4930581F22Rik	17.08	22.13	27	35.21	14.04	16.08
4930583K01Rik	0	0	0	0	2	0
4930583P06Rik	0	1	1	0	0	0
4930584F24Rik	0	0	0	0	0	0
4930586N03Rik	0	0	0	0	0	0
4930587E11Rik	0	0	0	0	0	0
4930590J08Rik	1	3	0	5	0	0
4930590L20Rik	0	0	0	0	0	0
4930591A17Rik	0	0	0	0	0	0
4930591E09Rik	0	0	0	0	0	0
4930592A05Rik	0	0	0	1.07	1.11	0
4930592I03Rik	0	1	0	0	0	1
4930593A02Rik	0	0	0	0	1	1
4930593C16Rik	0	0	0	0	0	0
4930594C11Rik	0	0	0	1	0	0
4930594O21Rik	0	0	0	0	0	0
4930595D18Rik	0	1	0	0	0	0
4930595M18Rik	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0
4930596I21Rik	0	0	0	0	0	0
4930597A21Rik	0	1	1	0	0	0
4930597G03Rik	1	0	0	0	0	0
4930598F16Rik	0	0	0	0	0	0
4930599N23Rik	19.14	15.16	7.94	8.06	6.26	9.45
4931402G19Rik	1.08	1.06	1.09	2.16	2.23	1.11
4931403E22Rik	2	0	4	2	5	1
4931403G20Rik	4	1	1	7	0	4
4931406B18Rik	0	0	0	0	0	0
4931406C07Rik	581	589	736	684	10864	13557
4931406H21Rik	4	4	8	10	2	3
4931406P16Rik	1648	1383	999	983	831	1020
4931408C20Rik	1	0	0	0	0	0
4931408D14Rik	52	46	68	56	593	711
4931409K22Rik	0	1	0	0	0	0
4931414P19Rik	88	85	103	113	57	80
4931417E11Rik	0	0	0	0	0	0
4931419H13Rik	0	1	0	0	0	0
4931420L22Rik	0	0	0	0	0	0
4931423N10Rik	0	0	0	1	2	0
4931428F04Rik	67.25	61.02	39.4	35.31	42.14	46.14
4931428L18Rik	0	0	0	0	0	0
4931429I11Rik	0	0	0	0	0	0
4931429L15Rik	0	0	0	0	0	0
4931429P17Rik	0	0	0	0	0	0
4931430N09Rik	0	0	0	0	0	0
4931431B13Rik	1	0	0	0	2.8	0
4931431C16Rik	4.21	0	5.14	10.21	17.53	17.45
4931431F19Rik	0	0	0	0	0	0
4931440F15Rik	2.22	3.52	1.14	2.28	0	0
4931440J10Rik	1	0	0	1	0	0
4931440P22Rik	20.22	12.76	10.65	16.7	32.48	23.24
4932411E22Rik	0	0	0	0	0	1
4932411N23Rik	0	0	0	0	0	0
4932412D23Rik	0	0	1	0	0	0
4932413F04Rik	0	0	0	0	0	0
4932414J04Rik	0	0	0	0	0	0
4932414N04Rik	0	0	1	0	0	0
4932415M13Rik	0	0	0	0	0	0
4932416H05Rik	92.34	76.61	111.5	115.27	55.53	84.56
4932416K20Rik	0	0	0	0	0	0
4932418E24Rik	1	1	0	0	0	1
4932429P05Rik	0	0	0	0	0	0
4932435O22Rik	0	0	0	0	0	0
4932438A13Rik	1789	1359	2320	1898	1519	1845
4932438H23Rik	3	0	6	7	1	1
4932441J04Rik	1	1	3	5	3	0
4932443I19Rik	0	0	0	0	0	0
4932702P03Rik	0	0	0	0	0	0
4933400A11Rik	5	3	2	3	0	0
4933400B14Rik	1	0	0	0	0	1
4933400C23Rik	0	0	0	0	0	0
4933400F21Rik	0	0	0	0	0	0
4933400L20Rik	0	0	0	0	0	0
4933401B06Rik	0	0	0	0	0	0
4933401D09Rik	0	0	0	1	0	1
4933401H06Rik	0	0	0	0	0	0
4933402C06Rik	1	0	0	0	0	0
4933402D24Rik	4	0	0	0	1	0
4933402E13Rik	0	0	0	0	6	1
4933402J07Rik	0	0	0	0	0	0
4933402J10Rik	0	0	0	0	0	0
4933402J15Rik	1	0	0	0	0	0
4933402N03Rik	0	0	0	0	0	0
4933402N22Rik	0	0	0	0	0	0
4933402P03Rik	0	0	0	1	2	0
4933403O08Rik	0	0	0	0	0	0
4933404G15Rik	0	0	0	0	0	0
4933404K08Rik	0	0	0	0	0	0
4933404K13Rik	0	0	0	0	0	0
4933404O12Rik	188	148	147	151	42	42
4933405D12Rik	0	0	0	0	1	2
4933405E24Rik	0	0	0	0	0	0
4933405L10Rik	1	2	0	0	0	0
4933405O20Rik	0	0	0	0	0	0
4933406C10Rik	0	1	1	1	9	9
4933406D12Rik	0	0	0	0	0	0
4933406F09Rik	0	0	0	0	0	0
4933406G16Rik	0	0	0	0	0	0
4933406I18Rik	1	0	2	0	37	37
4933406J08Rik	0	0	0	0	0	0
4933406J10Rik	0	0	0	0	0	0
4933406K04Rik	0	0	0	0	0	0
4933406M09Rik	6	12	2	2	2	3
4933407E24Rik	0	0	0	0	0	0
4933407G14Rik	0	0	0	0	0	0
4933407I05Rik	0	0	0	0	0	0
4933407K13Rik	114	99	118	115	50	52
4933407L21Rik	0	0	2	1	0	0
4933408B17Rik	14	12	20	8	11	9
4933408J17Rik	5.29	5.39	0	1.08	1.08	1.11
4933408N05Rik	0	0	0	1	0	0
4933409G03Rik	0	0	0	0	0	0
4933409K07Rik	112.17	98.32	127.74	107.18	80.6	82.12
4933411E08Rik	3	6	0	0	1	0
4933411G06Rik	0	0	0	0	0	0
4933411K16Rik	5	4	1	1	3	6
4933412E12Rik	140	175	48	59	55	67
4933412E24Rik	0	0	0	0	0	0
4933412O06Rik	0	0	0	2	0	2
4933413G19Rik	1.02	1.02	1.03	0	0	0
4933413J09Rik	1	3	4	4	7	8
4933413L06Rik	0	0	0	0	0	0
